2006	11	-27.5	12.5	1861111
2006	11	-22.5	12.5	3722222
2006	12	-27.5	12.5	1861111
2006	12	-22.5	12.5	3722222
2007	1	-27.5	12.5	1861111
2007	1	-22.5	12.5	3722222
2007	2	-27.5	12.5	1861111
2007	2	-22.5	12.5	3722222
2007	3	-27.5	12.5	1861111
2007	3	-22.5	12.5	3722222
2007	4	-27.5	12.5	1861111
2007	4	-22.5	12.5	3722222
2007	5	-27.5	12.5	1861111
2007	5	-22.5	12.5	3722222
2007	6	-27.5	12.5	1861111
2007	6	-22.5	12.5	3722222
2007	7	-27.5	12.5	1861111
2007	7	-22.5	12.5	3722222
2007	8	-27.5	12.5	1861111
2007	8	-22.5	12.5	3722222
2007	9	-27.5	12.5	1861111
2007	9	-22.5	12.5	3722222
2007	10	-27.5	12.5	1861111
2007	10	-22.5	12.5	3722222
2007	11	-27.5	12.5	1861111
2007	11	-22.5	12.5	3722222
2007	12	-27.5	12.5	1861111
2007	12	-22.5	12.5	3722222
2008	1	-27.5	12.5	1861111
2008	1	-22.5	12.5	3722222
2008	2	-27.5	12.5	1861111
2008	2	-22.5	12.5	3722222
2008	3	-27.5	12.5	1861111
2008	3	-22.5	12.5	3722222
2008	4	-27.5	12.5	1861111
2008	4	-22.5	12.5	3722222
2008	5	-27.5	12.5	1861111
2008	5	-22.5	12.5	3722222
2008	6	-27.5	12.5	1861111
2008	6	-22.5	12.5	3722222
2008	7	-27.5	12.5	1861111
2008	7	-22.5	12.5	3722222
2008	8	-27.5	12.5	1861111
2008	8	-22.5	12.5	3722222
2008	9	-27.5	12.5	1861111
2008	9	-22.5	12.5	3722222
2008	10	-27.5	12.5	1861111
2008	10	-22.5	12.5	3722222
2008	11	-27.5	12.5	1861111
2008	11	-22.5	12.5	3722222
2008	12	-27.5	12.5	1861111
2008	12	-22.5	12.5	3722222
2009	1	-27.5	12.5	1861111
2009	1	-22.5	12.5	3722222
2009	2	-27.5	12.5	1861111
2009	2	-22.5	12.5	3722222
2009	3	-27.5	12.5	1861111
2009	3	-22.5	12.5	3722222
2009	4	-27.5	12.5	1861111
2009	4	-22.5	12.5	3722222
2009	5	-27.5	12.5	1861111
2009	5	-22.5	12.5	3722222
2009	6	-27.5	12.5	1861111
2009	6	-22.5	12.5	3722222
2009	7	-27.5	12.5	1861111
2009	7	-22.5	12.5	3722222
2009	8	-27.5	12.5	1861111
2009	8	-22.5	12.5	3722222
2009	9	-27.5	12.5	1861111
2009	9	-22.5	12.5	3722222
2009	10	-27.5	12.5	1861111
2009	10	-22.5	12.5	3722222
2009	11	-27.5	12.5	1861111
2009	11	-22.5	12.5	3722222
2009	12	-27.5	12.5	1861111
2009	12	-22.5	12.5	3722222
2010	1	-27.5	12.5	1861111
2010	1	-22.5	12.5	3722222
2010	2	-27.5	12.5	1861111
2010	2	-22.5	12.5	3722222
2010	3	-27.5	12.5	1861111
2010	3	-22.5	12.5	3722222
2010	4	-27.5	12.5	1861111
2010	4	-22.5	12.5	3722222
2010	5	-27.5	12.5	1861111
2010	5	-22.5	12.5	3722222
2010	6	-27.5	12.5	1861111
2010	6	-22.5	12.5	3722222
2010	7	-27.5	12.5	1861111
2010	7	-22.5	12.5	3722222
2010	8	-27.5	12.5	1861111
2010	8	-22.5	12.5	3722222
2010	9	-27.5	12.5	1861111
2010	9	-22.5	12.5	3722222
2010	10	-27.5	12.5	1861111
2010	10	-22.5	12.5	3722222
2010	11	-27.5	12.5	1861111
2010	11	-22.5	12.5	3722222
2010	12	-27.5	12.5	1861111
2010	12	-22.5	12.5	3722222
2011	1	-27.5	12.5	1861111
2011	1	-22.5	12.5	3722222
2011	2	-27.5	12.5	1861111
2011	2	-22.5	12.5	3722222
2011	3	-27.5	12.5	1861111
2011	3	-22.5	12.5	3722222
2011	4	-27.5	12.5	1861111
2011	4	-22.5	12.5	3722222
2011	5	-27.5	12.5	1861111
2011	5	-22.5	12.5	3722222
2011	6	-27.5	12.5	1861111
2011	6	-22.5	12.5	3722222
2011	7	-27.5	12.5	1861111
2011	7	-22.5	12.5	3722222
2011	8	-27.5	12.5	1861111
2011	8	-22.5	12.5	3722222
2011	9	-27.5	12.5	1861111
2011	9	-22.5	12.5	3722222
2011	10	-27.5	12.5	1861111
2011	10	-22.5	12.5	3722222
2011	11	-27.5	12.5	1861111
2011	11	-22.5	12.5	3722222
2011	12	-27.5	12.5	1861111
2011	12	-22.5	12.5	3722222
