YearC,Lat,Lon,Eff1Type,SumOfEff1
2012,37,16,NO.HOOKS,1500
2012,37,18,NO.HOOKS,6600
2012,37,19,NO.HOOKS,18250
2012,38,15,NO.HOOKS,1500
2012,38,16,NO.HOOKS,1500
2012,38,18,NO.HOOKS,2600
2012,38,19,NO.HOOKS,8650
2012,39,19,NO.HOOKS,1000
2012,40,0,NO.HOOKS,246551
2012,40,5,NO.HOOKS,632962
2012,40,10,NO.HOOKS,316072
2012,40,15,NO.HOOKS,153571
2012,45,0,NO.HOOKS,18260
2012,45,10,NO.HOOKS,6400
2012,45,15,NO.HOOKS,9600
2013,0,0,NO.HOOKS,1678948
2013,0,5,NO.HOOKS,11730
2013,5,0,NO.HOOKS,1131740
2013,5,5,NO.HOOKS,1895221
2013,5,10,NO.HOOKS,1316320
2013,10,0,NO.HOOKS,2013055
2013,10,5,NO.HOOKS,1567819
2013,10,10,NO.HOOKS,1185600
2013,15,0,NO.HOOKS,1458086
2013,15,5,NO.HOOKS,4491642
2013,15,10,NO.HOOKS,883160
2013,16,6,NO.HOOKS,3360
2013,16,7,NO.HOOKS,10080
2013,17,4,NO.HOOKS,3360
2013,17,5,NO.HOOKS,6720
2013,17,6,NO.HOOKS,3360
2013,17,7,NO.HOOKS,10080
2013,18,2,NO.HOOKS,3360
2013,18,3,NO.HOOKS,3360
2013,18,4,NO.HOOKS,6720
2013,19,1,NO.HOOKS,10080
2013,20,0,NO.HOOKS,5386873
2013,20,1,NO.HOOKS,6720
2013,20,5,NO.HOOKS,1990639
2013,20,10,NO.HOOKS,796876
2013,21,1,NO.HOOKS,10080
2013,21,4,NO.HOOKS,3237
2013,21,5,NO.HOOKS,6656
2013,22,1,NO.HOOKS,10080
2013,22,5,NO.HOOKS,9906
2013,22,6,NO.HOOKS,13234
2013,23,1,NO.HOOKS,10080
2013,24,1,NO.HOOKS,6720
2013,25,0,NO.HOOKS,1877969
2013,25,1,NO.HOOKS,6720
2013,25,4,NO.HOOKS,10010
2013,25,5,NO.HOOKS,2251802
2013,25,10,NO.HOOKS,815082
2013,26,0,NO.HOOKS,3360
2013,26,1,NO.HOOKS,6720
2013,26,4,NO.HOOKS,3328
2013,26,9,NO.HOOKS,3996
2013,26,10,NO.HOOKS,27621
2013,26,11,NO.HOOKS,1100
2013,27,1,NO.HOOKS,3360
2013,27,7,NO.HOOKS,12048
2013,27,8,NO.HOOKS,3000
2013,27,9,NO.HOOKS,3060
2013,27,10,NO.HOOKS,15350
2013,28,7,NO.HOOKS,2780
2013,28,8,NO.HOOKS,6000
2013,28,9,NO.HOOKS,5907
2013,28,10,NO.HOOKS,2350
2013,29,7,NO.HOOKS,1390
2013,29,8,NO.HOOKS,8890
2013,29,9,NO.HOOKS,19642
2013,29,10,NO.HOOKS,19421
2013,29,11,NO.HOOKS,25070
2013,30,0,NO.HOOKS,1247658
2013,30,5,NO.HOOKS,483324
2013,30,10,NO.HOOKS,545687
2013,30,11,NO.HOOKS,8337
2013,30,12,NO.HOOKS,16134
2013,30,13,NO.HOOKS,29399
2013,30,14,NO.HOOKS,90220
2013,30,15,NO.HOOKS,8540
2013,31,10,NO.HOOKS,1420
2013,31,11,NO.HOOKS,13560
2013,31,12,NO.HOOKS,10700
2013,31,13,NO.HOOKS,17750
2013,31,14,NO.HOOKS,3900
2013,31,15,NO.HOOKS,14917
2013,32,9,NO.HOOKS,1390
2013,32,10,NO.HOOKS,2808
2013,32,11,NO.HOOKS,4804
2013,32,12,NO.HOOKS,18254
2013,32,13,NO.HOOKS,32508
2013,32,14,NO.HOOKS,18040
2013,32,15,NO.HOOKS,22820
2013,32,16,NO.HOOKS,3820
2013,33,9,NO.HOOKS,1404
2013,33,10,NO.HOOKS,2808
2013,33,12,NO.HOOKS,3200
2013,33,13,NO.HOOKS,3400
2013,33,14,NO.HOOKS,1420
2013,33,15,NO.HOOKS,4420
2013,33,16,NO.HOOKS,5800
2013,33,17,NO.HOOKS,3500
2013,34,10,NO.HOOKS,2814
2013,34,12,NO.HOOKS,1407
2013,34,13,NO.HOOKS,4000
2013,34,14,NO.HOOKS,3000
2013,34,15,NO.HOOKS,2500
2013,34,16,NO.HOOKS,14700
2013,34,17,NO.HOOKS,41300
2013,34,18,NO.HOOKS,37750
2013,35,0,NO.HOOKS,1109640
2013,35,5,NO.HOOKS,1589269
2013,35,10,NO.HOOKS,1647659
2013,35,12,NO.HOOKS,1407
2013,35,15,NO.HOOKS,144918
2013,35,16,NO.HOOKS,8850
2013,35,17,NO.HOOKS,10900
2013,35,18,NO.HOOKS,41576
2013,35,19,NO.HOOKS,58950
2013,36,15,NO.HOOKS,1500
2013,36,16,NO.HOOKS,4250
2013,36,17,NO.HOOKS,2450
2013,36,18,NO.HOOKS,7500
2013,36,19,NO.HOOKS,38150
2013,37,18,NO.HOOKS,1250
2013,40,0,NO.HOOKS,769534
2013,40,5,NO.HOOKS,559543
2013,40,10,NO.HOOKS,258979
2014,0,0,NO.HOOKS,675916
2014,5,0,NO.HOOKS,1431188
2014,5,5,NO.HOOKS,1679546
2014,5,10,NO.HOOKS,2109177
2014,6,10,NO.HOOKS,17660
2014,6,11,NO.HOOKS,85215
2014,7,9,NO.HOOKS,6890
2014,7,10,NO.HOOKS,10239
2014,7,11,NO.HOOKS,71022
2014,7,12,NO.HOOKS,12990
2014,8,10,NO.HOOKS,13500
2014,8,11,NO.HOOKS,83660
2014,8,12,NO.HOOKS,84155
2014,9,10,NO.HOOKS,13560
2014,9,11,NO.HOOKS,51191
2014,9,12,NO.HOOKS,37705
2014,10,0,NO.HOOKS,1658164
2014,10,5,NO.HOOKS,1446351
2014,10,9,NO.HOOKS,3360
2014,10,10,NO.HOOKS,1175442
2014,10,11,NO.HOOKS,46890
2014,10,12,NO.HOOKS,79545
2014,10,13,NO.HOOKS,6828
2014,11,10,NO.HOOKS,36601
2014,11,11,NO.HOOKS,26921
2014,11,12,NO.HOOKS,111907
2014,11,13,NO.HOOKS,35498
2014,12,9,NO.HOOKS,16495
2014,12,10,NO.HOOKS,18624
2014,12,11,NO.HOOKS,56064
2014,12,12,NO.HOOKS,104565
2014,12,13,NO.HOOKS,3576
2014,13,9,NO.HOOKS,6480
2014,13,10,NO.HOOKS,19834
2014,13,11,NO.HOOKS,46994
2014,13,12,NO.HOOKS,41386
2014,14,8,NO.HOOKS,3300
2014,14,9,NO.HOOKS,9630
2014,14,10,NO.HOOKS,68350
2014,14,11,NO.HOOKS,87710
2014,14,12,NO.HOOKS,3180
2014,15,0,NO.HOOKS,1397011
2014,15,5,NO.HOOKS,5513616
2014,15,8,NO.HOOKS,39570
2014,15,9,NO.HOOKS,41482
2014,15,10,NO.HOOKS,834193
2014,15,11,NO.HOOKS,112191
2014,16,7,NO.HOOKS,3300
2014,16,8,NO.HOOKS,41324
2014,16,9,NO.HOOKS,94410
2014,16,10,NO.HOOKS,151964
2014,16,11,NO.HOOKS,53340
2014,17,5,NO.HOOKS,3458
2014,17,6,NO.HOOKS,10532
2014,17,7,NO.HOOKS,38285
2014,17,8,NO.HOOKS,17240
2014,17,9,NO.HOOKS,13830
2014,17,10,NO.HOOKS,16730
2014,17,11,NO.HOOKS,6500
2014,18,8,NO.HOOKS,3250
2014,19,6,NO.HOOKS,36560
2014,19,7,NO.HOOKS,3250
2014,20,0,NO.HOOKS,3047122
2014,20,5,NO.HOOKS,1577155
2014,20,10,NO.HOOKS,977535
2014,25,0,NO.HOOKS,1838987
2014,25,5,NO.HOOKS,966014
2014,25,10,NO.HOOKS,858806
2014,27,7,NO.HOOKS,1710
2014,27,8,NO.HOOKS,3270
2014,27,10,NO.HOOKS,3300
2014,28,7,NO.HOOKS,1560
2014,28,9,NO.HOOKS,3120
2014,28,11,NO.HOOKS,2660
2014,29,8,NO.HOOKS,1560
2014,29,9,NO.HOOKS,1710
2014,29,11,NO.HOOKS,7644
2014,29,12,NO.HOOKS,1560
2014,29,14,NO.HOOKS,4868
2014,30,0,NO.HOOKS,188979
2014,30,5,NO.HOOKS,346812
2014,30,8,NO.HOOKS,7800
2014,30,9,NO.HOOKS,1560
2014,30,10,NO.HOOKS,993125
2014,30,11,NO.HOOKS,4368
2014,30,12,NO.HOOKS,8080
2014,30,13,NO.HOOKS,13942
2014,30,14,NO.HOOKS,139198
2014,30,15,NO.HOOKS,238978
2014,31,11,NO.HOOKS,1710
2014,31,13,NO.HOOKS,4650
2014,31,14,NO.HOOKS,26510
2014,31,15,NO.HOOKS,28278
2014,32,13,NO.HOOKS,1200
2014,32,14,NO.HOOKS,13452
2014,32,15,NO.HOOKS,22000
2014,32,16,NO.HOOKS,3100
2014,33,14,NO.HOOKS,5600
2014,33,15,NO.HOOKS,25704
2014,33,16,NO.HOOKS,38914
2014,33,17,NO.HOOKS,14320
2014,34,14,NO.HOOKS,2850
2014,34,15,NO.HOOKS,1500
2014,34,16,NO.HOOKS,19904
2014,34,17,NO.HOOKS,83378
2014,34,18,NO.HOOKS,137200
2014,35,0,NO.HOOKS,131000
2014,35,5,NO.HOOKS,661891
2014,35,10,NO.HOOKS,2007212
2014,35,14,NO.HOOKS,1750
2014,35,15,NO.HOOKS,285143
2014,35,16,NO.HOOKS,11750
2014,35,17,NO.HOOKS,38850
2014,35,18,NO.HOOKS,270186
2014,35,19,NO.HOOKS,125704
2014,36,16,NO.HOOKS,1200
2014,36,17,NO.HOOKS,1500
2014,36,18,NO.HOOKS,7304
2014,36,19,NO.HOOKS,60962
2014,37,18,NO.HOOKS,1100
2014,37,19,NO.HOOKS,2750
2014,39,18,NO.HOOKS,1000
2014,40,0,NO.HOOKS,785360
2014,40,5,NO.HOOKS,268927
2014,40,10,NO.HOOKS,465828
2014,40,15,NO.HOOKS,15400
2014,45,0,NO.HOOKS,9280
2015,0,0,NO.HOOKS,719192
2015,0,5,NO.HOOKS,4410
2015,0,11,NO.HOOKS,3360
2015,0,12,NO.HOOKS,13440
2015,5,0,NO.HOOKS,1368414
2015,5,5,NO.HOOKS,755199
2015,5,10,NO.HOOKS,846092
2015,6,11,NO.HOOKS,26279
2015,7,11,NO.HOOKS,78804
2015,8,1,NO.HOOKS,3289
2015,8,11,NO.HOOKS,62721
2015,8,12,NO.HOOKS,378111
2015,9,10,NO.HOOKS,3380
2015,9,11,NO.HOOKS,90058
2015,9,12,NO.HOOKS,135255
2015,10,0,NO.HOOKS,2788298
2015,10,5,NO.HOOKS,1194496
2015,10,8,NO.HOOKS,6660
2015,10,10,NO.HOOKS,685820
2015,10,11,NO.HOOKS,36525
2015,10,12,NO.HOOKS,85368
2015,10,13,NO.HOOKS,7500
2015,11,9,NO.HOOKS,5980
2015,11,10,NO.HOOKS,50660
2015,11,11,NO.HOOKS,84243
2015,11,12,NO.HOOKS,41700
2015,11,13,NO.HOOKS,65880
2015,12,9,NO.HOOKS,3360
2015,12,11,NO.HOOKS,11191
2015,12,12,NO.HOOKS,140779
2015,12,13,NO.HOOKS,7291
2015,13,9,NO.HOOKS,3250
2015,13,11,NO.HOOKS,9900
2015,13,12,NO.HOOKS,4030
2015,14,10,NO.HOOKS,3300
2015,14,11,NO.HOOKS,16555
2015,15,0,NO.HOOKS,2422367
2015,15,5,NO.HOOKS,3776298
2015,15,9,NO.HOOKS,23160
2015,15,10,NO.HOOKS,1396566
2015,15,11,NO.HOOKS,3600
2015,16,8,NO.HOOKS,52717
2015,16,9,NO.HOOKS,143107
2015,16,10,NO.HOOKS,79245
2015,16,11,NO.HOOKS,11535
2015,17,8,NO.HOOKS,36659
2015,17,9,NO.HOOKS,16203
2015,17,10,NO.HOOKS,114250
2015,17,11,NO.HOOKS,4110
2015,20,0,NO.HOOKS,4068884
2015,20,5,NO.HOOKS,1438274
2015,20,10,NO.HOOKS,1109441
2015,25,0,NO.HOOKS,964258
2015,25,5,NO.HOOKS,688938
2015,25,10,NO.HOOKS,748911
2015,26,6,NO.HOOKS,1200
2015,26,7,NO.HOOKS,1200
2015,26,8,NO.HOOKS,1200
2015,26,9,NO.HOOKS,5596
2015,26,10,NO.HOOKS,2796
2015,27,9,NO.HOOKS,7146
2015,27,11,NO.HOOKS,6990
2015,29,10,NO.HOOKS,2600
2015,29,11,NO.HOOKS,5200
2015,29,12,NO.HOOKS,1300
2015,30,0,NO.HOOKS,243076
2015,30,5,NO.HOOKS,153701
2015,30,10,NO.HOOKS,1232144
2015,30,11,NO.HOOKS,7516
2015,30,12,NO.HOOKS,10408
2015,30,13,NO.HOOKS,13685
2015,30,14,NO.HOOKS,55818
2015,30,15,NO.HOOKS,9100
2015,31,8,NO.HOOKS,13800
2015,31,11,NO.HOOKS,6408
2015,31,12,NO.HOOKS,6900
2015,31,13,NO.HOOKS,16500
2015,31,14,NO.HOOKS,19805
2015,31,15,NO.HOOKS,15850
2015,32,11,NO.HOOKS,10260
2015,32,12,NO.HOOKS,6850
2015,32,13,NO.HOOKS,9900
2015,32,14,NO.HOOKS,42120
2015,32,15,NO.HOOKS,23580
2015,32,16,NO.HOOKS,1300
2015,33,12,NO.HOOKS,2500
2015,33,13,NO.HOOKS,4950
2015,33,14,NO.HOOKS,17700
2015,33,15,NO.HOOKS,15975
2015,33,16,NO.HOOKS,51430
2015,33,17,NO.HOOKS,14880
2015,34,7,NO.HOOKS,1000
2015,34,8,NO.HOOKS,1000
2015,34,14,NO.HOOKS,2400
2015,34,15,NO.HOOKS,3600
2015,34,16,NO.HOOKS,10440
2015,34,17,NO.HOOKS,45524
2015,34,18,NO.HOOKS,111460
2015,35,0,NO.HOOKS,91250
2015,35,5,NO.HOOKS,208777
2015,35,10,NO.HOOKS,1040578
2015,35,15,NO.HOOKS,82205
2015,35,16,NO.HOOKS,3800
2015,35,17,NO.HOOKS,11573
2015,35,18,NO.HOOKS,184433
2015,35,19,NO.HOOKS,212419
2015,36,16,NO.HOOKS,1550
2015,36,18,NO.HOOKS,27450
2015,36,19,NO.HOOKS,151915
2015,37,18,NO.HOOKS,3800
2015,37,19,NO.HOOKS,6350
2015,40,0,NO.HOOKS,552201
2015,40,5,NO.HOOKS,88370
2015,40,10,NO.HOOKS,61220
2015,40,15,NO.HOOKS,16830
2016,0,0,NO.HOOKS,992771
2016,0,5,NO.HOOKS,182144
2016,5,0,NO.HOOKS,1544549
2016,5,5,NO.HOOKS,2537665
2016,5,10,NO.HOOKS,23430
2016,9,10,NO.HOOKS,10140
2016,10,0,NO.HOOKS,1670746
2016,10,5,NO.HOOKS,1702920
2016,10,10,NO.HOOKS,63243
2016,10,11,NO.HOOKS,3380
2016,11,9,NO.HOOKS,6760
2016,11,10,NO.HOOKS,16900
2016,15,0,NO.HOOKS,1263294
2016,15,5,NO.HOOKS,2329376
2016,15,10,NO.HOOKS,612373
2016,20,0,NO.HOOKS,1395155
2016,20,5,NO.HOOKS,1471084
2016,20,10,NO.HOOKS,940494
2016,25,0,NO.HOOKS,650994
2016,25,5,NO.HOOKS,1085223
2016,25,10,NO.HOOKS,591113
2016,25,15,NO.HOOKS,36000
2016,26,4,NO.HOOKS,1400
2016,26,6,NO.HOOKS,1300
2016,27,10,NO.HOOKS,1550
2016,27,11,NO.HOOKS,1550
2016,28,4,NO.HOOKS,1400
2016,28,10,NO.HOOKS,4260
2016,28,11,NO.HOOKS,8560
2016,29,9,NO.HOOKS,5310
2016,29,10,NO.HOOKS,1250
2016,29,11,NO.HOOKS,2810
2016,29,12,NO.HOOKS,5310
2016,30,0,NO.HOOKS,1394438
2016,30,5,NO.HOOKS,539092
2016,30,10,NO.HOOKS,99759
2016,30,12,NO.HOOKS,10850
2016,30,13,NO.HOOKS,6710
2016,30,14,NO.HOOKS,124715
2016,30,15,NO.HOOKS,15940
2016,31,8,NO.HOOKS,6100
2016,31,12,NO.HOOKS,15010
2016,31,13,NO.HOOKS,9960
2016,31,14,NO.HOOKS,21200
2016,31,15,NO.HOOKS,19250
2016,32,11,NO.HOOKS,1200
2016,32,12,NO.HOOKS,4800
2016,32,13,NO.HOOKS,1600
2016,32,14,NO.HOOKS,12970
2016,32,15,NO.HOOKS,14700
2016,32,16,NO.HOOKS,7560
2016,32,19,NO.HOOKS,1500
2016,33,13,NO.HOOKS,1200
2016,33,14,NO.HOOKS,11270
2016,33,15,NO.HOOKS,25575
2016,33,16,NO.HOOKS,12990
2016,33,17,NO.HOOKS,6700
2016,34,13,NO.HOOKS,1300
2016,34,14,NO.HOOKS,9200
2016,34,15,NO.HOOKS,29480
2016,34,16,NO.HOOKS,13514
2016,34,17,NO.HOOKS,51597
2016,34,18,NO.HOOKS,79366
2016,35,0,NO.HOOKS,676200
2016,35,5,NO.HOOKS,464850
2016,35,10,NO.HOOKS,340062
2016,35,14,NO.HOOKS,1200
2016,35,15,NO.HOOKS,36782
2016,35,17,NO.HOOKS,3900
2016,35,18,NO.HOOKS,113467
2016,35,19,NO.HOOKS,146220
2016,36,15,NO.HOOKS,1200
2016,36,18,NO.HOOKS,2850
2016,36,19,NO.HOOKS,115740
2016,37,18,NO.HOOKS,1500
2016,37,19,NO.HOOKS,6410
2016,40,0,NO.HOOKS,1600690
2016,40,5,NO.HOOKS,711237
2016,40,10,NO.HOOKS,499988
2016,40,15,NO.HOOKS,89115
2017,0,0,NO.HOOKS,2066643
2017,0,5,NO.HOOKS,261586
2017,5,0,NO.HOOKS,2732344
2017,5,5,NO.HOOKS,1396444
2017,5,10,NO.HOOKS,30400
2017,6,10,NO.HOOKS,2000
2017,6,11,NO.HOOKS,3000
2017,7,10,NO.HOOKS,1000
2017,7,11,NO.HOOKS,6000
2017,8,11,NO.HOOKS,3000
2017,8,12,NO.HOOKS,2000
2017,10,0,NO.HOOKS,849747
2017,10,5,NO.HOOKS,1009413
2017,10,10,NO.HOOKS,5910
2017,10,12,NO.HOOKS,1000
2017,11,12,NO.HOOKS,1000
2017,12,12,NO.HOOKS,3000
2017,12,13,NO.HOOKS,1000
2017,13,12,NO.HOOKS,7000
2017,14,11,NO.HOOKS,1000
2017,14,12,NO.HOOKS,9000
2017,15,0,NO.HOOKS,1053423
2017,15,5,NO.HOOKS,3653100
2017,15,10,NO.HOOKS,365615
2017,15,11,NO.HOOKS,9000
2017,16,11,NO.HOOKS,1000
2017,20,0,NO.HOOKS,1537621
2017,20,5,NO.HOOKS,3256002
2017,20,10,NO.HOOKS,1344498
2017,20,15,NO.HOOKS,30912
2017,20,20,NO.HOOKS,1208
2017,25,0,NO.HOOKS,958783
2017,25,5,NO.HOOKS,654931
2017,25,10,NO.HOOKS,890953
2017,25,15,NO.HOOKS,8249
2017,25,20,NO.HOOKS,3417
2017,26,12,NO.HOOKS,1600
2017,26,13,NO.HOOKS,1700
2017,28,7,NO.HOOKS,3550
2017,28,9,NO.HOOKS,1550
2017,28,10,NO.HOOKS,1500
2017,29,4,NO.HOOKS,3000
2017,29,10,NO.HOOKS,1350
2017,29,14,NO.HOOKS,2550
2017,30,0,NO.HOOKS,632971
2017,30,4,NO.HOOKS,6900
2017,30,5,NO.HOOKS,368660
2017,30,7,NO.HOOKS,1550
2017,30,10,NO.HOOKS,615847
2017,30,11,NO.HOOKS,1550
2017,30,12,NO.HOOKS,1350
2017,30,13,NO.HOOKS,15800
2017,30,14,NO.HOOKS,144250
2017,30,15,NO.HOOKS,9910
2017,31,7,NO.HOOKS,3000
2017,31,8,NO.HOOKS,50050
2017,31,9,NO.HOOKS,1350
2017,31,11,NO.HOOKS,4550
2017,31,13,NO.HOOKS,13200
2017,31,14,NO.HOOKS,42500
2017,31,15,NO.HOOKS,15650
2017,31,19,NO.HOOKS,1500
2017,32,11,NO.HOOKS,3000
2017,32,12,NO.HOOKS,5400
2017,32,14,NO.HOOKS,29690
2017,32,15,NO.HOOKS,12410
2017,32,16,NO.HOOKS,6220
2017,33,14,NO.HOOKS,3750
2017,33,15,NO.HOOKS,3700
2017,33,16,NO.HOOKS,17287
2017,33,17,NO.HOOKS,32295
2017,33,18,NO.HOOKS,125
2017,34,8,NO.HOOKS,1500
2017,34,15,NO.HOOKS,16950
2017,34,16,NO.HOOKS,13500
2017,34,17,NO.HOOKS,105823
2017,34,18,NO.HOOKS,63589
2017,34,19,NO.HOOKS,1200
2017,35,0,NO.HOOKS,172630
2017,35,5,NO.HOOKS,148430
2017,35,10,NO.HOOKS,80980
2017,35,15,NO.HOOKS,4940
2017,35,16,NO.HOOKS,3200
2017,35,17,NO.HOOKS,15142
2017,35,18,NO.HOOKS,161717
2017,35,19,NO.HOOKS,101193
2017,35,20,NO.HOOKS,63000
2017,36,17,NO.HOOKS,2400
2017,36,18,NO.HOOKS,12100
2017,36,19,NO.HOOKS,70056
2017,39,17,NO.HOOKS,1000
2017,40,0,NO.HOOKS,1378242
2017,40,5,NO.HOOKS,298303
2017,40,10,NO.HOOKS,233005
2017,45,5,NO.HOOKS,3421
2017,45,18,NO.HOOKS,1000
2017,53,16,NO.HOOKS,1000
