DAY,MONTH,YEAR,DATE,LatDeg,LatMin,LongDeg,LongMin,DURATION(HOURS),TIME_START,TIME_END
10,12,2009,10-Dec-09,21,2,12,47,4.25,10-Dec-09,10-Dec-09
10,12,2009,10-Dec-09,21,2,12,47,5.5,10-Dec-09,10-Dec-09
10,12,2009,10-Dec-09,21,2,12,47,4.5,10-Dec-09,11-Dec-09
10,12,2009,10-Dec-09,21,2,12,47,4.75,10-Dec-09,10-Dec-09
24,2,2009,24-Feb-09,29,54,14,33,4.75,24-Feb-09,24-Feb-09
24,2,2009,24-Feb-09,29,54,14,33,4.833333333,24-Feb-09,24-Feb-09
24,2,2009,24-Feb-09,29,54,14,33,4,24-Feb-09,24-Feb-09
25,2,2009,25-Feb-09,29,55,14,33,4.666666667,25-Feb-09,25-Feb-09
25,2,2009,25-Feb-09,29,55,14,33,4.25,25-Feb-09,25-Feb-09
25,2,2009,25-Feb-09,29,55,14,33,4,25-Feb-09,25-Feb-09
26,2,2009,26-Feb-09,29,33,14,37,5.083333333,26-Feb-09,26-Feb-09
1,3,2009,01-Mar-09,29,40,14,41,2.583333333,01-Mar-09,01-Mar-09
1,3,2009,01-Mar-09,29,40,14,41,4.083333333,01-Mar-09,01-Mar-09
1,3,2009,01-Mar-09,29,40,14,41,1.583333333,01-Mar-09,01-Mar-09
1,3,2009,01-Mar-09,29,40,14,41,2.75,01-Mar-09,01-Mar-09
2,3,2009,02-Mar-09,29,45,14,42,4.75,02-Mar-09,02-Mar-09
2,3,2009,02-Mar-09,29,45,14,42,4.166666667,02-Mar-09,02-Mar-09
2,3,2009,02-Mar-09,29,45,14,42,4.25,02-Mar-09,02-Mar-09
3,3,2009,03-Mar-09,29,35,14,38,4.5,03-Mar-09,03-Mar-09
3,3,2009,03-Mar-09,29,35,14,38,3.666666667,03-Mar-09,03-Mar-09
4,3,2009,04-Mar-09,29,43,14,40,3.333333333,04-Mar-09,04-Mar-09
4,3,2009,04-Mar-09,29,43,14,40,4.166666667,04-Mar-09,04-Mar-09
4,3,2009,04-Mar-09,29,43,14,40,4,04-Mar-09,04-Mar-09
5,3,2009,05-Mar-09,29,50,14,39,4.166666667,05-Mar-09,05-Mar-09
5,3,2009,05-Mar-09,29,50,14,39,4.5,05-Mar-09,05-Mar-09
5,3,2009,05-Mar-09,29,50,14,39,4.5,05-Mar-09,05-Mar-09
6,3,2009,06-Mar-09,29,49,14,38,4.166666667,06-Mar-09,06-Mar-09
6,3,2009,06-Mar-09,29,49,14,38,4,06-Mar-09,06-Mar-09
6,3,2009,06-Mar-09,29,49,14,38,4.583333333,06-Mar-09,06-Mar-09
7,3,2009,07-Mar-09,29,36,14,39,4.5,07-Mar-09,07-Mar-09
7,3,2009,07-Mar-09,29,36,14,39,4.083333333,07-Mar-09,07-Mar-09
8,3,2009,08-Mar-09,27,10,14,25,5.083333333,08-Mar-09,08-Mar-09
8,3,2009,08-Mar-09,27,10,14,25,2.333333333,08-Mar-09,08-Mar-09
8,3,2009,08-Mar-09,27,10,14,25,1.75,08-Mar-09,08-Mar-09
10,3,2009,10-Mar-09,27,12,14,24,3.916666667,10-Mar-09,10-Mar-09
10,3,2009,10-Mar-09,27,12,14,24,3.333333333,10-Mar-09,10-Mar-09
11,3,2009,11-Mar-09,26,25,13,45,3.75,11-Mar-09,11-Mar-09
11,3,2009,11-Mar-09,26,25,13,45,4,11-Mar-09,11-Mar-09
12,3,2009,12-Mar-09,25,16,13,37,5.9,12-Mar-09,12-Mar-09
12,3,2009,12-Mar-09,25,16,13,37,4,12-Mar-09,12-Mar-09
12,3,2009,12-Mar-09,25,16,13,37,4.5,12-Mar-09,12-Mar-09
12,3,2009,12-Mar-09,25,16,13,37,4.416666667,12-Mar-09,12-Mar-09
13,3,2009,13-Mar-09,25,18,13,37,4.25,13-Mar-09,13-Mar-09
13,3,2009,13-Mar-09,25,18,13,37,4.166666667,13-Mar-09,13-Mar-09
13,3,2009,13-Mar-09,25,18,13,37,6,13-Mar-09,13-Mar-09
13,3,2009,13-Mar-09,25,18,13,37,3.333333333,13-Mar-09,13-Mar-09
14,3,2009,14-Mar-09,26,26,13,59,2.666666667,14-Mar-09,14-Mar-09
14,3,2009,14-Mar-09,26,26,13,59,3,14-Mar-09,14-Mar-09
14,3,2009,14-Mar-09,26,26,13,59,4.25,14-Mar-09,14-Mar-09
15,3,2009,15-Mar-09,26,27,13,41,4.25,15-Mar-09,15-Mar-09
15,3,2009,15-Mar-09,26,27,13,41,2.5,15-Mar-09,15-Mar-09
15,3,2009,15-Mar-09,26,27,13,41,4.166666667,15-Mar-09,15-Mar-09
16,3,2009,16-Mar-09,26,28,13,41,4.333333333,16-Mar-09,16-Mar-09
16,3,2009,16-Mar-09,26,28,13,41,4.583333333,16-Mar-09,16-Mar-09
18,3,2009,18-Mar-09,27,20,14,19,4.25,18-Mar-09,18-Mar-09
18,3,2009,18-Mar-09,27,20,14,19,4.916666667,18-Mar-09,18-Mar-09
21,3,2009,21-Mar-09,27,22,14,22,3.583333333,21-Mar-09,21-Mar-09
21,3,2009,21-Mar-09,27,22,14,22,2.916666667,21-Mar-09,21-Mar-09
22,3,2009,22-Mar-09,29,25,14,33,4,22-Mar-09,22-Mar-09
22,3,2009,22-Mar-09,29,25,14,33,4.5,22-Mar-09,22-Mar-09
22,3,2009,22-Mar-09,29,25,14,33,4.25,22-Mar-09,22-Mar-09
23,3,2009,23-Mar-09,29,54,14,35,4,23-Mar-09,23-Mar-09
23,3,2009,23-Mar-09,29,54,14,35,1.75,23-Mar-09,23-Mar-09
23,3,2009,23-Mar-09,29,54,14,35,3.833333333,23-Mar-09,23-Mar-09
23,3,2009,23-Mar-09,29,54,14,35,4.25,23-Mar-09,24-Mar-09
24,3,2009,24-Mar-09,29,55,14,32,3.833333333,24-Mar-09,24-Mar-09
24,3,2009,24-Mar-09,29,55,14,32,5.983333333,24-Mar-09,24-Mar-09
24,3,2009,24-Mar-09,29,55,14,32,3.5,24-Mar-09,24-Mar-09
25,3,2009,25-Mar-09,29,55,14,32,4.5,25-Mar-09,25-Mar-09
25,3,2009,25-Mar-09,29,55,14,32,4.833333333,25-Mar-09,25-Mar-09
25,3,2009,25-Mar-09,29,55,14,32,4.416666667,25-Mar-09,25-Mar-09
26,3,2009,26-Mar-09,29,54,14,32,4.65,26-Mar-09,26-Mar-09
26,3,2009,26-Mar-09,29,54,14,32,4.166666667,26-Mar-09,26-Mar-09
26,3,2009,26-Mar-09,29,54,14,32,4,26-Mar-09,26-Mar-09
27,3,2009,27-Mar-09,29,34,14,38,4.9,27-Mar-09,27-Mar-09
27,3,2009,27-Mar-09,29,34,14,38,3.5,27-Mar-09,27-Mar-09
27,3,2009,27-Mar-09,29,34,14,38,4.833333333,27-Mar-09,27-Mar-09
28,3,2009,28-Mar-09,29,54,14,33,3.5,28-Mar-09,28-Mar-09
28,3,2009,28-Mar-09,29,54,14,33,4,28-Mar-09,28-Mar-09
1,4,2009,01-Apr-09,29,27,14,35,5.75,01-Apr-09,01-Apr-09
2,4,2009,02-Apr-09,29,54,14,34,3.75,02-Apr-09,02-Apr-09
2,4,2009,02-Apr-09,29,54,14,34,4,02-Apr-09,02-Apr-09
2,4,2009,02-Apr-09,29,54,14,34,4.733333333,02-Apr-09,02-Apr-09
3,4,2009,03-Apr-09,29,55,14,32,4,03-Apr-09,03-Apr-09
3,4,2009,03-Apr-09,29,55,14,32,4.583333333,03-Apr-09,03-Apr-09
3,4,2009,03-Apr-09,29,55,14,32,4.5,03-Apr-09,03-Apr-09
4,4,2009,04-Apr-09,29,55,14,32,5.566666667,04-Apr-09,04-Apr-09
4,4,2009,04-Apr-09,29,55,14,32,3.833333333,04-Apr-09,04-Apr-09
4,4,2009,04-Apr-09,29,55,14,32,4,04-Apr-09,04-Apr-09
5,4,2009,05-Apr-09,29,55,14,32,4.983333333,05-Apr-09,05-Apr-09
5,4,2009,05-Apr-09,29,55,14,32,4.833333333,05-Apr-09,05-Apr-09
5,4,2009,05-Apr-09,29,55,14,32,3.833333333,05-Apr-09,05-Apr-09
6,4,2009,06-Apr-09,29,49,14,33,4.75,06-Apr-09,06-Apr-09
9,4,2009,09-Apr-09,29,42,14,51,3.833333333,09-Apr-09,09-Apr-09
9,4,2009,09-Apr-09,29,42,14,51,4.333333333,09-Apr-09,09-Apr-09
9,4,2009,09-Apr-09,29,42,14,51,4.833333333,09-Apr-09,09-Apr-09
10,4,2009,10-Apr-09,29,40,14,54,4.583333333,10-Apr-09,10-Apr-09
10,4,2009,10-Apr-09,29,40,14,54,3.166666667,10-Apr-09,10-Apr-09
10,4,2009,10-Apr-09,29,40,14,54,3.833333333,10-Apr-09,10-Apr-09
11,4,2009,11-Apr-09,29,39,14,54,4.083333333,11-Apr-09,11-Apr-09
11,4,2009,11-Apr-09,29,39,14,54,4.333333333,11-Apr-09,11-Apr-09
11,4,2009,11-Apr-09,29,39,14,54,4.833333333,11-Apr-09,11-Apr-09
12,4,2009,12-Apr-09,29,54,14,34,3.416666667,12-Apr-09,12-Apr-09
12,4,2009,12-Apr-09,29,54,14,34,4.833333333,12-Apr-09,12-Apr-09
12,4,2009,12-Apr-09,29,54,14,34,3.583333333,12-Apr-09,12-Apr-09
13,4,2009,13-Apr-09,29,55,14,33,4.583333333,13-Apr-09,13-Apr-09
13,4,2009,13-Apr-09,29,55,14,33,5,13-Apr-09,13-Apr-09
13,4,2009,13-Apr-09,29,55,14,33,4.333333333,13-Apr-09,13-Apr-09
14,4,2009,14-Apr-09,29,40,14,55,5,14-Apr-09,14-Apr-09
14,4,2009,14-Apr-09,29,40,14,55,4.333333333,14-Apr-09,14-Apr-09
14,4,2009,14-Apr-09,29,40,14,55,4.816666667,14-Apr-09,14-Apr-09
15,4,2009,15-Apr-09,29,40,14,55,4.5,15-Apr-09,15-Apr-09
15,4,2009,15-Apr-09,29,40,14,55,4.833333333,15-Apr-09,15-Apr-09
15,4,2009,15-Apr-09,29,40,14,55,4.983333333,15-Apr-09,15-Apr-09
16,4,2009,16-Apr-09,29,41,14,54,5.166666667,16-Apr-09,16-Apr-09
18,4,2009,18-Apr-09,29,36,14,20,5.166666667,18-Apr-09,18-Apr-09
18,4,2009,18-Apr-09,29,36,14,20,5.166666667,18-Apr-09,19-Apr-09
19,4,2009,19-Apr-09,29,55,14,32,5.566666667,19-Apr-09,19-Apr-09
19,4,2009,19-Apr-09,29,55,14,32,4,19-Apr-09,19-Apr-09
19,4,2009,19-Apr-09,29,55,14,32,5.25,19-Apr-09,19-Apr-09
20,4,2009,20-Apr-09,29,40,14,51,3.5,20-Apr-09,20-Apr-09
20,4,2009,20-Apr-09,29,40,14,51,3.833333333,20-Apr-09,20-Apr-09
22,4,2009,22-Apr-09,24,1,13,20,4.583333333,22-Apr-09,22-Apr-09
22,4,2009,22-Apr-09,24,1,13,20,2.833333333,22-Apr-09,22-Apr-09
22,4,2009,22-Apr-09,24,1,13,20,6.583333333,22-Apr-09,22-Apr-09
23,4,2009,23-Apr-09,23,30,13,14,3.833333333,23-Apr-09,23-Apr-09
23,4,2009,23-Apr-09,23,30,13,14,3,23-Apr-09,23-Apr-09
23,4,2009,23-Apr-09,23,30,13,14,7.083333333,22-Apr-09,23-Apr-09
23,4,2009,23-Apr-09,23,30,13,14,6,23-Apr-09,23-Apr-09
23,2,2009,23-Feb-09,25,51,13,40,4.916666667,23-Feb-09,23-Feb-09
23,2,2009,23-Feb-09,25,51,13,40,4.083333333,23-Feb-09,23-Feb-09
23,2,2009,23-Feb-09,25,51,13,40,4.166666667,23-Feb-09,23-Feb-09
24,2,2009,24-Feb-09,25,54,13,40,5,24-Feb-09,24-Feb-09
24,2,2009,24-Feb-09,25,54,13,40,4.5,24-Feb-09,24-Feb-09
25,2,2009,25-Feb-09,25,53,13,41,5.583333333,25-Feb-09,25-Feb-09
25,2,2009,25-Feb-09,25,53,13,41,3.75,25-Feb-09,25-Feb-09
25,2,2009,25-Feb-09,25,53,13,41,6.916666667,24-Feb-09,25-Feb-09
25,2,2009,25-Feb-09,25,53,13,41,4,25-Feb-09,25-Feb-09
26,2,2009,26-Feb-09,25,14,13,37,5.916666667,26-Feb-09,26-Feb-09
26,2,2009,26-Feb-09,25,14,13,37,3.5,26-Feb-09,26-Feb-09
26,2,2009,26-Feb-09,25,14,13,37,4.583333333,26-Feb-09,26-Feb-09
28,2,2009,28-Feb-09,25,13,13,37,4.416666667,28-Feb-09,28-Feb-09
28,2,2009,28-Feb-09,25,13,13,37,4.166666667,28-Feb-09,28-Feb-09
28,2,2009,28-Feb-09,25,13,13,37,4.583333333,28-Feb-09,28-Feb-09
1,3,2009,01-Mar-09,24,57,13,38,5.833333333,01-Mar-09,01-Mar-09
1,3,2009,01-Mar-09,24,57,13,38,4,01-Mar-09,01-Mar-09
1,3,2009,01-Mar-09,24,57,13,38,3.75,01-Mar-09,01-Mar-09
1,3,2009,01-Mar-09,24,57,13,38,4,01-Mar-09,01-Mar-09
2,3,2009,02-Mar-09,25,38,13,38,5.983333333,02-Mar-09,02-Mar-09
2,3,2009,02-Mar-09,25,38,13,38,4.583333333,02-Mar-09,02-Mar-09
2,3,2009,02-Mar-09,25,38,13,38,3.666666667,02-Mar-09,02-Mar-09
2,3,2009,02-Mar-09,25,38,13,38,4.75,02-Mar-09,02-Mar-09
3,3,2009,03-Mar-09,25,45,13,40,5.9,03-Mar-09,03-Mar-09
3,3,2009,03-Mar-09,25,45,13,40,3.333333333,03-Mar-09,03-Mar-09
3,3,2009,03-Mar-09,25,45,13,40,2.833333333,03-Mar-09,03-Mar-09
3,3,2009,03-Mar-09,25,45,13,40,5.5,03-Mar-09,03-Mar-09
4,3,2009,04-Mar-09,25,57,13,42,1,04-Mar-09,04-Mar-09
4,3,2009,04-Mar-09,25,57,13,42,1.5,04-Mar-09,04-Mar-09
4,3,2009,04-Mar-09,25,57,13,42,5.066666667,04-Mar-09,04-Mar-09
4,3,2009,04-Mar-09,25,57,13,42,1.833333333,04-Mar-09,04-Mar-09
5,3,2009,05-Mar-09,25,43,13,39,4,05-Mar-09,05-Mar-09
7,3,2009,07-Mar-09,26,10,13,45,3.083333333,07-Mar-09,07-Mar-09
7,3,2009,07-Mar-09,26,10,13,45,5.25,07-Mar-09,07-Mar-09
7,3,2009,07-Mar-09,26,10,13,45,5.5,07-Mar-09,07-Mar-09
8,3,2009,08-Mar-09,26,8,13,40,5.9,08-Mar-09,08-Mar-09
8,3,2009,08-Mar-09,26,8,13,40,5.5,08-Mar-09,08-Mar-09
8,3,2009,08-Mar-09,26,8,13,40,0.833333333,08-Mar-09,08-Mar-09
8,3,2009,08-Mar-09,26,8,13,40,4.416666667,08-Mar-09,08-Mar-09
9,3,2009,09-Mar-09,24,29,13,27,4,09-Mar-09,09-Mar-09
9,3,2009,09-Mar-09,24,29,13,27,4.166666667,09-Mar-09,09-Mar-09
13,3,2009,13-Mar-09,24,57,13,36,0.333333333,13-Mar-09,13-Mar-09
13,3,2009,13-Mar-09,24,57,13,36,4.75,13-Mar-09,13-Mar-09
13,3,2009,13-Mar-09,24,57,13,36,3.75,13-Mar-09,13-Mar-09
13,3,2009,13-Mar-09,24,57,13,36,3.916666667,13-Mar-09,13-Mar-09
14,3,2009,14-Mar-09,25,51,13,41,4.166666667,14-Mar-09,14-Mar-09
14,3,2009,14-Mar-09,25,51,13,41,5.9,14-Mar-09,14-Mar-09
14,3,2009,14-Mar-09,25,51,13,41,3.166666667,14-Mar-09,14-Mar-09
14,3,2009,14-Mar-09,25,51,13,41,4.083333333,14-Mar-09,14-Mar-09
15,3,2009,15-Mar-09,25,52,13,42,4,15-Mar-09,15-Mar-09
15,3,2009,15-Mar-09,25,52,13,42,3.583333333,15-Mar-09,15-Mar-09
15,3,2009,15-Mar-09,25,52,13,42,5.75,15-Mar-09,15-Mar-09
15,3,2009,15-Mar-09,25,52,13,42,4,15-Mar-09,15-Mar-09
16,3,2009,16-Mar-09,25,53,13,44,1.65,16-Mar-09,16-Mar-09
16,3,2009,16-Mar-09,25,53,13,44,4.416666667,16-Mar-09,16-Mar-09
16,3,2009,16-Mar-09,25,53,13,44,3.25,16-Mar-09,16-Mar-09
19,3,2009,19-Mar-09,25,57,13,42,5.083333333,19-Mar-09,19-Mar-09
19,3,2009,19-Mar-09,25,57,13,42,4,19-Mar-09,19-Mar-09
19,3,2009,19-Mar-09,25,57,13,42,4.416666667,19-Mar-09,19-Mar-09
20,3,2009,20-Mar-09,27,0,14,1,4,20-Mar-09,20-Mar-09
20,3,2009,20-Mar-09,27,0,14,1,4.333333333,20-Mar-09,20-Mar-09
20,3,2009,20-Mar-09,27,0,14,1,5.916666667,20-Mar-09,20-Mar-09
20,3,2009,20-Mar-09,27,0,14,1,3.833333333,20-Mar-09,20-Mar-09
21,3,2009,21-Mar-09,24,17,13,17,3.666666667,21-Mar-09,21-Mar-09
21,3,2009,21-Mar-09,24,17,13,17,4.25,21-Mar-09,21-Mar-09
22,3,2009,22-Mar-09,24,15,13,17,6.75,21-Mar-09,22-Mar-09
22,3,2009,22-Mar-09,24,15,13,17,2.75,22-Mar-09,22-Mar-09
22,3,2009,22-Mar-09,24,15,13,17,5.166666667,22-Mar-09,22-Mar-09
22,3,2009,22-Mar-09,24,15,13,17,2.666666667,22-Mar-09,22-Mar-09
23,3,2009,23-Mar-09,24,44,13,33,5.816666667,23-Mar-09,23-Mar-09
23,3,2009,23-Mar-09,24,44,13,33,3.75,23-Mar-09,23-Mar-09
23,3,2009,23-Mar-09,24,44,13,33,4.416666667,23-Mar-09,23-Mar-09
23,3,2009,23-Mar-09,24,44,13,33,4.75,23-Mar-09,23-Mar-09
24,3,2009,24-Mar-09,26,35,14,17,3.833333333,24-Mar-09,24-Mar-09
24,3,2009,24-Mar-09,26,35,14,17,3.75,24-Mar-09,24-Mar-09
24,3,2009,24-Mar-09,26,35,14,17,5.166666667,24-Mar-09,24-Mar-09
25,3,2009,25-Mar-09,26,52,14,29,4.5,25-Mar-09,25-Mar-09
25,3,2009,25-Mar-09,26,52,14,29,6.3,24-Mar-09,25-Mar-09
25,3,2009,25-Mar-09,26,52,14,29,4,25-Mar-09,25-Mar-09
25,3,2009,25-Mar-09,26,52,14,29,3.833333333,25-Mar-09,25-Mar-09
26,3,2009,26-Mar-09,27,2,14,22,4.083333333,26-Mar-09,26-Mar-09
26,3,2009,26-Mar-09,27,2,14,22,3.916666667,26-Mar-09,26-Mar-09
26,3,2009,26-Mar-09,27,2,14,22,5.983333333,26-Mar-09,26-Mar-09
26,3,2009,26-Mar-09,27,2,14,22,4.666666667,26-Mar-09,26-Mar-09
28,3,2009,28-Mar-09,26,7,13,46,0.666666667,28-Mar-09,28-Mar-09
28,3,2009,28-Mar-09,26,7,13,46,2.166666667,28-Mar-09,28-Mar-09
28,3,2009,28-Mar-09,26,7,13,46,3,28-Mar-09,28-Mar-09
28,3,2009,28-Mar-09,26,7,13,46,1.75,28-Mar-09,28-Mar-09
29,3,2009,29-Mar-09,28,56,14,21,7.333333333,29-Mar-09,29-Mar-09
30,3,2009,30-Mar-09,29,51,14,39,3.083333333,30-Mar-09,30-Mar-09
30,3,2009,30-Mar-09,29,51,14,39,2,30-Mar-09,30-Mar-09
30,3,2009,30-Mar-09,29,51,14,39,5,30-Mar-09,30-Mar-09
31,3,2009,31-Mar-09,29,52,14,37,6.666666667,31-Mar-09,31-Mar-09
31,3,2009,31-Mar-09,29,52,14,37,3,31-Mar-09,31-Mar-09
31,3,2009,31-Mar-09,29,52,14,37,2.5,31-Mar-09,31-Mar-09
1,4,2009,01-Apr-09,29,52,14,37,5.083333333,01-Apr-09,01-Apr-09
1,4,2009,01-Apr-09,29,52,14,37,3.666666667,01-Apr-09,01-Apr-09
1,4,2009,01-Apr-09,29,52,14,37,4.75,01-Apr-09,01-Apr-09
2,4,2009,02-Apr-09,29,44,14,34,3.666666667,02-Apr-09,02-Apr-09
2,4,2009,02-Apr-09,29,44,14,34,5,02-Apr-09,02-Apr-09
6,4,2009,06-Apr-09,29,30,14,38,3.583333333,06-Apr-09,06-Apr-09
6,4,2009,06-Apr-09,29,30,14,38,5.583333333,06-Apr-09,06-Apr-09
6,4,2009,06-Apr-09,29,30,14,38,2.666666667,06-Apr-09,06-Apr-09
7,4,2009,07-Apr-09,27,45,14,44,2,07-Apr-09,07-Apr-09
7,4,2009,07-Apr-09,27,45,14,44,5.416666667,07-Apr-09,07-Apr-09
7,4,2009,07-Apr-09,27,45,14,44,4.166666667,07-Apr-09,07-Apr-09
8,4,2009,08-Apr-09,27,35,14,44,4.083333333,08-Apr-09,08-Apr-09
8,4,2009,08-Apr-09,27,35,14,44,4,08-Apr-09,08-Apr-09
9,4,2009,09-Apr-09,29,44,14,48,4.333333333,09-Apr-09,09-Apr-09
9,4,2009,09-Apr-09,29,44,14,48,4.083333333,09-Apr-09,09-Apr-09
9,4,2009,09-Apr-09,29,44,14,48,4.583333333,09-Apr-09,09-Apr-09
10,4,2009,10-Apr-09,29,44,14,50,4.416666667,10-Apr-09,10-Apr-09
10,4,2009,10-Apr-09,29,44,14,50,4,10-Apr-09,10-Apr-09
10,4,2009,10-Apr-09,29,44,14,50,5,10-Apr-09,10-Apr-09
11,4,2009,11-Apr-09,29,45,14,49,4.166666667,11-Apr-09,11-Apr-09
11,4,2009,11-Apr-09,29,45,14,49,4.333333333,11-Apr-09,11-Apr-09
11,4,2009,11-Apr-09,29,45,14,49,4,11-Apr-09,11-Apr-09
12,4,2009,12-Apr-09,29,46,14,47,4.5,12-Apr-09,12-Apr-09
12,4,2009,12-Apr-09,29,46,14,47,4.25,12-Apr-09,12-Apr-09
12,4,2009,12-Apr-09,29,46,14,47,4.833333333,12-Apr-09,12-Apr-09
13,4,2009,13-Apr-09,29,46,14,47,4.333333333,13-Apr-09,13-Apr-09
13,4,2009,13-Apr-09,29,46,14,47,2.666666667,13-Apr-09,13-Apr-09
13,4,2009,13-Apr-09,29,46,14,47,6.916666667,13-Apr-09,13-Apr-09
14,4,2009,14-Apr-09,29,46,14,47,6.5,14-Apr-09,14-Apr-09
16,4,2009,16-Apr-09,27,30,14,41,5.25,16-Apr-09,16-Apr-09
16,4,2009,16-Apr-09,27,30,14,41,4.583333333,16-Apr-09,16-Apr-09
16,4,2009,16-Apr-09,27,30,14,41,3.75,16-Apr-09,16-Apr-09
17,4,2009,17-Apr-09,26,28,14,10,5.833333333,17-Apr-09,17-Apr-09
17,4,2009,17-Apr-09,26,28,14,10,4,17-Apr-09,17-Apr-09
17,4,2009,17-Apr-09,26,28,14,10,3,17-Apr-09,17-Apr-09
17,4,2009,17-Apr-09,26,28,14,10,5.333333333,17-Apr-09,17-Apr-09
18,4,2009,18-Apr-09,26,59,14,20,5.983333333,18-Apr-09,18-Apr-09
18,4,2009,18-Apr-09,26,59,14,20,3.583333333,18-Apr-09,18-Apr-09
18,4,2009,18-Apr-09,26,59,14,20,4.416666667,18-Apr-09,18-Apr-09
18,4,2009,18-Apr-09,26,59,14,20,5.083333333,18-Apr-09,18-Apr-09
19,4,2009,19-Apr-09,26,52,14,15,5.833333333,18-Apr-09,19-Apr-09
19,4,2009,19-Apr-09,26,52,14,15,3.5,19-Apr-09,19-Apr-09
19,4,2009,19-Apr-09,26,52,14,15,3.583333333,19-Apr-09,19-Apr-09
20,4,2009,20-Apr-09,24,4,13,21,3.75,20-Apr-09,20-Apr-09
20,4,2009,20-Apr-09,24,4,13,21,4.833333333,20-Apr-09,20-Apr-09
20,4,2009,20-Apr-09,24,4,13,21,4.083333333,20-Apr-09,20-Apr-09
21,4,2009,21-Apr-09,23,48,13,18,5.583333333,21-Apr-09,21-Apr-09
21,4,2009,21-Apr-09,23,48,13,18,4.166666667,21-Apr-09,21-Apr-09
21,4,2009,21-Apr-09,23,48,13,18,5.75,21-Apr-09,21-Apr-09
22,4,2009,22-Apr-09,23,27,13,17,5.916666667,22-Apr-09,22-Apr-09
22,4,2009,22-Apr-09,23,27,13,17,3.5,22-Apr-09,22-Apr-09
22,4,2009,22-Apr-09,23,27,13,17,4.583333333,22-Apr-09,22-Apr-09
22,4,2009,22-Apr-09,23,27,13,17,5,22-Apr-09,22-Apr-09
23,4,2009,23-Apr-09,23,43,13,14,5.083333333,23-Apr-09,23-Apr-09
23,4,2009,23-Apr-09,23,43,13,14,4.916666667,23-Apr-09,23-Apr-09
6,5,2009,06-May-09,29,27,14,34,3.166666667,06-May-09,06-May-09
6,5,2009,06-May-09,29,27,14,34,3.333333333,06-May-09,06-May-09
6,5,2009,06-May-09,29,27,14,34,5.833333333,06-May-09,06-May-09
25,1,2009,25-Jan-09,27,48,14,45,3.5,25-Jan-09,25-Jan-09
25,1,2009,25-Jan-09,27,48,14,45,3,25-Jan-09,25-Jan-09
26,1,2009,26-Jan-09,29,35,14,34,2,26-Jan-09,26-Jan-09
26,1,2009,26-Jan-09,29,35,14,34,5.5,26-Jan-09,26-Jan-09
26,1,2009,26-Jan-09,29,35,14,34,3.5,26-Jan-09,26-Jan-09
28,1,2009,28-Jan-09,29,46,14,37,1,28-Jan-09,28-Jan-09
30,1,2009,30-Jan-09,27,47,14,48,2.5,30-Jan-09,30-Jan-09
30,1,2009,30-Jan-09,27,47,14,48,1.75,30-Jan-09,30-Jan-09
30,1,2009,30-Jan-09,27,47,14,48,2,30-Jan-09,30-Jan-09
30,1,2009,30-Jan-09,27,47,14,48,3.75,30-Jan-09,30-Jan-09
31,1,2009,31-Jan-09,27,46,14,48,3,31-Jan-09,31-Jan-09
31,1,2009,31-Jan-09,27,46,14,48,2.166666667,31-Jan-09,31-Jan-09
31,1,2009,31-Jan-09,27,46,14,48,3.833333333,31-Jan-09,31-Jan-09
1,2,2009,01-Feb-09,27,47,14,48,3.083333333,01-Feb-09,01-Feb-09
1,2,2009,01-Feb-09,27,47,14,48,3.75,01-Feb-09,01-Feb-09
2,2,2009,02-Feb-09,28,46,14,22,3,02-Feb-09,02-Feb-09
2,2,2009,02-Feb-09,28,46,14,22,3.666666667,02-Feb-09,02-Feb-09
2,2,2009,02-Feb-09,28,46,14,22,4,02-Feb-09,02-Feb-09
4,2,2009,04-Feb-09,27,45,14,47,4.25,04-Feb-09,04-Feb-09
5,2,2009,05-Feb-09,29,27,14,33,4.333333333,05-Feb-09,05-Feb-09
5,2,2009,05-Feb-09,29,27,14,33,4,05-Feb-09,05-Feb-09
5,2,2009,05-Feb-09,29,27,14,33,3.5,05-Feb-09,05-Feb-09
6,2,2009,06-Feb-09,29,46,14,42,3,06-Feb-09,06-Feb-09
6,2,2009,06-Feb-09,29,46,14,42,2,06-Feb-09,06-Feb-09
6,2,2009,06-Feb-09,29,46,14,42,3,06-Feb-09,06-Feb-09
6,2,2009,06-Feb-09,29,46,14,42,4,06-Feb-09,06-Feb-09
7,2,2009,07-Feb-09,29,45,14,38,4,07-Feb-09,07-Feb-09
7,2,2009,07-Feb-09,29,45,14,38,5,07-Feb-09,07-Feb-09
7,2,2009,07-Feb-09,29,45,14,38,4.5,07-Feb-09,07-Feb-09
8,2,2009,08-Feb-09,29,54,14,32,5,08-Feb-09,08-Feb-09
8,2,2009,08-Feb-09,29,54,14,32,4.166666667,08-Feb-09,08-Feb-09
8,2,2009,08-Feb-09,29,54,14,32,3.5,08-Feb-09,08-Feb-09
9,2,2009,09-Feb-09,29,12,14,28,4.5,09-Feb-09,09-Feb-09
9,2,2009,09-Feb-09,29,12,14,28,4.5,09-Feb-09,09-Feb-09
9,2,2009,09-Feb-09,29,12,14,28,4,09-Feb-09,09-Feb-09
10,2,2009,10-Feb-09,29,27,14,28,5.916666667,10-Feb-09,10-Feb-09
10,2,2009,10-Feb-09,29,27,14,28,4,10-Feb-09,10-Feb-09
