Year,Month,Day,LAT_DEG_Shoot,LAT_MIN_Shoot,LON_DEG_Shoot,LON_MIN_Shoot,DURATION (hours),Number of HOOKS_SET,Effort
2018,5,7,23,1,13,16,5.333333333,24120,128640
2016,6,1,23,55,13,16,10.16666667,24108,245098
2017,3,29,23,42,13,14,6.583333333,24069,158454.25
2017,2,17,23,48,13,17,6.5,24001,156006.5
2016,12,25,23,25,13,16,8.25,24000,198000
2016,12,23,23,30,13,17,7.333333333,24000,176000
2016,12,23,23,30,13,17,7.333333333,24000,176000
2016,3,2,23,20,13,21,7.333333333,24000,176000
2016,3,2,23,20,13,21,7.333333333,24000,176000
2017,1,16,23,28,13,17,7.25,24000,174000
2017,1,16,23,28,13,17,7.25,24000,174000
2016,3,3,23,10,13,23,7.25,24000,174000
2016,3,3,23,10,13,23,7.25,24000,174000
2016,3,3,23,10,13,23,7.25,24000,174000
2016,7,23,23,1,13,23,7,24000,168000
2016,7,24,23,7,13,22,7,24000,168000
2016,8,15,23,54,13,22,6.916666667,24000,166000
2016,1,27,23,47,13,22,6.85,24000,164400
2016,1,27,23,47,13,22,6.85,24000,164400
2017,1,14,23,45,13,15,6.833333333,24000,164000
2017,1,14,23,45,13,15,6.833333333,24000,164000
2017,1,23,23,2,13,21,6.833333333,24000,164000
2017,1,28,23,27,13,19,6.833333333,24000,164000
2017,1,29,23,24,13,19,6.833333333,24000,164000
2017,1,30,23,18,13,19,6.833333333,24000,164000
2016,7,25,23,1,13,24,6.833333333,24000,164000
2016,7,25,23,1,13,24,6.833333333,24000,164000
2017,1,13,23,48,13,15,6.666666667,24000,160000
2016,7,22,23,8,13,22,6.666666667,24000,160000
2016,2,26,23,39,13,21,6.5,24000,156000
2016,1,24,23,45,13,16,6.5,24000,156000
2016,8,18,23,5,13,24,6.333333333,24000,152000
2016,2,28,23,45,13,25,6.25,24000,150000
2016,3,1,23,16,13,25,6.25,24000,150000
2017,1,9,23,43,13,19,6.166666667,24000,148000
2017,1,9,23,43,13,19,6.166666667,24000,148000
2016,4,16,23,3,13,25,6.083333333,24000,146000
2016,2,25,23,31,13,23,6,24000,144000
2016,4,18,23,41,13,17,5.916666667,24000,142000
2016,2,27,23,24,13,23,5.833333333,24000,140000
2016,2,22,23,34,13,21,4.833333333,24000,116000
2016,2,22,23,34,13,21,4.833333333,24000,116000
2016,9,17,23,22,13,19,2.583333333,24000,62000
2016,9,18,23,15,13,21,2.416666667,24000,58000
2016,9,18,23,15,13,21,2.416666667,24000,58000
2016,9,20,23,33,13,17,2.416666667,24000,58000
2016,9,20,23,33,13,17,2.416666667,24000,58000
2016,9,20,23,33,13,17,2.416666667,24000,58000
2016,9,20,23,33,13,17,2.416666667,24000,58000
2016,9,20,23,33,13,17,2.416666667,24000,58000
2016,9,19,23,14,13,20,2.366666667,24000,56800
2016,12,13,23,14,13,17,6.5,23982,155883
2016,12,13,23,14,13,17,6.5,23982,155883
2016,12,14,23,24,13,15,6.5,23982,155883
2016,12,14,23,24,13,15,6.5,23982,155883
2018,4,16,23,3,13,6,7.5,23940,179550
2018,4,16,23,3,13,6,7.5,23940,179550
2018,4,16,23,3,13,6,7.5,23940,179550
2017,3,7,23,5,13,20,6.75,23914,161419.5
2018,4,12,23,15,13,22,7.5,23850,178875
2018,5,30,23,2,13,7,7.083333333,23850,168937.5
2018,5,30,23,2,13,7,7.083333333,23850,168937.5
2018,5,30,23,2,13,7,7.083333333,23850,168937.5
2018,3,24,23,41,13,22,7,23850,166950
2018,3,24,23,41,13,22,7,23850,166950
2018,5,6,23,8,13,10,6.583333333,23850,157012.5
2018,5,6,23,8,13,10,6.583333333,23850,157012.5
2018,5,6,23,8,13,10,6.583333333,23850,157012.5
2018,12,7,23,51,13,18,5.25,23850,125212.5
2018,12,7,23,51,13,18,5.25,23850,125212.5
2018,6,26,23,5,13,10,4.75,23850,113287.5
2018,6,26,23,5,13,10,4.75,23850,113287.5
2017,2,1,23,50,13,17,7.5,23838,178785
2016,11,10,23,17,13,17,5.416666667,23838,129122.5
2016,2,3,23,26,13,22,4.25,23800,101150
2018,4,21,23,3,13,12,6.166666667,23760,146520
2018,4,21,23,3,13,12,6.166666667,23760,146520
2018,4,21,23,3,13,12,6.166666667,23760,146520
2018,4,21,23,3,13,12,6.166666667,23760,146520
2017,3,22,23,3,13,7,6.75,23721,160116.75
2017,3,22,23,3,13,7,6.75,23721,160116.75
2016,5,31,23,2,13,22,9.333333333,23520,219520
2017,5,23,23,45,13,14,8,23490,187920
2017,5,23,23,45,13,14,8,23490,187920
2017,5,23,23,45,13,14,8,23490,187920
2017,5,22,23,43,13,18,6.916666667,23490,162472.5
2017,5,11,23,5,13,20,6.833333333,23490,160515
2017,5,11,23,5,13,20,6.833333333,23490,160515
2017,8,28,23,0,13,15,6.666666667,23490,156600
2017,6,21,23,23,13,18,6.583333333,23490,154642.5
2017,4,22,23,41,13,13,6.416666667,23490,150727.5
2017,8,31,23,2,13,19,6.333333333,23490,148770
2017,8,21,23,20,13,20,6.2,23490,145638
2017,6,30,23,16,13,22,6.166666667,23490,144855
2017,6,9,23,8,13,19,6.083333333,23490,142897.5
2017,6,22,23,5,13,21,6.083333333,23490,142897.5
2017,4,23,23,55,13,15,6,23490,140940
2017,4,23,23,55,13,15,6,23490,140940
2017,5,30,23,40,13,15,5.916666667,23490,138982.5
2017,5,30,23,40,13,15,5.916666667,23490,138982.5
2017,7,28,23,22,13,18,5.833333333,23490,137025
2017,7,28,23,22,13,18,5.833333333,23490,137025
2017,5,21,23,36,13,16,5.75,23490,135067.5
2017,7,24,23,15,13,21,5.7,23490,133893
2017,6,15,23,2,13,23,5.666666667,23490,133110
2017,6,24,23,2,13,20,5.666666667,23490,133110
2017,6,24,23,2,13,20,5.666666667,23490,133110
2017,6,14,23,15,13,22,5.583333333,23490,131152.5
2017,5,1,23,45,13,14,5.5,23490,129195
2017,7,9,23,49,13,17,5.5,23490,129195
2017,7,9,23,49,13,17,5.5,23490,129195
2017,7,25,23,54,13,19,5.5,23490,129195
2017,6,13,23,18,13,19,5.166666667,23490,121365
2017,6,13,23,18,13,19,5.166666667,23490,121365
2017,7,20,23,29,13,19,5.066666667,23490,119016
2017,7,27,23,29,13,17,5,23490,117450
2017,7,29,23,3,13,23,5,23490,117450
2017,6,8,23,0,13,8,4.75,23490,111577.5
2017,4,21,23,42,13,13,4.666666667,23490,109620
2017,4,21,23,42,13,13,4.666666667,23490,109620
2017,8,20,23,31,13,16,4.5,23490,105705
2017,8,23,23,6,13,21,4.4,23490,103356
2017,8,22,23,41,13,13,4.183333333,23490,98266.5
2018,4,4,23,31,13,21,7.633333333,23400,178620
2018,4,15,23,0,13,5,7,23400,163800
2018,4,15,23,0,13,5,7,23400,163800
2018,4,15,23,0,13,5,7,23400,163800
2018,11,12,23,0,13,6,7,23400,163800
2018,11,12,23,0,13,6,7,23400,163800
2018,2,24,23,50,13,26,7,23400,163800
2018,2,24,23,50,13,26,7,23400,163800
2018,4,5,23,50,13,18,7,23400,163800
2018,4,28,23,50,13,17,6.333333333,23400,148200
2018,4,30,23,24,13,20,5.333333333,23400,124800
2016,11,9,23,8,13,19,5.416666667,23316,126295
2018,9,26,23,16,13,16,5.25,23229,121952.25
2018,12,22,23,14,13,22,5.416666667,23220,125775
2017,3,14,23,17,13,18,6.75,23044,155547
2017,9,5,23,27,13,17,5.466666667,23000,125733.3333
2017,3,28,23,30,13,17,5.5,22959,126274.5
2018,6,30,23,17,13,23,8.816666667,22800,201020
2016,12,22,23,30,13,17,7,22800,159600
2016,12,22,23,30,13,17,7,22800,159600
2017,2,7,23,43,13,15,6.333333333,22794,144362
2018,9,28,23,29,13,17,4.916666667,22700,111608.3333
2018,9,28,23,29,13,17,4.916666667,22700,111608.3333
2018,8,31,23,5,13,18,6.75,22680,153090
2018,8,28,23,14,13,22,6.166666667,22680,139860
2017,5,12,23,10,13,20,5.666666667,22620,128180
2017,5,12,23,10,13,20,5.666666667,22620,128180
2017,7,21,23,2,13,10,3.916666667,22620,88595
2018,8,24,23,8,13,22,19.91666667,22500,448125
2017,9,30,23,2,13,1,10,22500,225000
2017,9,22,23,3,13,4,10,22500,225000
2018,11,15,23,1,13,19,8.5,22500,191250
2018,11,15,23,1,13,19,8.5,22500,191250
2018,11,25,23,24,13,22,8.083333333,22500,181875
2018,11,25,23,24,13,22,8.083333333,22500,181875
2018,11,11,23,18,13,17,7.083333333,22500,159375
2018,11,11,23,18,13,17,7.083333333,22500,159375
2018,5,29,23,4,13,9,5.833333333,22500,131250
2018,5,29,23,4,13,9,5.833333333,22500,131250
2018,5,29,23,4,13,9,5.833333333,22500,131250
2018,9,6,23,0,13,18,5.25,22500,118125
2018,11,6,23,56,13,16,2.366666667,22500,53250
2018,11,6,23,56,13,16,2.366666667,22500,53250
2018,9,20,23,40,13,15,6,22326,133956
2018,9,20,23,40,13,15,6,22326,133956
2018,9,16,23,13,13,21,5.5,22260,122430
2016,2,24,23,11,13,28,9.75,22100,215475
2016,2,19,23,36,13,18,6.5,22100,143650
2018,11,21,23,54,13,20,7.166666667,22050,158025
2018,11,21,23,54,13,20,7.166666667,22050,158025
2016,2,17,23,6,13,23,7,22050,154350
2017,2,10,23,28,13,19,7,22029,154203
2017,2,9,23,27,13,18,5.916666667,22029,130338.25
2016,2,2,23,49,13,23,6.666666667,22000,146666.6667
2016,2,1,23,34,13,21,6.416666667,22000,141166.6667
2017,9,6,23,49,13,18,6.05,22000,133100
2016,2,18,23,12,13,23,6,22000,132000
2017,9,7,23,3,13,11,5.8,22000,127600
2017,5,3,23,54,13,16,2.466666667,22000,54266.66667
2017,5,3,23,54,13,16,2.466666667,22000,54266.66667
2017,7,28,23,22,13,19,2.366666667,22000,52066.66667
2017,9,28,23,0,13,21,2.35,22000,51700
2017,2,19,23,42,13,15,2.333333333,22000,51333.33333
2017,7,30,23,3,13,21,2.333333333,22000,51333.33333
2017,9,26,23,47,13,16,2.333333333,22000,51333.33333
2017,7,28,23,14,13,22,2.283333333,22000,50233.33333
2017,8,26,23,38,13,16,2.283333333,22000,50233.33333
2017,4,6,23,10,13,24,2.266666667,22000,49866.66667
2017,4,6,23,10,13,24,2.266666667,22000,49866.66667
2017,4,16,23,18,13,21,2.266666667,22000,49866.66667
2017,6,7,23,39,13,19,2.266666667,22000,49866.66667
2017,2,20,23,34,13,16,2.25,22000,49500
2017,4,19,23,0,13,23,2.25,22000,49500
2017,8,25,23,29,13,18,2.25,22000,49500
2017,9,29,23,18,13,18,2.25,22000,49500
2017,4,28,23,18,13,22,2.233333333,22000,49133.33333
2017,4,28,23,18,13,22,2.233333333,22000,49133.33333
2017,4,28,23,18,13,22,2.233333333,22000,49133.33333
2017,5,4,23,58,13,18,2.233333333,22000,49133.33333
2017,5,4,23,58,13,18,2.233333333,22000,49133.33333
2017,9,8,23,1,13,6,2.216666667,22000,48766.66667
2017,4,26,23,33,13,18,2.2,22000,48400
2017,4,27,23,28,13,19,2.2,22000,48400
2017,4,5,23,5,13,23,6.833333333,21924,149814
2018,8,3,23,6,13,17,7.666666667,21886,167792.6667
2018,8,3,23,6,13,17,7.666666667,21886,167792.6667
2018,8,1,23,2,13,11,7.416666667,21886,162321.1667
2018,8,1,23,2,13,11,7.416666667,21886,162321.1667
2018,8,1,23,2,13,11,7.416666667,21886,162321.1667
2018,8,2,23,8,13,19,6.833333333,21886,149554.3333
2018,9,8,23,37,13,24,7.166666667,21823,156398.1667
2018,9,8,23,37,13,24,7.166666667,21823,156398.1667
2018,9,24,23,9,13,20,6.5,21823,141849.5
2018,9,24,23,9,13,20,6.5,21823,141849.5
2018,8,18,23,8,13,18,2.383333333,21823,52011.48333
2018,8,18,23,8,13,18,2.383333333,21823,52011.48333
2018,7,30,23,3,13,12,7.083333333,21800,154416.6667
2018,7,30,23,3,13,12,7.083333333,21800,154416.6667
2017,2,8,23,40,13,15,6.833333333,21681,148153.5
2018,7,31,23,5,13,13,6.666666667,21659,144393.3333
2018,7,31,23,5,13,13,6.666666667,21659,144393.3333
2018,8,25,23,9,13,19,7.65,21600,165240
2018,9,28,23,34,13,14,7.5,21600,162000
2016,12,24,23,47,13,14,6.75,21600,145800
2018,9,18,23,44,13,18,6.383333333,21600,137880
2018,9,2,23,24,13,21,6.15,21600,132840
2018,8,27,23,7,13,21,2.333333333,21546,50274
2018,8,20,23,12,13,16,5.166666667,21504,111104
2018,8,20,23,12,13,16,5.166666667,21504,111104
2018,8,22,23,6,13,17,3.083333333,21504,66304
2018,8,22,23,6,13,17,3.083333333,21504,66304
2018,11,14,23,21,13,18,4.3,21320,91676
2018,11,14,23,21,13,18,4.3,21320,91676
2018,9,23,23,32,13,17,4.4,21223,93381.2
2018,9,23,23,32,13,17,4.4,21223,93381.2
2017,4,6,23,9,13,22,6.416666667,21141,135654.75
2018,8,7,23,5,13,23,5.3,21018,111395.4
2018,12,21,23,22,13,22,4.583333333,21010,96295.83333
2016,1,22,23,40,13,18,6.5,21000,136500
2016,1,22,23,40,13,18,6.5,21000,136500
2016,1,23,23,43,13,18,6.25,21000,131250
2018,12,26,23,2,13,23,19.58333333,20826,407842.5
2018,12,26,23,2,13,23,19.58333333,20826,407842.5
2018,12,23,23,11,13,24,6.666666667,20826,138840
2018,12,23,23,11,13,24,6.666666667,20826,138840
2018,12,25,23,23,13,18,7.366666667,20709,152556.3
2018,12,25,23,23,13,18,7.366666667,20709,152556.3
2018,12,21,23,53,13,16,4.166666667,20700,86250
2018,12,21,23,53,13,16,4.166666667,20700,86250
2018,7,30,23,30,13,19,6.166666667,20590,126971.6667
2018,7,30,23,30,13,19,6.166666667,20590,126971.6667
2018,7,31,23,4,13,14,5.766666667,20590,118735.6667
2018,7,31,23,4,13,14,5.766666667,20590,118735.6667
2018,8,25,23,5,13,18,19.75,20571,406277.25
2018,11,26,23,4,13,13,6.116666667,20475,125238.75
2018,11,26,23,4,13,13,6.116666667,20475,125238.75
2018,11,24,23,53,13,20,5.066666667,20475,103740
2018,11,24,23,53,13,20,5.066666667,20475,103740
2016,3,24,23,15,13,22,6,20400,122400
2018,12,24,23,26,13,17,6.933333333,20358,141148.8
2018,12,24,23,26,13,17,6.933333333,20358,141148.8
2018,8,30,23,45,13,12,6.333333333,20347,128864.3333
2018,9,2,23,21,13,21,6.333333333,20347,128864.3333
2018,3,26,23,21,13,23,6.583333333,20250,133312.5
2018,4,6,23,57,13,17,6.5,20250,131625
2018,11,25,23,40,13,18,6.783333333,20241,137301.45
2018,11,25,23,40,13,18,6.783333333,20241,137301.45
2018,9,1,23,32,13,17,6.666666667,20124,134160
2017,4,10,23,18,13,19,4.666666667,20097,93786
2018,11,29,23,31,13,17,5.5,20020,110110
2018,11,29,23,31,13,17,5.5,20020,110110
2018,11,25,23,14,13,22,4.5,20020,90090
2018,11,25,23,14,13,22,4.5,20020,90090
2018,11,24,23,57,13,19,4,20020,80080
2018,11,24,23,57,13,19,4,20020,80080
2016,12,17,23,16,13,18,5,20010,100050
2016,12,17,23,16,13,18,5,20010,100050
2016,12,17,23,16,13,18,5,20010,100050
2016,2,4,23,9,13,15,5,20000,100000
2017,3,1,23,41,13,17,5.75,19872,114264
2017,3,1,23,41,13,17,5.75,19872,114264
2017,4,21,23,48,13,15,6.833333333,19800,135300
2018,6,20,23,2,13,7,4.583333333,19800,90750
2018,6,20,23,2,13,7,4.583333333,19800,90750
2017,3,17,23,35,13,14,4.833333333,19785,95627.5
2017,3,17,23,35,13,14,4.833333333,19785,95627.5
2018,3,31,23,0,13,10,6.5,19636,127634
2018,3,5,23,1,13,10,6.083333333,19636,119452.3333
2018,3,5,23,1,13,10,6.083333333,19636,119452.3333
2018,3,30,23,1,13,25,7.75,19630,152132.5
2018,3,7,23,13,13,16,7.5,19600,147000
2016,2,26,23,30,13,22,7,19589,137123
2017,4,20,23,6,13,23,1.933333333,19488,37676.8
2018,11,25,23,11,13,15,7.6,19453,147842.8
2018,11,25,23,11,13,15,7.6,19453,147842.8
2018,3,18,23,18,13,23,6.116666667,19400,118663.3333
2018,8,29,23,39,13,15,5.833333333,19381,113055.8333
2018,11,27,23,6,13,21,8.216666667,19341,158918.55
2018,11,27,23,6,13,21,8.216666667,19341,158918.55
2016,2,18,23,10,13,24,7.666666667,19320,148120
2016,2,18,23,10,13,24,7.666666667,19320,148120
2016,6,28,23,2,13,12,7.25,19140,138765
2017,9,1,23,18,13,19,4.933333333,19050,93980
2018,3,6,23,13,13,18,8.083333333,19036,153874.3333
2018,3,6,23,13,13,18,8.083333333,19036,153874.3333
2017,6,17,23,2,13,22,5.916666667,19030,112594.1667
2018,11,26,23,2,13,21,7.916666667,19006,150464.1667
2017,4,1,23,25,13,21,7.5,19000,142500
2017,4,1,23,25,13,21,7.5,19000,142500
2017,3,31,23,36,13,18,6.583333333,19000,125083.3333
2017,3,31,23,36,13,18,6.583333333,19000,125083.3333
2018,6,21,23,24,13,20,6.333333333,19000,120333.3333
2018,6,20,23,0,13,7,5.833333333,19000,110833.3333
2018,6,20,23,0,13,7,5.833333333,19000,110833.3333
2018,11,5,23,50,13,13,5.5,19000,104500
2018,11,5,23,50,13,13,5.5,19000,104500
2017,2,21,23,9,13,25,5.5,18915,104032.5
2017,2,21,23,9,13,25,5.5,18915,104032.5
2018,9,4,23,4,13,22,7.7,18900,145530
2018,9,3,23,11,13,22,6.233333333,18900,117810
2017,8,24,23,2,13,21,6.083333333,18900,114975
2018,9,24,23,6,13,18,5.666666667,18900,107100
2018,9,24,23,6,13,18,5.666666667,18900,107100
2018,9,27,23,37,13,15,5.633333333,18900,106470
2018,9,17,23,38,13,18,5.616666667,18900,106155
2018,8,22,23,5,13,16,5.466666667,18900,103320
2018,9,1,23,32,13,19,5.25,18900,99225
2018,8,23,23,2,13,20,5.166666667,18900,97650
2018,8,31,23,59,13,21,6.583333333,18782,123648.1667
2017,6,15,23,35,13,19,6.916666667,18700,129341.6667
2017,6,17,23,5,13,19,6,18700,112200
2017,9,12,23,13,13,21,7,18638,130466
2017,9,11,23,37,13,16,6.833333333,18638,127359.6667
2017,9,10,23,24,13,19,6.25,18638,116487.5
2017,9,28,23,2,13,22,5.833333333,18638,108721.6667
2017,9,26,23,44,13,18,5.416666667,18638,100955.8333
2017,5,4,23,59,13,18,6.75,18630,125752.5
2017,5,4,23,59,13,18,6.75,18630,125752.5
2017,4,29,23,5,13,11,6.5,18630,121095
2017,4,29,23,5,13,11,6.5,18630,121095
2017,5,3,23,33,13,16,6.416666667,18630,119542.5
2017,5,3,23,33,13,16,6.416666667,18630,119542.5
2017,5,5,23,24,13,21,6.416666667,18630,119542.5
2018,3,23,23,30,13,17,6.083333333,18600,113150
2016,12,16,23,0,13,12,7.5,18562,139215
2016,1,1,23,8,13,21,8.083333333,18480,149380
2017,9,29,23,27,13,18,6.666666667,18468,123120
2017,2,4,23,31,13,16,6.333333333,18393,116489
2017,1,24,23,3,13,9,6.083333333,18360,111690
2017,1,24,23,3,13,9,6.083333333,18360,111690
2018,8,23,23,20,13,20,7.5,18318,137385
2018,8,24,23,7,13,22,7.166666667,18318,131279
2018,4,14,23,12,13,26,8.666666667,18300,158600
2018,4,13,23,29,13,20,8.4,18300,153720
2018,4,15,23,15,13,23,8.066666667,18300,147620
2017,4,2,23,23,13,19,5.916666667,18270,108097.5
2017,4,2,23,23,13,19,5.916666667,18270,108097.5
2018,9,28,23,32,13,18,7.25,18100,131225
2018,9,28,23,32,13,18,7.25,18100,131225
2018,11,27,23,0,13,6,7.166666667,18100,129716.6667
2018,11,27,23,0,13,6,7.166666667,18100,129716.6667
2018,11,27,23,0,13,6,7.166666667,18100,129716.6667
2018,9,27,23,27,13,19,6.416666667,18100,116141.6667
2018,9,27,23,27,13,19,6.416666667,18100,116141.6667
2017,5,30,23,38,13,17,6,18100,108600
2017,5,30,23,38,13,17,6,18100,108600
2017,5,3,23,54,13,13,5.666666667,18009,102051
2017,5,3,23,54,13,13,5.666666667,18009,102051
2017,9,30,23,58,13,15,9.933333333,18000,178800
2016,5,23,23,39,13,6,9.9,18000,178200
2018,4,13,23,26,13,20,7.75,18000,139500
2016,4,29,23,26,13,20,7.5,18000,135000
2016,4,29,23,26,13,20,7.5,18000,135000
2018,4,25,23,10,13,12,7.416666667,18000,133500
2018,4,25,23,10,13,12,7.416666667,18000,133500
2018,4,25,23,10,13,12,7.416666667,18000,133500
2018,3,20,23,16,13,22,7.416666667,18000,133500
2017,3,3,23,42,13,19,7.4,18000,133200
2018,2,14,23,36,13,20,7.333333333,18000,132000
2017,2,14,23,36,13,20,7.333333333,18000,132000
2017,2,11,23,58,13,22,7.25,18000,130500
2018,3,21,23,41,13,18,7,18000,126000
2018,3,21,23,41,13,18,7,18000,126000
2018,3,21,23,41,13,18,7,18000,126000
2017,5,14,23,57,13,20,7,18000,126000
2017,5,14,23,57,13,20,7,18000,126000
2017,2,21,23,26,13,21,7,18000,126000
2017,3,3,23,3,13,1,7,18000,126000
2017,3,3,23,3,13,1,7,18000,126000
2017,6,15,23,3,13,24,7,18000,126000
2017,3,10,23,3,13,10,7,18000,126000
2017,3,11,23,0,13,8,7,18000,126000
2017,2,13,23,40,13,19,7,18000,126000
2017,3,2,23,49,13,18,6.983333333,18000,125700
2017,3,5,23,22,13,18,6.966666667,18000,125400
2017,2,14,23,17,13,21,6.916666667,18000,124500
2017,2,28,23,53,13,20,6.916666667,18000,124500
2016,2,12,23,18,13,23,6.866666667,18000,123600
2016,2,12,23,18,13,23,6.866666667,18000,123600
2017,8,25,23,50,13,16,6.833333333,18000,123000
2017,3,4,23,1,13,2,6.833333333,18000,123000
2017,4,20,23,22,13,21,6.833333333,18000,123000
2016,12,8,23,25,13,44,6.833333333,18000,123000
2016,12,8,23,25,13,44,6.833333333,18000,123000
2016,12,10,23,14,13,16,6.833333333,18000,123000
2016,12,10,23,14,13,16,6.833333333,18000,123000
2016,6,1,23,41,13,16,6.766666667,18000,121800
2018,8,25,23,8,13,20,6.75,18000,121500
2018,8,25,23,8,13,20,6.75,18000,121500
2018,8,25,23,8,13,20,6.75,18000,121500
2018,4,5,23,5,13,13,6.75,18000,121500
2018,8,26,23,3,13,19,6.75,18000,121500
2017,3,1,23,3,13,1,6.75,18000,121500
2017,3,2,23,48,13,16,6.75,18000,121500
2017,4,2,23,23,13,19,6.75,18000,121500
2017,2,12,23,49,13,20,6.75,18000,121500
2017,2,12,23,49,13,20,6.75,18000,121500
2016,5,22,23,47,13,20,6.75,18000,121500
2017,3,4,23,44,13,16,6.716666667,18000,120900
2018,9,10,23,59,13,18,6.666666667,18000,120000
2018,9,11,23,55,13,18,6.666666667,18000,120000
2018,9,11,23,55,13,18,6.666666667,18000,120000
2018,9,18,23,41,13,17,6.666666667,18000,120000
2018,9,18,23,41,13,17,6.666666667,18000,120000
2017,2,22,23,21,13,22,6.666666667,18000,120000
2017,3,30,23,40,13,17,6.666666667,18000,120000
2017,3,30,23,40,13,17,6.666666667,18000,120000
2016,2,13,23,38,13,18,6.6,18000,118800
2017,4,10,23,28,13,18,6.583333333,18000,118500
2018,5,26,23,24,13,19,6.5,18000,117000
2017,11,15,23,1,13,7,6.5,18000,117000
2017,11,15,23,1,13,7,6.5,18000,117000
2016,2,20,23,40,13,20,6.5,18000,117000
2018,7,10,23,52,13,22,6.466666667,18000,116400
2018,8,24,23,9,13,20,6.416666667,18000,115500
2017,3,14,23,8,13,19,6.416666667,18000,115500
2017,3,14,23,8,13,19,6.416666667,18000,115500
2017,3,14,23,8,13,19,6.416666667,18000,115500
2016,2,11,23,19,13,24,6.416666667,18000,115500
2016,2,11,23,19,13,24,6.416666667,18000,115500
2018,9,9,23,52,13,17,6.383333333,18000,114900
2018,9,9,23,52,13,17,6.383333333,18000,114900
2018,9,9,23,52,13,17,6.383333333,18000,114900
2017,6,2,23,55,13,26,6.366666667,18000,114600
2018,5,11,23,2,13,10,6.333333333,18000,114000
2018,5,11,23,2,13,10,6.333333333,18000,114000
2018,9,8,23,44,13,13,6.333333333,18000,114000
2018,9,8,23,44,13,13,6.333333333,18000,114000
2018,9,8,23,44,13,13,6.333333333,18000,114000
2016,8,30,23,8,13,25,6.333333333,18000,114000
2017,11,10,23,34,13,14,6.316666667,18000,113700
2016,2,10,23,0,13,9,6.266666667,18000,112800
2018,11,26,23,14,13,23,6.25,18000,112500
2018,11,26,23,14,13,23,6.25,18000,112500
2016,8,29,23,0,13,7,6.25,18000,112500
2017,8,26,23,40,13,14,6.2,18000,111600
2017,5,3,23,50,13,13,6.183333333,18000,111300
2017,8,26,23,39,13,15,6.166666667,18000,111000
2017,3,2,23,4,13,1,6.166666667,18000,111000
2017,3,2,23,4,13,1,6.166666667,18000,111000
2017,8,25,23,45,13,15,6.166666667,18000,111000
2017,2,19,23,43,13,15,6.166666667,18000,111000
2016,8,28,23,27,13,22,6.166666667,18000,111000
2018,7,11,23,12,13,23,6.066666667,18000,109200
2017,6,5,23,58,13,31,6.05,18000,108900
2017,11,9,23,10,13,21,6,18000,108000
2017,11,9,23,10,13,21,6,18000,108000
2016,9,29,23,15,13,22,6,18000,108000
2016,12,9,23,25,13,14,5.9,18000,106200
2016,12,9,23,25,13,14,5.9,18000,106200
2018,11,25,23,7,13,11,5.833333333,18000,105000
2018,11,25,23,7,13,11,5.833333333,18000,105000
2018,11,25,23,7,13,11,5.833333333,18000,105000
2018,11,25,23,7,13,11,5.833333333,18000,105000
2018,9,29,23,9,13,23,5.666666667,18000,102000
2018,9,29,23,9,13,23,5.666666667,18000,102000
2017,5,13,23,30,13,14,5.5,18000,99000
2017,5,13,23,30,13,14,5.5,18000,99000
2017,5,13,23,30,13,14,5.5,18000,99000
2017,7,9,23,49,13,20,5.416666667,18000,97500
2017,8,20,23,52,13,17,5.333333333,18000,96000
2016,2,9,23,0,13,6,4.416666667,18000,79500
2016,2,9,23,0,13,6,4.416666667,18000,79500
2017,4,14,23,0,13,11,4.166666667,18000,75000
2018,5,10,23,39,13,14,2.5,18000,45000
2018,4,14,23,2,13,8,2.416666667,18000,43500
2018,4,14,23,2,13,8,2.416666667,18000,43500
2018,4,14,23,2,13,8,2.416666667,18000,43500
2017,9,9,23,48,13,18,6.166666667,17837,109994.8333
2017,9,9,23,48,13,18,6.166666667,17837,109994.8333
2018,11,10,23,20,13,16,5.3,17800,94340
2018,11,10,23,20,13,16,5.3,17800,94340
2016,8,1,23,19,13,23,3.466666667,17800,61706.66667
2018,11,9,23,49,13,26,4.25,17799,75645.75
2018,11,9,23,49,13,26,4.25,17799,75645.75
2018,1,10,23,3,13,17,19.76666667,17640,348684
2018,1,10,23,3,13,17,19.76666667,17640,348684
2018,2,2,23,32,13,16,7.416666667,17640,130830
2018,1,25,23,18,13,21,7.25,17640,127890
2018,1,24,23,22,13,19,7.166666667,17640,126420
2018,1,24,23,22,13,19,7.166666667,17640,126420
2018,1,26,23,4,13,23,7.083333333,17640,124950
2018,2,27,23,28,13,19,7.083333333,17640,124950
2018,2,27,23,28,13,19,7.083333333,17640,124950
2018,2,14,23,21,13,21,7.066666667,17640,124656
2018,2,14,23,21,13,21,7.066666667,17640,124656
2018,1,27,23,9,13,22,7,17640,123480
2018,2,12,23,31,13,19,7,17640,123480
2018,2,12,23,31,13,19,7,17640,123480
2018,2,28,23,17,13,21,7,17640,123480
2018,1,9,23,7,13,17,6.916666667,17640,122010
2018,1,9,23,7,13,17,6.916666667,17640,122010
2018,2,13,23,28,13,20,6.916666667,17640,122010
2018,2,13,23,28,13,20,6.916666667,17640,122010
2018,2,10,23,53,13,17,6.833333333,17640,120540
2018,2,10,23,53,13,17,6.833333333,17640,120540
2018,3,1,23,18,13,20,6.8,17640,119952
2018,3,1,23,18,13,20,6.8,17640,119952
2018,2,6,23,4,13,9,6.75,17640,119070
