Year,Month,Day,LAT_DEG_Shoot,LAT_MIN_Shoot,LON_DEG_Shoot,LON_MIN_Shoot,DURATION (hours),Number of HOOKS_SET,Effort
2018,9,14,29,29,12,30,6.083333333,21881,133109.4167
2018,9,14,29,29,12,30,6.083333333,21881,133109.4167
2018,9,14,29,29,12,30,6.083333333,21881,133109.4167
2018,9,11,29,32,12,22,6.166666667,21788,134359.3333
2018,9,11,29,32,12,22,6.166666667,21788,134359.3333
2018,9,11,29,32,12,22,6.166666667,21788,134359.3333
2018,9,12,29,40,12,27,1.916666667,20732,39736.33333
2018,9,12,29,40,12,27,1.916666667,20732,39736.33333
2018,9,12,29,40,12,27,1.916666667,20732,39736.33333
2018,9,12,29,40,12,27,1.916666667,20732,39736.33333
2018,9,15,29,27,12,16,5.666666667,20671,117135.6667
2018,9,15,29,27,12,16,5.666666667,20671,117135.6667
2018,9,15,29,27,12,16,5.666666667,20671,117135.6667
2018,9,5,29,37,12,26,11.61666667,19893,231090.35
2018,9,5,29,37,12,26,11.61666667,19893,231090.35
2018,9,5,29,37,12,26,11.61666667,19893,231090.35
2018,9,13,29,34,12,24,6.166666667,19783,121995.1667
2018,9,13,29,34,12,24,6.166666667,19783,121995.1667
2018,9,13,29,34,12,24,6.166666667,19783,121995.1667
2016,12,28,29,1,12,0,7.5,15000,112500
2016,12,28,29,1,12,0,7.5,15000,112500
2016,12,28,29,1,12,0,7.5,15000,112500
2016,12,28,29,1,12,0,7.5,15000,112500
2018,9,10,29,7,12,3,4.166666667,7918,32991.66667
2018,9,3,28,27,12,14,4.25,24991,106211.75
2018,9,3,28,27,12,14,4.25,24991,106211.75
2018,9,4,28,44,12,29,6.166666667,23431,144491.1667
2018,9,4,28,44,12,29,6.166666667,23431,144491.1667
2018,9,16,28,41,12,31,4.333333333,17113,74156.33333
2018,9,16,28,41,12,31,4.333333333,17113,74156.33333
2018,9,16,28,41,12,31,4.333333333,17113,74156.33333
2018,9,16,28,41,12,31,4.333333333,17113,74156.33333
2018,9,6,28,41,12,34,4.166666667,9811,40879.16667
2018,9,6,28,41,12,34,4.166666667,9811,40879.16667
2016,12,29,28,2,12,1,5.5,7000,38500
2016,12,29,28,2,12,1,5.5,7000,38500
2016,12,29,28,2,12,1,5.5,7000,38500
2017,7,12,25,59,15,49,6,12000,72000
2017,7,12,25,59,15,49,6,12000,72000
2018,9,1,24,6,14,16,4.5,22839,102775.5
2016,7,28,23,21,13,16,5.75,13000,74750
2018,4,12,22,12,12,21,6.75,19636,132543
2018,3,28,22,26,12,32,24,19630,471120
2017,3,20,22,59,12,45,7.833333333,18000,141000
2017,3,20,22,59,12,45,7.833333333,18000,141000
2018,3,27,22,29,12,39,24,1010,24240
2018,8,30,23,0,12,49,4,22800,91200
2017,3,22,23,5,12,51,7,18000,126000
2017,3,22,23,5,12,51,7,18000,126000
2017,3,22,23,5,12,51,7,18000,126000
2017,3,13,23,2,12,49,6.5,18000,117000
2017,3,13,23,2,12,49,6.5,18000,117000
2017,3,13,23,2,12,49,6.5,18000,117000
2017,3,13,23,2,12,49,6.5,18000,117000
2017,5,12,23,9,12,54,6.333333333,18000,114000
2017,5,12,23,9,12,54,6.333333333,18000,114000
2017,5,12,23,9,12,54,6.333333333,18000,114000
2017,6,22,20,31,10,17,6.4,18000,115200
2018,5,18,21,12,10,57,21.08333333,26000,548166.6667
2017,6,23,20,7,19,51,5.983333333,18000,107700
2016,3,8,22,27,15,55,14.25,10406,148285.5
2016,3,8,22,27,15,55,14.25,10406,148285.5
2018,8,2,29,36,15,5,6.333333333,29000,183666.6667
2018,8,2,29,36,15,5,6.333333333,29000,183666.6667
2018,7,19,29,34,15,5,3.833333333,26700,102350
2018,7,19,29,34,15,5,3.833333333,26700,102350
2017,7,26,29,35,15,1,6.5,18000,117000
2017,7,26,29,35,15,1,6.5,18000,117000
2017,9,16,29,39,15,0,7,13689,95823
2017,9,16,29,39,15,0,7,13689,95823
2017,9,16,29,39,15,0,7,13689,95823
2017,8,15,29,32,15,3,6,13689,82134
2017,8,15,29,32,15,3,6,13689,82134
2017,8,16,29,31,15,3,6,13689,82134
2017,8,16,29,31,15,3,6,13689,82134
2017,8,7,29,34,15,4,6.5,12689,82478.5
2017,8,7,29,34,15,4,6.5,12689,82478.5
2017,12,28,21,25,14,44,6.916666667,19830,137157.5
2017,12,28,21,25,14,44,6.916666667,19830,137157.5
2018,6,25,25,54,14,1,5.333333333,26500,141333.3333
2018,6,25,25,54,14,1,5.333333333,26500,141333.3333
2018,2,2,25,56,14,1,6.666666667,19500,130000
2018,2,2,25,56,14,1,6.666666667,19500,130000
2018,3,9,26,43,14,21,6.916666667,29000,200583.3333
2018,3,9,26,43,14,21,6.916666667,29000,200583.3333
2018,3,8,26,27,14,43,6.416666667,29000,186083.3333
2018,3,8,26,27,14,43,6.416666667,29000,186083.3333
2018,6,15,26,19,14,4,5.583333333,29000,161916.6667
2018,6,15,26,19,14,4,5.583333333,29000,161916.6667
2018,6,14,26,40,14,18,5.333333333,29000,154666.6667
2018,6,14,26,40,14,18,5.333333333,29000,154666.6667
2018,6,17,26,21,14,5,4.5,28800,129600
2018,6,17,26,21,14,5,4.5,28800,129600
2018,6,16,26,23,14,6,4.333333333,28800,124800
2018,6,16,26,23,14,6,4.333333333,28800,124800
2018,6,13,26,45,14,20,4.416666667,28700,126758.3333
2018,6,13,26,45,14,20,4.416666667,28700,126758.3333
2018,6,8,26,20,14,5,5.5,28000,154000
2018,6,8,26,20,14,5,5.5,28000,154000
2018,6,9,26,22,14,8,5.333333333,27800,148266.6667
2018,6,9,26,22,14,8,5.333333333,27800,148266.6667
2018,6,10,26,17,14,2,5,27800,139000
2018,6,10,26,17,14,2,5,27800,139000
2018,6,7,26,16,14,2,6,27000,162000
2018,6,7,26,16,14,2,6,27000,162000
2018,6,26,26,31,14,18,15.5,26500,410750
2018,6,26,26,31,14,18,15.5,26500,410750
2018,6,27,26,45,14,30,5.666666667,26500,150166.6667
2018,6,27,26,45,14,30,5.666666667,26500,150166.6667
2016,12,2,26,47,14,26,7.333333333,24000,176000
2016,12,2,26,47,14,26,7.333333333,24000,176000
2016,12,2,26,47,14,26,7.333333333,24000,176000
2016,12,13,26,54,14,26,7.083333333,24000,170000
2016,12,13,26,54,14,26,7.083333333,24000,170000
2016,12,13,26,54,14,26,7.083333333,24000,170000
2016,12,5,26,25,14,10,5.916666667,24000,142000
2016,12,5,26,25,14,10,5.916666667,24000,142000
2018,6,9,26,23,14,7,7,23850,166950
2018,6,9,26,23,14,7,7,23850,166950
2018,6,10,26,17,14,2,6.083333333,23850,145087.5
2018,6,10,26,17,14,2,6.083333333,23850,145087.5
2018,6,10,26,17,14,2,6.083333333,23850,145087.5
2016,7,28,26,2,14,0,11,22200,244200
2016,7,28,26,2,14,0,11,22200,244200
2016,7,28,26,2,14,0,11,22200,244200
2017,2,6,26,43,14,26,2.3,22000,50600
2017,2,6,26,43,14,26,2.3,22000,50600
2017,2,5,26,51,14,30,2.166666667,22000,47666.66667
2017,2,5,26,51,14,30,2.166666667,22000,47666.66667
2018,2,10,26,47,14,29,6,21600,129600
2018,2,10,26,47,14,29,6,21600,129600
2016,12,14,26,1,14,0,5.333333333,21600,115200
2016,12,14,26,1,14,0,5.333333333,21600,115200
2018,2,12,26,17,14,7,7.916666667,20000,158333.3333
2018,2,12,26,17,14,7,7.916666667,20000,158333.3333
2018,2,12,26,17,14,7,7.916666667,20000,158333.3333
2018,2,18,26,28,14,11,5,20000,100000
2018,2,18,26,28,14,11,5,20000,100000
2016,8,19,26,1,14,1,1.5,20000,30000
2016,8,19,26,1,14,1,1.5,20000,30000
2016,8,19,26,1,14,1,1.5,20000,30000
2018,2,6,26,16,14,3,8.6,19900,171140
2018,2,6,26,16,14,3,8.6,19900,171140
2018,2,4,26,18,14,6,8,19800,158400
2018,2,4,26,18,14,6,8,19800,158400
2018,2,8,26,15,14,5,7.666666667,19800,151800
2018,2,8,26,15,14,5,7.666666667,19800,151800
2018,2,8,26,15,14,5,7.666666667,19800,151800
2018,2,28,26,39,14,12,10.25,19700,201925
2018,2,28,26,39,14,12,10.25,19700,201925
2018,2,6,26,19,14,6,7.433333333,19700,146436.6667
2018,2,6,26,19,14,6,7.433333333,19700,146436.6667
2018,2,5,26,16,14,4,7.266666667,19700,143153.3333
2018,2,5,26,16,14,4,7.266666667,19700,143153.3333
2018,2,5,26,16,14,4,7.266666667,19700,143153.3333
2018,2,3,26,17,14,5,4.166666667,19600,81666.66667
2018,2,3,26,17,14,5,4.166666667,19600,81666.66667
2018,2,3,26,17,14,5,4.166666667,19600,81666.66667
2018,4,19,26,12,14,6,7.933333333,19400,153906.6667
2018,2,25,26,34,14,12,10.75,19100,205325
2018,2,25,26,34,14,12,10.75,19100,205325
2018,2,25,26,34,14,12,10.75,19100,205325
2018,3,14,26,40,14,14,10.5,18700,196350
2018,3,14,26,40,14,14,10.5,18700,196350
2018,3,15,26,37,14,19,10.5,18700,196350
2018,3,15,26,37,14,19,10.5,18700,196350
2018,3,16,26,38,14,19,10.5,18700,196350
2018,3,16,26,38,14,19,10.5,18700,196350
2018,3,9,26,28,14,8,10.33333333,18700,193233.3333
2018,3,9,26,28,14,8,10.33333333,18700,193233.3333
2018,3,10,26,29,14,11,10.16666667,18700,190116.6667
2018,3,10,26,29,14,11,10.16666667,18700,190116.6667
2018,3,17,26,38,14,19,10.1,18700,188870
2018,3,17,26,38,14,19,10.1,18700,188870
2018,2,26,26,36,14,15,10.08333333,18700,188558.3333
2018,2,26,26,36,14,15,10.08333333,18700,188558.3333
2018,3,8,26,34,14,7,10,18700,187000
2018,3,8,26,34,14,7,10,18700,187000
2018,2,27,26,38,14,13,9.5,18700,177650
2018,2,27,26,38,14,13,9.5,18700,177650
2018,3,18,26,39,14,19,9.5,18700,177650
2018,3,18,26,39,14,19,9.5,18700,177650
2018,3,19,26,38,14,19,8.333333333,18700,155833.3333
2018,3,19,26,38,14,19,8.333333333,18700,155833.3333
2018,3,6,26,35,14,9,6.9,18700,129030
2018,3,6,26,35,14,9,6.9,18700,129030
2018,3,11,26,29,14,12,1.983333333,18700,37088.33333
2018,3,11,26,29,14,12,1.983333333,18700,37088.33333
2017,6,13,26,46,14,27,7.75,18630,144382.5
2017,6,13,26,46,14,27,7.75,18630,144382.5
2017,6,14,26,53,14,28,6.916666667,18630,128857.5
2017,6,14,26,53,14,28,6.916666667,18630,128857.5
2018,3,7,26,41,14,8,9.9,18100,179190
2018,3,7,26,41,14,8,9.9,18100,179190
2018,5,1,26,59,14,35,8.05,18100,145705
2017,6,5,26,44,14,25,7.083333333,18000,127500
2017,6,5,26,44,14,25,7.083333333,18000,127500
2017,6,5,26,44,14,25,7.083333333,18000,127500
2018,2,11,26,13,14,4,7,18000,126000
2018,2,11,26,13,14,4,7,18000,126000
2018,2,11,26,13,14,4,7,18000,126000
2017,6,12,26,32,14,19,6.666666667,18000,120000
2017,6,12,26,32,14,19,6.666666667,18000,120000
2017,6,6,26,45,14,25,6.5,18000,117000
2017,6,6,26,45,14,25,6.5,18000,117000
2017,6,6,26,45,14,25,6.5,18000,117000
2017,7,10,26,44,14,25,6.166666667,18000,111000
2017,7,10,26,44,14,25,6.166666667,18000,111000
2017,7,10,26,44,14,25,6.166666667,18000,111000
2017,6,13,26,34,14,19,6,18000,108000
2017,7,19,26,32,14,20,5.583333333,18000,100500
2017,7,19,26,32,14,20,5.583333333,18000,100500
2017,9,10,26,51,14,27,4.933333333,18000,88800
2017,9,10,26,51,14,27,4.933333333,18000,88800
2017,9,10,26,51,14,27,4.933333333,18000,88800
2017,12,8,26,47,14,25,13.5,17396,234846
2017,12,8,26,47,14,25,13.5,17396,234846
2017,12,8,26,47,14,25,13.5,17396,234846
2017,12,9,26,10,14,7,13.5,17396,234846
2017,12,9,26,10,14,7,13.5,17396,234846
2017,12,9,26,10,14,7,13.5,17396,234846
2017,8,2,26,14,14,9,6,17100,102600
2017,8,2,26,14,14,9,6,17100,102600
2018,5,16,26,45,14,22,4.666666667,16020,74760
2018,5,16,26,45,14,22,4.666666667,16020,74760
2018,5,15,26,29,14,12,4.55,16020,72891
2018,5,15,26,29,14,12,4.55,16020,72891
2018,5,17,26,51,14,24,4.5,16015,72067.5
2018,5,17,26,51,14,24,4.5,16015,72067.5
2017,12,28,26,21,14,5,7,16000,112000
2017,12,28,26,21,14,5,7,16000,112000
2018,5,18,26,50,14,24,4.333333333,16000,69333.33333
2018,5,18,26,50,14,24,4.333333333,16000,69333.33333
2016,12,13,26,5,14,2,24,15000,360000
2016,12,13,26,5,14,2,24,15000,360000
2016,12,9,26,5,14,2,8.416666667,15000,126250
2016,12,9,26,5,14,2,8.416666667,15000,126250
2016,12,10,26,3,14,2,7.5,15000,112500
2016,12,10,26,3,14,2,7.5,15000,112500
2016,12,12,26,3,14,2,7.083333333,15000,106250
2016,12,12,26,3,14,2,7.083333333,15000,106250
2016,12,11,26,0,14,0,6.5,15000,97500
2016,12,11,26,0,14,0,6.5,15000,97500
2017,1,23,26,15,14,35,6,14369,86214
2017,1,23,26,15,14,35,6,14369,86214
2017,1,4,26,49,14,28,13.5,14246,192321
2017,1,4,26,49,14,28,13.5,14246,192321
2017,1,4,26,49,14,28,13.5,14246,192321
2017,5,19,26,4,14,6,7,13689,95823
2017,5,19,26,4,14,6,7,13689,95823
2017,5,20,26,50,14,28,7,13689,95823
2017,5,20,26,50,14,28,7,13689,95823
2017,5,21,26,49,14,28,6.5,13689,88978.5
2017,5,21,26,49,14,28,6.5,13689,88978.5
2017,7,10,26,48,14,27,6,13689,82134
2017,7,10,26,48,14,27,6,13689,82134
2017,2,12,26,1,14,0,6,13689,82134
2017,2,12,26,1,14,0,6,13689,82134
2018,5,14,26,26,14,8,5.666666667,13689,77571
2018,5,14,26,26,14,8,5.666666667,13689,77571
2017,6,9,26,35,14,22,6,13650,81900
2017,6,9,26,35,14,22,6,13650,81900
2017,6,10,26,35,14,21,5.5,13300,73150
2017,6,10,26,35,14,21,5.5,13300,73150
2017,6,10,26,35,14,21,5.5,13300,73150
2017,6,11,26,31,14,21,6.5,12900,83850
2017,6,11,26,31,14,21,6.5,12900,83850
2017,2,11,26,49,14,28,6,12689,76134
2017,2,11,26,49,14,28,6,12689,76134
2017,1,5,26,46,14,30,6,12369,74214
2017,1,5,26,46,14,30,6,12369,74214
2017,1,6,26,47,14,26,6,12369,74214
2017,1,6,26,47,14,26,6,12369,74214
2017,1,7,26,49,14,29,6,12369,74214
2017,1,7,26,49,14,29,6,12369,74214
2017,1,8,26,47,14,25,6,12369,74214
2017,1,8,26,47,14,25,6,12369,74214
2017,1,9,26,50,14,26,6,12369,74214
2017,1,9,26,50,14,26,6,12369,74214
2017,6,18,26,17,14,16,24,12000,288000
2017,6,18,26,17,14,16,24,12000,288000
2017,6,17,26,54,14,29,5.5,12000,66000
2017,6,17,26,54,14,29,5.5,12000,66000
2017,6,12,26,32,14,21,19,11900,226100
2017,6,12,26,32,14,21,19,11900,226100
2017,6,12,26,32,14,21,19,11900,226100
2017,6,13,26,34,14,20,6.5,11750,76375
2017,6,13,26,34,14,20,6.5,11750,76375
2017,6,13,26,34,14,20,6.5,11750,76375
2017,9,19,26,50,14,26,7.5,11689,87667.5
2017,9,19,26,50,14,26,7.5,11689,87667.5
2016,12,3,26,40,14,24,15.33333333,10800,165600
2016,12,3,26,40,14,24,15.33333333,10800,165600
2016,12,12,26,38,14,23,15.08333333,10800,162900
2016,12,12,26,38,14,23,15.08333333,10800,162900
2016,12,12,26,38,14,23,15.08333333,10800,162900
2017,1,5,26,38,14,24,13.5,10800,145800
2017,1,5,26,38,14,24,13.5,10800,145800
2016,12,4,26,37,14,23,13.25,10800,143100
2016,12,4,26,37,14,23,13.25,10800,143100
2016,12,4,26,37,14,23,13.25,10800,143100
2017,1,4,26,46,14,27,11.91666667,10800,128700
2017,1,4,26,46,14,27,11.91666667,10800,128700
2016,12,12,26,47,14,26,9.083333333,10800,98100
2016,12,12,26,47,14,26,9.083333333,10800,98100
2016,12,12,26,47,14,26,9.083333333,10800,98100
2016,12,3,26,48,14,27,7.333333333,10800,79200
2016,12,3,26,48,14,27,7.333333333,10800,79200
2016,12,3,26,48,14,27,7.333333333,10800,79200
2016,12,4,26,46,14,27,7.333333333,10800,79200
2016,12,4,26,46,14,27,7.333333333,10800,79200
2016,12,4,26,46,14,27,7.333333333,10800,79200
2017,1,5,26,46,14,25,7,10800,75600
2017,1,5,26,46,14,25,7,10800,75600
2017,1,5,26,46,14,25,7,10800,75600
2017,1,4,26,45,14,25,5.5,10800,59400
2017,1,4,26,45,14,25,5.5,10800,59400
2017,1,4,26,45,14,25,5.5,10800,59400
2017,2,23,26,38,14,24,13.33333333,10406,138746.6667
2017,2,23,26,38,14,24,13.33333333,10406,138746.6667
2016,4,8,26,33,14,22,13.25,10406,137879.5
2017,6,6,26,59,14,29,9.75,10406,101458.5
2017,6,6,26,59,14,29,9.75,10406,101458.5
2017,2,23,26,47,14,28,7.666666667,10406,79779.33333
2017,2,23,26,47,14,28,7.666666667,10406,79779.33333
2016,4,8,26,41,14,26,7.583333333,10406,78912.16667
2017,6,7,26,43,14,26,7.416666667,10406,77177.83333
2017,6,7,26,43,14,26,7.416666667,10406,77177.83333
2017,6,7,26,43,14,26,7.416666667,10406,77177.83333
2016,12,17,26,43,14,27,7.25,10406,75443.5
2016,12,17,26,43,14,27,7.25,10406,75443.5
2016,12,17,26,43,14,27,7.25,10406,75443.5
2016,12,8,26,43,14,26,6.716666667,10406,69893.63333
2016,12,8,26,43,14,26,6.716666667,10406,69893.63333
2016,12,8,26,43,14,26,6.716666667,10406,69893.63333
2016,12,7,26,39,14,25,6.666666667,10406,69373.33333
2016,12,7,26,39,14,25,6.666666667,10406,69373.33333
2016,12,7,26,39,14,25,6.666666667,10406,69373.33333
2016,12,18,26,41,14,26,5.833333333,10406,60701.66667
2016,12,18,26,41,14,26,5.833333333,10406,60701.66667
2016,12,18,26,41,14,26,5.833333333,10406,60701.66667
2016,12,15,26,33,14,23,5.666666667,10406,58967.33333
2016,12,15,26,33,14,23,5.666666667,10406,58967.33333
2016,12,15,26,33,14,23,5.666666667,10406,58967.33333
2017,6,5,26,45,14,27,5.483333333,10406,57059.56667
2017,6,5,26,45,14,27,5.483333333,10406,57059.56667
2017,6,5,26,45,14,27,5.483333333,10406,57059.56667
2017,6,4,26,38,14,26,4.833333333,10406,50295.66667
2017,6,4,26,38,14,26,4.833333333,10406,50295.66667
2017,6,4,26,38,14,26,4.833333333,10406,50295.66667
2016,12,16,26,42,14,26,4.666666667,10406,48561.33333
2016,12,16,26,42,14,26,4.666666667,10406,48561.33333
2016,12,16,26,42,14,26,4.666666667,10406,48561.33333
2017,5,18,26,4,14,6,6,9689,58134
2017,7,11,26,0,14,0,5,9689,48445
2017,7,11,26,0,14,0,5,9689,48445
2017,8,1,26,24,14,9,13,9000,117000
2017,8,1,26,16,14,3,6.25,9000,56250
2016,12,9,26,43,14,25,7.166666667,7806,55943
2016,12,9,26,43,14,25,7.166666667,7806,55943
2016,12,9,26,43,14,25,7.166666667,7806,55943
2016,8,13,26,14,14,8,24,7800,187200
2016,8,13,26,14,14,8,24,7800,187200
2016,8,9,26,45,14,26,1,7800,7800
2016,8,9,26,45,14,26,1,7800,7800
2016,7,26,26,1,14,1,10.5,1800,18900
2016,7,26,26,1,14,1,10.5,1800,18900
2016,7,26,26,1,14,1,10.5,1800,18900
2018,3,29,27,51,14,47,5.75,29000,166750
2018,3,29,27,51,14,47,5.75,29000,166750
2018,3,29,27,51,14,47,5.75,29000,166750
2018,1,28,27,56,14,43,8.5,27000,229500
2018,1,28,27,56,14,43,8.5,27000,229500
2018,1,28,27,56,14,43,8.5,27000,229500
2018,1,24,27,51,14,47,3.25,27000,87750
2018,1,24,27,51,14,47,3.25,27000,87750
2018,1,24,27,51,14,47,3.25,27000,87750
2018,1,24,27,51,14,47,3.25,27000,87750
2018,1,25,27,59,14,40,1.416666667,27000,38250
2018,1,25,27,59,14,40,1.416666667,27000,38250
2018,1,25,27,59,14,40,1.416666667,27000,38250
2018,1,5,27,57,14,43,7.916666667,25000,197916.6667
2018,1,5,27,57,14,43,7.916666667,25000,197916.6667
2018,1,5,27,57,14,43,7.916666667,25000,197916.6667
2018,1,5,27,57,14,43,7.916666667,25000,197916.6667
2018,1,4,27,44,14,52,6.583333333,25000,164583.3333
2018,1,4,27,44,14,52,6.583333333,25000,164583.3333
2018,1,26,27,59,14,40,8.283333333,19900,164838.3333
2018,1,26,27,59,14,40,8.283333333,19900,164838.3333
2018,1,26,27,59,14,40,8.283333333,19900,164838.3333
2018,1,27,27,57,14,42,9.05,19800,179190
2018,1,27,27,57,14,42,9.05,19800,179190
2018,1,27,27,57,14,42,9.05,19800,179190
2018,1,22,27,50,14,50,7.516666667,19800,148830
2018,1,22,27,50,14,50,7.516666667,19800,148830
2018,1,22,27,50,14,50,7.516666667,19800,148830
2018,1,22,27,50,14,50,7.516666667,19800,148830
2018,4,28,27,48,14,49,7.616666667,19500,148525
2018,4,28,27,48,14,49,7.616666667,19500,148525
2018,4,30,27,32,14,29,8.166666667,19200,156800
2018,4,30,27,32,14,29,8.166666667,19200,156800
2018,4,26,27,35,14,42,5.833333333,19000,110833.3333
2018,4,26,27,35,14,42,5.833333333,19000,110833.3333
2018,4,27,27,44,14,47,5.5,19000,104500
2018,4,27,27,44,14,47,5.5,19000,104500
2018,1,21,27,50,14,50,1.7,19000,32300
2018,1,21,27,50,14,50,1.7,19000,32300
2018,1,21,27,50,14,50,1.7,19000,32300
2018,4,29,27,47,14,49,8.166666667,18900,154350
2018,4,29,27,47,14,49,8.166666667,18900,154350
2017,7,9,27,15,14,37,6,18000,108000
2017,7,9,27,15,14,37,6,18000,108000
2017,7,9,27,15,14,37,6,18000,108000
2018,1,31,27,54,14,44,8.45,17800,150410
2018,1,31,27,54,14,44,8.45,17800,150410
2018,1,31,27,54,14,44,8.45,17800,150410
2017,9,28,27,40,14,52,5.75,16000,92000
2017,9,28,27,40,14,52,5.75,16000,92000
2017,7,4,27,58,14,41,6,15000,90000
2017,7,4,27,58,14,41,6,15000,90000
2017,9,11,27,23,14,39,5.766666667,15000,86500
2018,1,11,27,58,14,40,15.66666667,13891,217625.6667
2018,1,11,27,58,14,40,15.66666667,13891,217625.6667
2018,1,11,27,58,14,40,15.66666667,13891,217625.6667
2017,9,18,27,27,14,40,5,12689,63445
2017,9,18,27,27,14,40,5,12689,63445
2017,7,5,27,48,14,51,7,12368,86576
2017,7,5,27,48,14,51,7,12368,86576
2016,12,5,27,25,14,37,5.166666667,10406,53764.33333
2016,12,5,27,25,14,37,5.166666667,10406,53764.33333
2016,12,5,27,25,14,37,5.166666667,10406,53764.33333
2018,1,10,27,58,14,40,6.666666667,8923,59486.66667
2018,1,10,27,58,14,40,6.666666667,8923,59486.66667
2018,1,9,27,55,14,44,6.333333333,8000,50666.66667
2018,1,9,27,55,14,44,6.333333333,8000,50666.66667
2017,7,9,27,12,14,34,8,7689,61512
2018,2,2,28,3,14,37,7.75,29200,226300
2018,2,2,28,3,14,37,7.75,29200,226300
2018,2,2,28,3,14,37,7.75,29200,226300
2018,2,2,28,3,14,37,7.75,29200,226300
2018,2,1,28,41,14,23,7.166666667,29000,207833.3333
2018,2,1,28,41,14,23,7.166666667,29000,207833.3333
2018,2,1,28,41,14,23,7.166666667,29000,207833.3333
2018,2,1,28,41,14,23,7.166666667,29000,207833.3333
2018,1,30,28,5,14,35,7.166666667,29000,207833.3333
2018,1,30,28,5,14,35,7.166666667,29000,207833.3333
2018,1,30,28,5,14,35,7.166666667,29000,207833.3333
2018,3,31,28,57,14,27,7,29000,203000
2018,3,31,28,57,14,27,7,29000,203000
2018,3,31,28,57,14,27,7,29000,203000
2018,3,31,28,57,14,27,7,29000,203000
2018,1,31,28,23,14,27,6.25,29000,181250
2018,1,31,28,23,14,27,6.25,29000,181250
2018,1,31,28,23,14,27,6.25,29000,181250
2018,1,31,28,23,14,27,6.25,29000,181250
2018,7,5,28,0,14,38,4.166666667,28800,120000
2018,7,5,28,0,14,38,4.166666667,28800,120000
2018,1,29,28,3,14,36,8.166666667,28200,230300
2018,1,29,28,3,14,36,8.166666667,28200,230300
2018,1,29,28,3,14,36,8.166666667,28200,230300
2018,1,7,28,4,14,36,7.666666667,27000,207000
2018,1,7,28,4,14,36,7.666666667,27000,207000
2018,7,8,28,3,14,36,3.833333333,26900,103116.6667
2018,7,8,28,3,14,36,3.833333333,26900,103116.6667
2018,1,23,28,3,14,36,8.25,26800,221100
2018,1,23,28,3,14,36,8.25,26800,221100
2018,1,23,28,3,14,36,8.25,26800,221100
2018,1,22,28,3,14,37,7,26800,187600
2018,1,22,28,3,14,37,7,26800,187600
2018,1,22,28,3,14,37,7,26800,187600
2018,1,22,28,3,14,37,7,26800,187600
2018,1,21,28,3,14,37,6.366666667,26800,170626.6667
2018,1,21,28,3,14,37,6.366666667,26800,170626.6667
2018,1,21,28,3,14,37,6.366666667,26800,170626.6667
2018,1,21,28,3,14,37,6.366666667,26800,170626.6667
2018,7,17,28,4,14,36,3.833333333,26800,102733.3333
2018,7,17,28,4,14,36,3.833333333,26800,102733.3333
2018,1,6,28,1,14,38,5.5,25000,137500
2018,1,6,28,1,14,38,5.5,25000,137500
2018,1,6,28,1,14,38,5.5,25000,137500
2018,1,6,28,1,14,38,5.5,25000,137500
2018,7,13,28,59,14,24,3.916666667,24010,94039.16667
2018,7,13,28,59,14,24,3.916666667,24010,94039.16667
2018,7,21,28,58,14,24,4,24000,96000
2018,7,21,28,58,14,24,4,24000,96000
2018,1,24,28,3,14,38,8.816666667,19900,175451.6667
2018,1,24,28,3,14,38,8.816666667,19900,175451.6667
2018,1,24,28,3,14,38,8.816666667,19900,175451.6667
2018,1,24,28,3,14,38,8.816666667,19900,175451.6667
2018,1,23,28,3,14,38,8.266666667,19900,164506.6667
2018,1,23,28,3,14,38,8.266666667,19900,164506.6667
2018,1,23,28,3,14,38,8.266666667,19900,164506.6667
2018,1,25,28,0,14,40,8,19900,159200
2018,1,25,28,0,14,40,8,19900,159200
2018,1,25,28,0,14,40,8,19900,159200
2018,1,25,28,0,14,40,8,19900,159200
2017,2,5,28,58,14,26,24,18000,432000
2017,2,5,28,58,14,26,24,18000,432000
2017,2,5,28,58,14,26,24,18000,432000
2017,2,5,28,58,14,26,24,18000,432000
2017,7,31,28,15,14,44,22.33333333,18000,402000
2017,7,31,28,15,14,44,22.33333333,18000,402000
2017,7,8,28,6,14,35,6.666666667,18000,120000
2017,7,8,28,6,14,35,6.666666667,18000,120000
2017,7,7,28,2,14,37,6.166666667,18000,111000
2017,7,7,28,2,14,37,6.166666667,18000,111000
2017,7,7,28,2,14,37,6.166666667,18000,111000
2017,7,3,28,7,14,34,5.5,18000,99000
2017,7,3,28,7,14,34,5.5,18000,99000
2017,9,9,28,4,14,36,3.366666667,18000,60600
2017,9,9,28,4,14,36,3.366666667,18000,60600
2017,9,9,28,4,14,36,3.366666667,18000,60600
2017,12,25,28,24,14,27,7.083333333,17851,126444.5833
2017,12,25,28,24,14,27,7.083333333,17851,126444.5833
2017,12,25,28,24,14,27,7.083333333,17851,126444.5833
2017,12,25,28,24,14,27,7.083333333,17851,126444.5833
2018,5,9,28,59,14,24,7.333333333,16100,118066.6667
2018,5,9,28,59,14,24,7.333333333,16100,118066.6667
2016,8,26,28,59,14,24,2.083333333,14742,30712.5
2016,8,26,28,59,14,24,2.083333333,14742,30712.5
2016,8,26,28,59,14,24,2.083333333,14742,30712.5
2016,8,26,28,59,14,24,2.083333333,14742,30712.5
2017,6,27,28,7,14,34,7,13689,95823
2017,6,27,28,7,14,34,7,13689,95823
