DAY,MONTH,YEAR,DATE,LatDeg,LatMin,LongDeg,LongMin,DURATIONS(HOURS),TIME_START,TIME_END
31,12,2017,31-Dec-17,28,58,14,24,4.166666667,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,28,58,14,24,1.75,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,26,28,14,4,2.666666667,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,26,28,14,4,3.833333333,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,26,28,14,4,4.5,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,26,24,13,56,6.166666667,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,26,24,13,56,5,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,26,24,13,56,4.25,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,25,56,13,41,5.666666667,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,25,56,13,41,4.666666667,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,25,56,13,41,4.416666667,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,25,56,13,41,3.833333333,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,26,16,13,50,4.333333333,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,26,16,13,50,3,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,26,16,13,50,3.75,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,26,16,13,50,3.666666667,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,26,16,13,50,4.25,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,26,18,13,51,3.833333333,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,26,18,13,51,4,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,26,18,13,51,3.833333333,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,26,18,13,51,3.416666667,31-Dec-17,31-Dec-17
31,12,2017,31-Dec-17,26,18,13,51,3.666666667,31-Dec-17,31-Dec-17
30,12,2017,30-Dec-17,27,52,14,48,5.5,30-Dec-17,30-Dec-17
30,12,2017,30-Dec-17,27,52,14,48,1.666666667,30-Dec-17,30-Dec-17
30,12,2017,30-Dec-17,27,52,14,48,3.833333333,30-Dec-17,30-Dec-17
30,12,2017,30-Dec-17,26,23,13,50,4.5,30-Dec-17,30-Dec-17
30,12,2017,30-Dec-17,26,23,13,50,4.666666667,30-Dec-17,30-Dec-17
30,12,2017,30-Dec-17,26,23,13,50,5.25,30-Dec-17,30-Dec-17
30,12,2017,30-Dec-17,26,23,13,50,5.666666667,30-Dec-17,31-Dec-17
30,12,2017,30-Dec-17,26,6,13,41,3.75,30-Dec-17,30-Dec-17
30,12,2017,30-Dec-17,26,6,13,41,4.5,30-Dec-17,30-Dec-17
30,12,2017,30-Dec-17,26,6,13,41,3.75,30-Dec-17,30-Dec-17
30,12,2017,30-Dec-17,26,6,13,41,3.583333333,30-Dec-17,30-Dec-17
30,12,2017,30-Dec-17,26,6,13,41,3.75,30-Dec-17,30-Dec-17
30,12,2017,30-Dec-17,26,7,13,41,5,30-Dec-17,30-Dec-17
30,12,2017,30-Dec-17,26,7,13,41,4.5,30-Dec-17,30-Dec-17
30,12,2017,30-Dec-17,26,7,13,41,4,30-Dec-17,30-Dec-17
30,12,2017,30-Dec-17,26,7,13,41,4.083333333,30-Dec-17,30-Dec-17
30,12,2017,30-Dec-17,26,7,13,41,3.583333333,30-Dec-17,30-Dec-17
30,12,2017,30-Dec-17,26,25,13,59,3.25,30-Dec-17,30-Dec-17
30,12,2017,30-Dec-17,26,25,13,59,3.116666667,30-Dec-17,30-Dec-17
30,12,2017,30-Dec-17,26,25,13,59,3,30-Dec-17,30-Dec-17
30,12,2017,30-Dec-17,26,25,13,59,4.5,30-Dec-17,30-Dec-17
30,12,2017,30-Dec-17,26,25,13,59,3.666666667,30-Dec-17,30-Dec-17
29,12,2017,29-Dec-17,26,14,13,44,3.583333333,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,14,13,44,4.666666667,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,14,13,44,3.666666667,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,25,13,55,4.25,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,25,13,55,3.416666667,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,14,13,44,4.5,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,25,13,55,4.5,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,25,13,55,4.833333333,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,13,13,45,4.666666667,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,13,13,45,4.5,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,13,13,45,3.5,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,13,13,45,5.416666667,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,27,59,14,37,1.416666667,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,27,59,14,37,7.583333333,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,27,59,14,37,3.25,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,27,59,14,37,2.5,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,28,13,49,3.666666667,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,28,13,49,3.416666667,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,28,13,49,3.75,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,28,13,49,2.566666667,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,28,13,49,4.833333333,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,17,13,46,4.166666667,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,17,13,46,4,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,17,13,46,4,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,17,13,46,4.25,29-Dec-17,29-Dec-17
29,12,2017,29-Dec-17,26,17,13,46,4,29-Dec-17,29-Dec-17
28,12,2017,28-Dec-17,27,49,14,47,6.25,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,27,49,14,47,3.916666667,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,27,49,14,47,3.5,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,25,13,52,5,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,25,13,52,5,28-Dec-17,29-Dec-17
28,12,2017,28-Dec-17,26,25,13,52,4.916666667,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,25,13,52,4.283333333,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,0,13,42,4.583333333,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,0,13,42,4.916666667,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,0,13,42,4.566666667,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,0,13,42,4.666666667,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,14,13,43,5,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,14,13,43,5.166666667,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,14,13,43,5,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,14,13,43,4.5,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,5,13,41,4.083333333,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,5,13,41,3.25,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,5,13,41,3.666666667,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,5,13,41,3.666666667,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,5,13,41,4.583333333,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,3,13,43,4.083333333,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,3,13,43,4.166666667,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,3,13,43,3.666666667,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,3,13,43,3.75,28-Dec-17,28-Dec-17
28,12,2017,28-Dec-17,26,3,13,43,4,28-Dec-17,28-Dec-17
27,12,2017,27-Dec-17,26,14,13,40,6,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,26,14,13,40,3.416666667,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,26,14,13,40,4.416666667,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,26,14,13,40,3.916666667,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,26,0,13,42,5.25,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,26,25,13,52,4.416666667,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,26,0,13,42,4.916666667,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,26,25,13,52,2,27-Dec-17,28-Dec-17
27,12,2017,27-Dec-17,26,25,13,52,2.75,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,26,0,13,42,4.083333333,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,26,25,13,52,5.166666667,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,26,0,13,42,4.333333333,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,26,12,13,41,4.166666667,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,26,12,13,41,4.166666667,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,26,12,13,41,3.583333333,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,26,12,13,41,3.916666667,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,26,12,13,41,4.75,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,27,52,14,48,3.916666667,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,27,52,14,48,4.916666667,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,27,52,14,48,5.583333333,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,27,52,14,48,2.583333333,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,25,46,12,41,3.666666667,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,27,52,14,48,1.833333333,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,25,46,12,41,3.916666667,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,25,46,12,41,1.5,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,25,46,12,41,3.916666667,27-Dec-17,27-Dec-17
27,12,2017,27-Dec-17,25,46,12,41,3.833333333,27-Dec-17,27-Dec-17
26,12,2017,26-Dec-17,26,3,13,40,4.583333333,26-Dec-17,26-Dec-17
26,12,2017,26-Dec-17,26,18,13,41,1.75,26-Dec-17,26-Dec-17
26,12,2017,26-Dec-17,26,18,13,41,3.5,26-Dec-17,26-Dec-17
26,12,2017,26-Dec-17,26,18,13,41,5.583333333,26-Dec-17,26-Dec-17
26,12,2017,26-Dec-17,26,33,13,42,4.416666667,26-Dec-17,26-Dec-17
26,12,2017,26-Dec-17,26,33,13,42,3.916666667,26-Dec-17,26-Dec-17
26,12,2017,26-Dec-17,26,19,13,41,2.983333333,26-Dec-17,26-Dec-17
26,12,2017,26-Dec-17,26,33,13,42,3.75,26-Dec-17,26-Dec-17
26,12,2017,26-Dec-17,26,19,13,41,4.75,26-Dec-17,26-Dec-17
26,12,2017,26-Dec-17,26,19,13,41,6.25,26-Dec-17,26-Dec-17
26,12,2017,26-Dec-17,26,30,12,41,4.5,26-Dec-17,26-Dec-17
26,12,2017,26-Dec-17,26,30,12,41,3.916666667,26-Dec-17,26-Dec-17
26,12,2017,26-Dec-17,26,30,12,41,4.583333333,26-Dec-17,26-Dec-17
26,12,2017,26-Dec-17,27,41,14,40,5.083333333,26-Dec-17,26-Dec-17
26,12,2017,26-Dec-17,27,41,14,40,2.833333333,26-Dec-17,26-Dec-17
26,12,2017,26-Dec-17,27,41,14,40,3.583333333,26-Dec-17,26-Dec-17
26,12,2017,26-Dec-17,26,30,13,53,4.416666667,26-Dec-17,26-Dec-17
26,12,2017,26-Dec-17,26,30,13,53,5,26-Dec-17,26-Dec-17
26,12,2017,26-Dec-17,26,30,13,53,5.083333333,26-Dec-17,26-Dec-17
26,12,2017,26-Dec-17,26,30,13,53,3.916666667,26-Dec-17,27-Dec-17
25,12,2017,25-Dec-17,29,55,14,33,3.583333333,25-Dec-17,25-Dec-17
25,12,2017,25-Dec-17,29,55,14,33,5.25,25-Dec-17,25-Dec-17
25,12,2017,25-Dec-17,26,13,13,42,5.416666667,25-Dec-17,25-Dec-17
25,12,2017,25-Dec-17,26,13,13,42,4.583333333,25-Dec-17,25-Dec-17
25,12,2017,25-Dec-17,26,13,13,42,5,25-Dec-17,25-Dec-17
25,12,2017,25-Dec-17,26,13,13,43,4.666666667,25-Dec-17,25-Dec-17
25,12,2017,25-Dec-17,26,13,13,43,3.166666667,25-Dec-17,25-Dec-17
25,12,2017,25-Dec-17,26,13,13,43,4.25,25-Dec-17,25-Dec-17
25,12,2017,25-Dec-17,26,14,13,41,3.25,25-Dec-17,25-Dec-17
25,12,2017,25-Dec-17,26,14,13,41,5,25-Dec-17,25-Dec-17
25,12,2017,25-Dec-17,26,14,13,41,3.75,25-Dec-17,25-Dec-17
25,12,2017,25-Dec-17,26,14,13,41,4,25-Dec-17,25-Dec-17
25,12,2017,25-Dec-17,26,16,13,47,4,25-Dec-17,25-Dec-17
25,12,2017,25-Dec-17,26,16,13,47,2.916666667,25-Dec-17,25-Dec-17
25,12,2017,25-Dec-17,26,16,13,47,3.833333333,25-Dec-17,25-Dec-17
25,12,2017,25-Dec-17,26,16,13,47,4,25-Dec-17,25-Dec-17
25,12,2017,25-Dec-17,26,43,13,53,2.5,25-Dec-17,25-Dec-17
25,12,2017,25-Dec-17,26,43,13,53,3.083333333,25-Dec-17,25-Dec-17
25,12,2017,25-Dec-17,26,43,13,53,4,25-Dec-17,25-Dec-17
25,12,2017,25-Dec-17,26,43,13,53,4.333333333,25-Dec-17,26-Dec-17
25,12,2017,25-Dec-17,26,43,13,53,6.666666667,25-Dec-17,25-Dec-17
24,12,2017,24-Dec-17,26,25,13,55,6.916666667,24-Dec-17,24-Dec-17
24,12,2017,24-Dec-17,26,25,13,55,5.666666667,24-Dec-17,24-Dec-17
24,12,2017,24-Dec-17,26,25,13,55,0.916666667,24-Dec-17,24-Dec-17
24,12,2017,24-Dec-17,28,0,14,35,3.166666667,24-Dec-17,24-Dec-17
24,12,2017,24-Dec-17,28,0,14,35,5.583333333,24-Dec-17,24-Dec-17
24,12,2017,24-Dec-17,28,0,14,35,2.75,24-Dec-17,24-Dec-17
24,12,2017,24-Dec-17,26,22,13,48,4.666666667,24-Dec-17,24-Dec-17
24,12,2017,24-Dec-17,26,22,13,48,2.666666667,24-Dec-17,24-Dec-17
24,12,2017,24-Dec-17,26,22,13,48,5,24-Dec-17,24-Dec-17
24,12,2017,24-Dec-17,26,24,13,55,3.75,24-Dec-17,24-Dec-17
24,12,2017,24-Dec-17,26,24,13,55,3.75,24-Dec-17,24-Dec-17
24,12,2017,24-Dec-17,26,10,13,43,5.483333333,24-Dec-17,24-Dec-17
24,12,2017,24-Dec-17,26,10,13,43,3.416666667,24-Dec-17,24-Dec-17
24,12,2017,24-Dec-17,26,10,13,43,4.25,24-Dec-17,24-Dec-17
24,12,2017,24-Dec-17,26,10,13,43,4.083333333,24-Dec-17,24-Dec-17
24,12,2017,24-Dec-17,26,24,13,55,5.666666667,24-Dec-17,24-Dec-17
24,12,2017,24-Dec-17,26,24,13,55,4.166666667,24-Dec-17,24-Dec-17
24,12,2017,24-Dec-17,26,27,12,59,4.083333333,24-Dec-17,24-Dec-17
24,12,2017,24-Dec-17,26,27,12,59,3.5,24-Dec-17,24-Dec-17
24,12,2017,24-Dec-17,26,27,12,59,3.666666667,24-Dec-17,24-Dec-17
24,12,2017,24-Dec-17,26,27,12,59,4.083333333,24-Dec-17,25-Dec-17
24,12,2017,24-Dec-17,26,27,12,59,3.083333333,24-Dec-17,24-Dec-17
23,12,2017,23-Dec-17,26,15,13,45,1.666666667,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,26,15,13,45,2.916666667,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,26,15,13,45,5.416666667,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,26,15,13,45,5.333333333,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,26,27,13,54,4.25,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,26,35,14,0,3.75,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,26,35,14,0,4,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,26,35,14,0,3.25,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,26,35,14,0,4.666666667,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,26,27,13,54,4.083333333,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,26,27,13,54,4.75,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,26,27,13,54,4.666666667,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,26,26,14,2,7.833333333,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,26,26,14,2,2,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,26,26,14,2,2.083333333,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,26,26,14,2,4.5,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,25,52,13,42,5,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,25,52,13,42,2.416666667,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,25,52,13,42,3.833333333,23-Dec-17,24-Dec-17
23,12,2017,23-Dec-17,25,52,13,42,5,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,25,52,13,42,4.833333333,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,25,52,13,41,2.416666667,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,25,52,13,41,3.25,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,25,52,13,41,2.416666667,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,25,52,13,41,4,23-Dec-17,23-Dec-17
23,12,2017,23-Dec-17,25,52,13,41,6.166666667,23-Dec-17,23-Dec-17
22,12,2017,22-Dec-17,25,51,13,41,4.833333333,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,25,51,13,41,4.5,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,26,11,13,41,4.5,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,26,11,13,41,4.75,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,26,11,13,41,5.583333333,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,26,11,13,41,3.75,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,25,56,13,43,5.083333333,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,25,56,13,43,5,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,25,56,13,43,3.333333333,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,25,56,13,43,4,22-Dec-17,23-Dec-17
22,12,2017,22-Dec-17,26,7,13,40,4,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,26,7,13,40,4.833333333,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,26,7,13,40,4.833333333,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,26,7,13,40,3.75,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,26,7,13,41,4.25,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,26,7,13,40,2.666666667,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,26,7,13,41,4.5,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,26,7,13,41,3.75,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,26,7,13,41,4.166666667,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,26,7,13,41,4.333333333,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,26,32,14,1,1.25,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,26,32,14,1,3.833333333,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,26,32,14,1,3.916666667,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,26,32,14,1,3.916666667,22-Dec-17,22-Dec-17
22,12,2017,22-Dec-17,26,32,14,1,4.75,22-Dec-17,22-Dec-17
21,12,2017,21-Dec-17,26,5,13,41,3.5,21-Dec-17,21-Dec-17
21,12,2017,21-Dec-17,26,5,13,41,4.333333333,21-Dec-17,21-Dec-17
21,12,2017,21-Dec-17,26,5,13,41,5.166666667,21-Dec-17,21-Dec-17
21,12,2017,21-Dec-17,26,5,13,41,4.083333333,21-Dec-17,21-Dec-17
21,12,2017,21-Dec-17,26,6,13,40,3.833333333,21-Dec-17,21-Dec-17
21,12,2017,21-Dec-17,26,7,13,40,5.5,21-Dec-17,21-Dec-17
21,12,2017,21-Dec-17,26,7,13,40,4.333333333,21-Dec-17,21-Dec-17
21,12,2017,21-Dec-17,26,7,13,40,3.75,21-Dec-17,21-Dec-17
21,12,2017,21-Dec-17,26,7,13,40,3.5,21-Dec-17,21-Dec-17
21,12,2017,21-Dec-17,26,6,13,40,3.75,21-Dec-17,21-Dec-17
21,12,2017,21-Dec-17,26,6,13,40,4.333333333,21-Dec-17,21-Dec-17
21,12,2017,21-Dec-17,26,6,13,40,4.5,21-Dec-17,21-Dec-17
21,12,2017,21-Dec-17,26,5,11,42,3.666666667,21-Dec-17,21-Dec-17
21,12,2017,21-Dec-17,26,5,11,42,3.166666667,21-Dec-17,21-Dec-17
21,12,2017,21-Dec-17,26,5,11,42,3.583333333,21-Dec-17,22-Dec-17
21,12,2017,21-Dec-17,26,5,11,42,3,21-Dec-17,21-Dec-17
21,12,2017,21-Dec-17,26,5,11,42,4.083333333,21-Dec-17,21-Dec-17
21,12,2017,21-Dec-17,26,6,13,42,3.716666667,21-Dec-17,21-Dec-17
21,12,2017,21-Dec-17,26,6,13,42,2.75,21-Dec-17,21-Dec-17
21,12,2017,21-Dec-17,26,6,13,42,2.666666667,21-Dec-17,21-Dec-17
21,12,2017,21-Dec-17,26,6,13,42,3.916666667,21-Dec-17,21-Dec-17
21,12,2017,21-Dec-17,26,6,13,42,3.666666667,21-Dec-17,21-Dec-17
20,12,2017,20-Dec-17,26,4,13,41,5.75,20-Dec-17,20-Dec-17
20,12,2017,20-Dec-17,25,51,13,40,4.666666667,20-Dec-17,20-Dec-17
20,12,2017,20-Dec-17,25,51,13,40,5,20-Dec-17,20-Dec-17
20,12,2017,20-Dec-17,25,30,13,44,2.5,20-Dec-17,20-Dec-17
20,12,2017,20-Dec-17,25,30,13,44,6.666666667,20-Dec-17,20-Dec-17
20,12,2017,20-Dec-17,25,56,13,41,3.833333333,20-Dec-17,20-Dec-17
20,12,2017,20-Dec-17,25,56,13,41,3.916666667,20-Dec-17,20-Dec-17
20,12,2017,20-Dec-17,25,56,13,41,3.5,20-Dec-17,20-Dec-17
20,12,2017,20-Dec-17,25,56,13,41,4.333333333,20-Dec-17,20-Dec-17
20,12,2017,20-Dec-17,25,56,13,41,4.583333333,20-Dec-17,20-Dec-17
20,12,2017,20-Dec-17,25,51,13,47,4.416666667,20-Dec-17,20-Dec-17
20,12,2017,20-Dec-17,25,51,13,47,3.5,20-Dec-17,20-Dec-17
20,12,2017,20-Dec-17,25,51,13,47,4.25,20-Dec-17,20-Dec-17
20,12,2017,20-Dec-17,25,51,13,47,4.5,20-Dec-17,20-Dec-17
20,12,2017,20-Dec-17,25,51,13,47,3.583333333,20-Dec-17,21-Dec-17
20,12,2017,20-Dec-17,25,52,13,41,2.833333333,20-Dec-17,20-Dec-17
20,12,2017,20-Dec-17,25,52,13,41,4,20-Dec-17,20-Dec-17
20,12,2017,20-Dec-17,25,52,13,41,4.416666667,20-Dec-17,20-Dec-17
20,12,2017,20-Dec-17,25,52,13,41,3,20-Dec-17,20-Dec-17
20,12,2017,20-Dec-17,25,52,13,41,3.833333333,20-Dec-17,20-Dec-17
19,12,2017,19-Dec-17,25,51,13,39,2.75,19-Dec-17,19-Dec-17
19,12,2017,19-Dec-17,25,51,13,39,5.083333333,19-Dec-17,19-Dec-17
19,12,2017,19-Dec-17,25,51,13,39,5.666666667,19-Dec-17,19-Dec-17
19,12,2017,19-Dec-17,26,1,13,41,2.916666667,19-Dec-17,19-Dec-17
19,12,2017,19-Dec-17,26,1,13,41,5.583333333,19-Dec-17,19-Dec-17
19,12,2017,19-Dec-17,26,1,13,41,3.666666667,19-Dec-17,19-Dec-17
19,12,2017,19-Dec-17,26,11,13,40,4,19-Dec-17,19-Dec-17
19,12,2017,19-Dec-17,26,11,13,40,3.916666667,19-Dec-17,19-Dec-17
19,12,2017,19-Dec-17,26,11,13,40,5.666666667,19-Dec-17,19-Dec-17
19,12,2017,19-Dec-17,25,52,13,41,4.416666667,19-Dec-17,19-Dec-17
19,12,2017,19-Dec-17,25,52,13,41,3.5,19-Dec-17,19-Dec-17
19,12,2017,19-Dec-17,25,52,13,41,3.583333333,19-Dec-17,19-Dec-17
19,12,2017,19-Dec-17,25,52,13,41,5.5,19-Dec-17,19-Dec-17
18,12,2017,18-Dec-17,25,57,13,39,4.75,18-Dec-17,18-Dec-17
18,12,2017,18-Dec-17,25,57,13,39,4.916666667,18-Dec-17,18-Dec-17
18,12,2017,18-Dec-17,25,57,13,39,5.5,18-Dec-17,18-Dec-17
18,12,2017,18-Dec-17,25,52,13,40,3,18-Dec-17,18-Dec-17
18,12,2017,18-Dec-17,25,52,13,40,5.166666667,18-Dec-17,18-Dec-17
18,12,2017,18-Dec-17,25,52,13,40,4.333333333,18-Dec-17,18-Dec-17
18,12,2017,18-Dec-17,25,58,13,41,4.166666667,18-Dec-17,18-Dec-17
18,12,2017,18-Dec-17,25,58,13,41,4.666666667,18-Dec-17,18-Dec-17
18,12,2017,18-Dec-17,25,58,13,41,3.166666667,18-Dec-17,18-Dec-17
18,12,2017,18-Dec-17,25,58,13,41,3.333333333,18-Dec-17,18-Dec-17
18,12,2017,18-Dec-17,25,53,13,40,4.416666667,18-Dec-17,18-Dec-17
18,12,2017,18-Dec-17,25,53,13,40,4.333333333,18-Dec-17,18-Dec-17
18,12,2017,18-Dec-17,25,53,13,40,4.416666667,18-Dec-17,18-Dec-17
18,12,2017,18-Dec-17,25,53,13,40,3.833333333,18-Dec-17,18-Dec-17
17,12,2017,17-Dec-17,25,55,13,40,4.916666667,17-Dec-17,17-Dec-17
17,12,2017,17-Dec-17,25,55,13,40,3.25,17-Dec-17,17-Dec-17
17,12,2017,17-Dec-17,25,55,13,40,2.5,17-Dec-17,17-Dec-17
17,12,2017,17-Dec-17,25,55,13,40,5.25,17-Dec-17,17-Dec-17
17,12,2017,17-Dec-17,25,57,13,42,5.166666667,17-Dec-17,18-Dec-17
17,12,2017,17-Dec-17,25,57,13,42,3.833333333,17-Dec-17,17-Dec-17
17,12,2017,17-Dec-17,25,57,13,42,4.333333333,17-Dec-17,17-Dec-17
17,12,2017,17-Dec-17,25,57,13,42,4.833333333,17-Dec-17,17-Dec-17
17,12,2017,17-Dec-17,25,59,13,43,3.733333333,17-Dec-17,17-Dec-17
17,12,2017,17-Dec-17,25,59,13,43,3.916666667,17-Dec-17,17-Dec-17
17,12,2017,17-Dec-17,25,59,13,43,3.75,17-Dec-17,17-Dec-17
17,12,2017,17-Dec-17,25,59,13,43,3,17-Dec-17,17-Dec-17
