Year,Month,Day,LAT,LON,DURATION,HOOKS_SET
2009,3,19,21,12,6,28500
2008,9,7,21,12,5.133333333,27500
2009,1,5,21,12,6,27000
2005,7,25,21,12,8.083333333,24480
2005,7,21,21,12,9.25,24480
2010,6,24,21,12,2.083333333,23040
2010,6,23,21,12,6.166666667,20040
2005,7,12,21,12,8.633333333,23040
2012,7,10,21,12,11.13333333,9500
2008,7,29,20,12,7.583333333,27500
2010,7,4,20,12,5.5,28500
2007,5,4,20,12,1.5,7500
2010,8,9,19,12,7,28500
2005,5,15,25,13,0.9,19500
2012,9,20,24,13,6.25,9600
2012,6,27,23,13,5.833333333,19500
2009,11,20,22,13,6.116666667,29000
2008,9,17,22,13,7,28000
2008,9,16,22,13,7.966666667,27500
2009,12,9,22,13,7.166666667,29000
2006,9,5,22,13,10,27500
2012,7,4,22,13,5.833333333,9600
2009,12,14,22,13,6.5,10000
2008,9,18,22,13,4,10000
2005,4,20,28,14,7.25,15120
2012,6,8,26,14,6.5,19200
2012,7,29,26,14,8.316666667,19200
2012,12,8,26,14,9.083333333,11700
2012,7,18,26,14,8.5,9600
2007,3,11,19,11,4.683333333,25400
2006,11,21,22,12,8,26000
2007,12,22,21,12,7.366666667,29700
2006,7,9,21,12,8.25,27860
2010,9,22,21,12,6.5,28550
2006,7,26,21,12,6.5,26400
2010,6,20,21,12,9.733333333,20480
2004,10,5,21,12,10,9360
2008,1,30,20,12,6.2,29200
2007,1,29,20,12,7.2,25400
2008,4,11,24,13,8.65,28500
2005,5,18,24,13,7,17280
2006,3,24,23,13,21.78333333,27000
2012,4,11,23,13,5.75,19600
2007,9,4,22,13,7.383333333,29200
2006,6,12,22,13,5.75,25100
2006,3,22,22,13,7.133333333,25875
2006,9,3,22,13,10,27600
2005,1,17,22,13,8.383333333,19500
2009,8,8,19,11,4.5,28500
2006,9,20,19,11,7,24800
2009,6,2,22,12,6.25,28500
2012,8,19,22,12,6.25,19000
2008,6,3,21,12,7.85,28000
2008,9,22,21,12,6,24800
2005,8,12,21,12,7.916666667,24750
2008,9,21,21,12,5.833333333,22500
2010,7,27,21,12,7.5,28500
2005,7,10,21,12,8.116666667,24480
2009,2,1,21,12,6.5,28500
2005,7,27,21,12,7.5,21440
2010,5,19,21,12,6.666666667,27000
2008,12,28,21,12,6.833333333,18000
2012,8,14,21,12,9.75,9400
2008,3,4,20,12,6.616666667,28900
2008,7,7,20,12,6.033333333,28000
2008,7,9,20,12,1.3,28000
2010,5,25,20,12,5.5,24000
2014,9,8,25,13,5.833333333,24000
2005,6,18,25,13,6.75,24480
2005,3,30,25,13,7.333333333,24000
2005,3,31,25,13,8.95,22950
2012,6,11,25,13,4.233333333,9550
2014,9,9,24,13,6.5,24000
2014,8,18,24,13,6.75,23400
2014,7,25,24,13,5.233333333,22800
2014,7,8,24,13,6.25,19200
2012,9,23,24,13,5.333333333,9600
2005,9,13,23,13,6.75,23760
2006,1,24,23,13,7.083333333,24000
2013,3,2,23,13,7,12000
2014,9,19,23,13,6.833333333,24000
2012,9,25,23,13,5.666666667,19600
2008,9,15,22,13,7.15,27500
2006,3,3,22,13,5.4,24975
2012,11,11,22,13,7,19800
2013,3,2,22,13,12,12000
2012,4,27,22,13,5.333333333,9600
2012,8,20,22,13,9.9,9600
2005,9,11,22,13,5,8426
2004,12,14,28,14,9.9,19500
2012,5,31,26,14,7,19000
2013,7,28,26,14,8.466666667,19600
2012,7,19,26,14,6.166666667,9400
2012,9,10,26,14,8,12200
2013,11,14,26,14,12.66666667,4300
2006,11,22,22,12,8.25,9850
2006,7,7,21,12,9,28900
2007,2,8,21,12,7,25160
2005,8,14,21,12,7.833333333,24750
2005,8,16,21,12,10.33333333,18000
2007,4,25,20,12,7.6,25500
2005,5,14,25,13,9.35,24000
2004,12,9,25,13,5.233333333,9000
2007,7,4,24,13,7.3,28200
2005,3,12,24,13,7.416666667,24000
2005,6,23,24,13,9.166666667,9720
2012,11,15,23,13,6,19800
2005,9,16,23,13,7,23040
2005,10,13,23,13,5.666666667,13334
2012,9,26,23,13,5.75,10200
2007,9,8,22,13,5.433333333,29100
2014,8,7,22,13,6.666666667,23500
2012,8,18,22,13,6.5,18800
2012,7,5,22,13,13.08333333,9600
2005,1,29,28,14,9.75,19500
2014,10,10,26,14,7.666666667,22320
2012,7,30,26,14,7.25,9600
2012,8,4,26,14,8.183333333,9600
2007,3,10,19,11,5.933333333,25500
2007,3,9,19,11,4.866666667,28840
2007,4,20,19,11,8.75,25500
2009,11,23,22,12,7.5,29000
2010,6,12,22,12,6.333333333,29000
2009,5,30,22,12,7,28000
2009,11,24,21,12,6.833333333,29000
2010,7,2,21,12,6.5,29000
2009,2,14,21,12,6.5,28000
2009,2,22,21,12,6,27500
2010,11,4,21,12,6,28000
2007,6,30,21,12,5.15,14100
2005,7,20,21,12,4.583333333,10800
2009,1,17,21,12,6,12500
2008,6,26,20,12,7.333333333,28000
2008,6,27,20,12,7.016666667,28000
2008,2,11,20,12,7.133333333,28800
2008,7,26,20,12,6.816666667,28000
2006,2,22,20,12,7.983333333,27000
2008,4,16,20,12,7,27000
2008,8,30,20,12,6.483333333,27500
2008,7,25,20,12,3.25,22500
2007,1,27,20,12,4.716666667,15200
2008,1,18,24,13,7.233333333,29100
2007,6,22,24,13,6.5,15000
2007,8,4,22,13,4.95,28600
2007,8,2,22,13,5.866666667,28200
2006,3,2,22,13,6.5,27000
2006,3,15,22,13,8.5,27000
2008,9,13,22,13,6.8,27500
2009,6,27,22,13,5.5,28500
2005,8,25,22,13,9.383333333,23700
2005,1,12,22,13,7.466666667,19500
2010,2,4,22,12,7,29000
2006,5,31,22,12,6,20600
2009,5,24,22,12,5.833333333,14000
2006,5,29,21,12,7,26100
2006,5,27,21,12,7,27600
2009,2,13,21,12,4.5,28000
2010,7,6,21,12,6,29000
2010,9,23,21,12,7.25,29180
2009,1,7,21,12,6.916666667,27100
2010,7,3,21,12,6.5,28500
2009,3,25,21,12,6.333333333,28500
2005,7,9,21,12,9.166666667,24480
2012,8,11,21,12,5.166666667,19100
2006,11,11,21,12,9,25100
2010,9,24,21,12,7,29010
2010,6,21,21,12,7.233333333,23040
2010,11,2,21,12,4.666666667,13500
2010,6,22,21,12,14.41666667,12800
2010,6,22,21,12,7,10240
2010,6,21,21,12,14.5,7680
2008,7,16,20,12,8.833333333,28500
2008,7,11,20,12,1.316666667,28000
2008,7,28,20,12,7.516666667,28000
2008,7,10,20,12,1.333333333,25000
2008,6,30,20,12,7.433333333,15000
2006,1,25,24,13,10,27000
2005,3,2,24,13,3.75,22500
2005,2,9,24,13,9,20720
2005,2,7,24,13,9.5,19500
2005,2,11,24,13,8.75,20720
2006,3,11,23,13,6.8,27000
2006,1,21,23,13,6.416666667,20250
2010,2,23,22,13,8,29000
2006,7,1,22,13,9,29950
2009,3,12,22,13,6.983333333,28000
2010,4,10,22,13,7,29000
2006,5,4,22,13,8,25350
2006,7,2,22,13,8,23900
2006,5,7,22,13,8.5,23750
2012,7,9,22,13,5.666666667,9600
2009,2,26,22,13,8.166666667,9300
2006,2,20,21,12,7.9,27000
2005,8,15,21,12,7.333333333,24000
2008,2,12,20,12,6.866666667,29100
2008,3,3,20,12,6.25,28900
2008,3,11,20,12,7.016666667,29000
2008,4,20,20,12,6.866666667,28000
2008,3,2,20,12,3.75,26000
2007,5,7,20,12,5.616666667,25500
2008,6,25,20,12,6.416666667,15000
2005,2,12,24,13,8,11100
2012,11,16,24,13,2.383333333,19800
2005,3,10,24,13,7.583333333,23625
2005,9,1,23,13,7.416666667,24750
2005,9,2,23,13,8.416666667,22500
2005,8,20,23,13,7.5,23625
2006,4,6,23,13,9.466666667,15600
2007,9,5,22,13,6.566666667,29200
2007,8,27,22,13,6,29200
2007,9,18,22,13,6.266666667,27900
2005,8,24,22,13,7.833333333,23925
2006,4,15,22,12,7.033333333,26700
2010,2,3,22,12,8,29000
2009,6,14,22,12,7.083333333,28000
2006,5,11,22,12,6,20100
2010,7,26,21,12,7,28500
2006,5,30,21,12,6,24600
2009,1,6,21,12,7,27000
2009,1,15,21,12,6.75,28000
2009,1,21,21,12,7,27500
2005,8,17,21,12,8.5,24375
2009,3,21,21,12,7,28500
2008,8,6,21,12,6.183333333,26000
2009,7,16,21,12,1.833333333,19700
2008,2,10,20,12,6.933333333,29200
2008,7,27,20,12,8.816666667,28000
2008,7,21,20,12,7.916666667,28000
2008,7,30,20,12,6.95,28000
2009,4,21,20,12,5.75,28500
2009,4,20,20,12,5.5,28500
2010,9,16,20,12,5,28500
2009,7,8,20,12,7.5,28500
2007,4,23,20,12,6.05,25500
2007,4,22,20,12,6.05,25500
2009,7,18,20,12,5.25,23000
2009,4,19,20,12,5.75,17000
2012,9,13,25,13,6.333333333,10100
2005,10,24,24,13,6,22464
2014,7,5,24,13,7,12600
2014,7,3,24,13,11.5,12600
2014,8,2,24,13,11.5,10200
2006,1,29,23,13,8.583333333,27000
2008,11,5,23,13,7.333333333,27500
2014,8,26,23,13,6,22800
2006,1,12,23,13,6.05,22500
2009,1,13,22,13,7,27000
2009,4,6,22,13,6.333333333,28500
2005,9,8,22,13,7.833333333,24000
2009,5,7,22,13,8,28000
2009,3,11,22,13,7.166666667,28000
2012,5,27,22,13,6.333333333,12100
2012,4,25,22,13,5.5,10200
2012,4,25,22,13,8.766666667,9400
2012,8,16,22,13,12.65,9600
2006,4,13,21,13,8.833333333,26800
2004,10,17,27,14,10.5,18450
2014,9,5,26,14,7.333333333,24000
2006,5,28,21,12,7.25,28600
2006,2,19,21,12,7.516666667,27000
2008,2,13,20,12,7.116666667,29100
2008,6,29,20,12,7.65,28000
2008,7,17,20,12,7.7,27500
2007,4,21,20,12,8.666666667,25500
2006,1,28,23,13,7.25,27000
2007,7,19,23,13,6.633333333,28100
2007,8,23,23,13,5.633333333,9000
2006,8,23,23,13,7.5,15650
2007,6,18,22,13,5.15,27800
2006,3,20,22,13,7.5,27000
2006,9,1,22,13,6,29450
2006,6,1,22,13,6,20100
2012,7,6,22,13,11.5,9600
2006,2,8,26,14,8.25,27000
2014,5,23,26,14,7.333333333,24000
2008,5,24,22,12,6.85,29000
2009,3,23,22,12,7.833333333,28500
2009,5,23,22,12,6.883333333,28000
2009,5,22,22,12,7,28000
2010,11,5,22,12,6.5,28000
2006,5,8,22,12,8,23650
2014,9,30,22,12,2.666666667,21000
2012,8,15,22,12,6.333333333,19100
2008,6,20,21,12,7.883333333,28000
2010,7,25,21,12,6.75,28500
2008,12,27,21,12,6.583333333,27500
2009,1,16,21,12,6.25,28000
2009,3,20,21,12,6.666666667,28500
2009,2,2,21,12,8.166666667,28000
2009,6,15,21,12,7.583333333,28500
2010,7,24,21,12,5.333333333,13500
2008,7,19,20,12,7.85,27500
2009,7,21,20,12,7,23000
2015,6,16,25,13,7.5,12000
2006,3,12,23,13,7.75,27000
2006,2,27,22,13,8.333333333,27000
2006,2,26,22,13,8.5,27000
2009,7,3,22,13,7.25,28500
2010,7,8,22,13,5.333333333,27500
2012,8,17,22,13,6.5,19100
2014,9,4,26,14,6.166666667,12000
2008,5,25,22,12,6.85,29000
2006,3,21,22,12,8,27000
2006,2,18,21,12,7.083333333,27000
2005,7,11,21,12,7.5,24480
2008,4,21,20,12,7.566666667,29000
2008,7,20,20,12,6.6,28000
2008,3,5,20,12,7.3,28900
2009,4,15,20,12,7.25,28500
2006,1,7,24,13,8.75,27000
2006,3,9,24,13,8,27000
2005,2,20,24,13,2,15000
2006,4,3,24,13,8.1,13502
2005,8,27,23,13,8.333333333,24750
2005,9,17,23,13,6.75,23040
2006,1,30,23,13,8.083333333,6000
2008,2,19,22,13,7.266666667,29200
2008,2,3,22,13,9.5,29200
2007,6,17,22,13,5.866666667,27900
2007,6,16,22,13,6.816666667,27750
2005,9,12,22,13,7,8000
2006,2,6,26,14,7.583333333,27000
2006,2,7,26,14,8.5,27000
2012,12,10,26,14,2.733333333,9660
2012,7,20,26,14,6.5,9600
2007,9,11,22,12,4.9,29300
2007,9,9,22,12,6.416666667,29000
2006,5,6,22,12,8,26300
2006,4,19,22,12,8.083333333,26800
2009,11,22,22,12,7.333333333,29000
2009,6,8,22,12,6.833333333,28500
2008,12,24,22,12,7.5,27000
2009,5,31,22,12,7.25,28000
2014,9,28,22,12,2.416666667,21600
2014,9,29,22,12,2.75,24000
2006,4,16,22,12,5.416666667,15685
2006,4,12,22,12,9,15600
2008,6,22,21,12,8.45,28500
2008,3,12,20,12,6.616666667,29000
2008,4,15,20,12,7.5,29000
2008,7,18,20,12,8.45,27500
2009,4,14,20,12,7.216666667,28500
2009,7,22,20,12,6,29105
2009,7,19,20,12,8.25,23000
2009,4,13,20,12,3.416666667,17000
2008,11,30,20,12,2.85,9300
2005,12,30,24,13,9.5,27000
2006,1,6,24,13,6.783333333,27000
2007,9,6,23,13,5.15,28600
2008,5,7,23,13,7.833333333,28500
2006,4,29,23,13,6.75,25865
2012,8,20,23,13,5.3,9600
2009,2,24,22,13,6.666666667,28500
2010,2,22,22,13,7,29000
2009,6,13,22,13,4.75,28500
2009,11,2,22,13,6.416666667,21000
2004,12,18,22,13,1.65,18000
2012,12,17,26,14,12.66666667,12432
2012,12,17,26,14,8.233333333,9828
2005,3,29,25,14,6.1,24000
2008,8,8,22,12,6.583333333,27500
2006,5,5,22,12,6.25,24650
2008,8,5,21,12,8.4,24000
2006,4,21,21,12,8,26550
2008,7,8,20,12,7.15,28500
2005,8,10,20,12,1.383333333,20250
2008,3,10,20,12,3.35,13900
2005,5,17,25,13,7,21000
2005,12,28,24,13,6.666666667,27000
2014,8,3,24,13,6.916666667,25200
2014,9,17,24,13,7.166666667,24000
2007,6,20,24,13,5.983333333,27700
2014,7,26,24,13,6.833333333,23500
2014,7,27,24,13,7.75,23500
2013,3,10,24,13,6.666666667,22258
2013,1,26,24,13,5.833333333,22000
2014,7,28,24,13,2.766666667,22000
2014,7,4,24,13,7,12600
2012,3,18,24,13,6.666666667,20000
2012,12,26,24,13,11.5,12012
2012,3,17,24,13,12.1,10800
2008,2,18,22,13,6.716666667,29000
2007,8,26,22,13,3.283333333,28500
2008,11,6,22,13,5.75,27600
2006,6,11,22,13,9,25200
2008,11,8,22,13,7.183333333,27300
2005,7,28,22,13,6,15005
2005,1,16,22,13,9.05,19500
2005,4,15,29,14,7,14400
2004,12,24,29,14,2.05,19500
2006,6,20,26,14,10,25545
2014,7,23,26,14,6.716666667,23000
2014,10,7,26,14,9.166666667,12000
2014,12,7,26,14,12.16666667,12000
2008,9,1,19,11,6.583333333,28000
2009,6,1,22,12,7.333333333,28000
2009,1,26,22,12,5.166666667,9500
2010,4,18,21,12,7.416666667,29000
2008,8,7,21,12,8.066666667,25500
2009,11,11,24,13,8,28500
2009,8,17,24,13,4.75,28500
2010,4,14,22,13,8.083333333,29000
2012,8,16,22,13,7,9600
2004,10,26,26,14,10,16650
2005,7,8,21,12,8.583333333,24480
2005,12,29,24,13,8.083333333,27000
2007,7,13,24,13,2.15,28100
2007,6,21,24,13,5.5,27700
2012,12,11,24,13,5,19320
2005,9,15,23,13,7.833333333,23760
2007,9,27,22,13,6.233333333,28000
2007,9,20,22,13,3.9,27600
2006,3,23,22,13,8,27000
2014,10,4,26,14,8.583333333,22560
2014,10,12,26,14,6.75,11760
2014,9,4,26,14,8.5,12000
2009,1,4,22,12,7.5,27000
2009,3,7,22,12,5.916666667,28000
2010,7,7,22,12,5.5,28000
2009,7,4,22,12,6.583333333,28500
2007,9,12,22,12,6.066666667,27600
2009,1,3,22,12,4.166666667,19000
2009,4,23,22,12,7.75,15000
2009,2,20,21,12,4.166666667,14000
2008,1,2,20,12,5.25,30000
2008,4,22,20,12,7.733333333,29100
2006,2,28,23,13,9.183333333,27000
2005,10,8,23,13,4.933333333,24460
2009,2,25,22,13,6.833333333,28000
2009,5,13,22,13,8.916666667,28000
2007,8,17,22,13,3.4,19500
2010,4,13,22,12,6.5,29000
2009,1,25,22,12,6.833333333,27500
2008,5,27,22,12,5.016666667,9500
2006,4,20,21,12,9,26500
2010,9,15,20,12,4.75,28500
2005,10,4,25,13,6.416666667,23760
2005,3,9,24,13,8.533333333,22500
2012,12,26,24,13,7,10248
2012,4,21,24,13,12.16666667,9800
2012,3,16,24,13,11.66666667,9200
2012,7,6,23,13,6.583333333,9600
2006,6,10,22,13,7.5,26450
2008,9,14,22,13,6.65,28000
2009,5,14,22,13,8,28500
2012,4,26,22,13,5,9200
2012,7,4,22,13,12.66666667,9600
2006,2,9,26,14,8.5,27000
2006,9,14,21,12,7.75,29650
2006,9,27,21,12,7,24500
2008,2,28,21,12,5.583333333,15500
2008,4,2,25,13,6.5,22600
2014,9,10,24,13,6.333333333,24000
2008,4,7,24,13,7.35,14400
2005,2,10,23,13,9,21600
2007,9,19,22,13,6.15,29200
2008,2,27,22,13,7.383333333,29000
2007,9,29,22,13,5.066666667,28100
2007,7,24,22,13,3.7,28100
2012,11,13,22,13,6.833333333,19800
2004,11,4,27,14,10,16500
2004,10,29,27,14,10,17500
2004,10,27,27,14,10,6650
2006,2,10,26,14,8.5,27000
2004,10,30,26,14,10,15200
2014,12,7,26,14,8.916666667,12000
2014,12,8,26,14,12.33333333,12000
2008,8,31,19,11,5.6,27000
2008,8,15,22,12,5.85,28000
2009,5,20,22,12,6.75,28500
2009,5,21,22,12,6.5,28000
2008,5,11,20,12,7.766666667,28500
2005,2,21,24,13,1.5,15750
2012,4,21,24,13,6.416666667,9800
2012,3,15,23,13,2.416666667,26500
2008,5,9,22,13,8.066666667,27500
2006,3,19,22,13,8.5,27000
2009,12,8,22,13,6.5,29000
2004,10,14,27,14,2.5,19860
2004,10,28,27,14,10,16650
2007,6,11,22,12,5.266666667,27700
2006,9,13,21,12,7.5,28600
2006,9,9,21,12,8,26400
2005,10,3,25,13,5.833333333,24450
2007,8,13,23,13,5.333333333,29800
2007,8,14,23,13,5.716666667,29800
2012,11,10,23,13,5.033333333,19900
2007,8,3,22,13,6.35,28200
2006,3,14,22,13,8,27000
2007,1,31,22,13,6.2,25840
2007,2,1,22,13,6.683333333,18240
2014,7,15,22,13,4.5,16800
2007,9,30,22,13,7.266666667,13800
2013,1,9,22,13,14.36666667,10248
2004,12,25,29,14,10.03333333,19500
2004,11,5,27,14,10.2,19500
2004,10,31,27,14,8,10500
2009,3,22,22,12,7,28500
2009,11,3,22,12,7.416666667,24000
2009,3,5,21,12,5.5,28000
2012,12,18,25,13,5.4,19320
2014,8,25,24,13,6.7,22800
2005,4,24,24,13,8.833333333,24750
2012,8,6,24,13,5.5,19800
2009,8,18,23,13,7.5,28500
2005,9,14,23,13,9.666666667,23760
2013,3,15,23,13,7,20000
2008,11,10,22,13,1.033333333,26500
2008,11,9,22,13,6.9,27100
2009,12,12,22,13,6.833333333,29000
2010,2,24,22,13,7.5,29000
2009,1,14,22,13,6,27000
2006,3,18,22,13,8.166666667,25650
2004,11,7,26,14,1.766666667,19500
2014,10,7,26,14,14.25,12000
2007,3,31,19,11,7.033333333,24700
2008,5,21,22,12,7.183333333,28000
2009,2,3,22,12,6.75,28000
2007,4,3,22,12,9.016666667,24500
2007,12,14,21,12,5.566666667,29700
2007,4,1,19,12,12.6,25500
2008,4,3,24,13,8.5,27000
2007,8,6,24,13,10.98333333,28400
2007,8,16,23,13,5.8,29800
2006,3,1,23,13,8.916666667,27000
2012,11,12,23,13,7,19800
2007,7,23,22,13,4.1,28100
2009,5,8,22,13,7.666666667,28000
2007,7,22,22,13,3.9,28100
2006,9,17,22,13,6,7800
2004,10,15,27,14,8,21500
2004,11,6,27,14,2.1,19500
2009,12,11,22,12,7,29000
2012,8,8,22,12,6,19000
2006,9,12,21,12,8.5,29250
2006,1,1,25,13,7.5,27000
2014,9,16,24,13,7.166666667,24000
2012,12,25,24,13,7.666666667,22260
2012,12,24,24,13,5.916666667,22260
2005,3,11,24,13,7.166666667,22575
2012,9,22,24,13,10.35,10200
2005,5,27,24,13,8.166666667,12600
2014,8,20,23,13,5.5,18000
2009,12,10,22,13,8,29000
2009,5,16,22,13,7,28000
2014,9,21,22,13,6,21500
2009,4,7,22,13,7.666666667,9000
2014,12,5,27,14,5.666666667,22000
2014,12,6,26,14,6.5,24000
2014,12,9,26,14,7,12000
2014,12,8,26,14,7.233333333,12000
2014,12,9,26,14,12.41666667,12000
2007,1,26,22,12,7.716666667,24400
2006,8,6,20,12,8.5,28450
2007,3,30,19,12,6.5,24750
2007,3,29,19,12,6,24000
2006,6,26,24,13,6,21600
2012,12,19,24,13,8.666666667,12264
2012,12,19,24,13,5.916666667,9996
2012,4,20,24,13,12.5,9800
2007,8,29,22,13,6.2,28200
2014,9,27,22,13,1.583333333,14400
2014,8,8,22,13,12.66666667,12600
2008,2,26,22,13,6.133333333,13500
2009,1,24,22,12,6.666666667,27500
2008,5,12,20,12,7.516666667,28000
2007,8,15,23,13,5.333333333,29800
2012,3,14,23,13,5,20000
2009,5,12,22,13,6.25,23000
2012,7,5,22,13,6,9600
2007,3,28,19,11,4.533333333,7500
2006,9,6,22,12,4.5,10750
2008,1,21,24,13,5.083333333,29200
2008,4,12,24,13,7.333333333,28000
2008,2,21,22,13,7.533333333,29200
2008,5,26,22,12,7.283333333,28500
2007,9,10,22,12,6.866666667,28200
2006,4,14,22,12,9.5,27000
2007,9,25,22,12,5.3,27800
2007,1,25,22,12,7.366666667,24480
2009,3,6,21,12,6,28000
2010,8,20,21,12,6,22000
2006,1,11,24,13,7.166666667,25500
2005,4,25,24,13,9.083333333,24750
2007,8,12,23,13,4.8,29700
2012,3,16,23,13,6.25,9500
2007,7,12,22,13,6,28100
2007,7,11,22,13,5.35,28100
2007,6,29,22,13,7.75,28200
2009,5,15,22,13,7.416666667,28500
2009,5,9,22,13,8,28000
2008,2,22,22,13,12.4,14000
2009,11,21,22,12,6.666666667,29000
2008,8,12,22,12,5.283333333,27500
2006,9,16,22,12,7,26250
2008,5,13,20,12,7.133333333,28500
2012,4,20,24,13,6.5,9800
2014,8,8,23,13,7.75,25200
2008,1,11,22,13,6.833333333,24000
2014,7,17,22,13,6.666666667,25400
2014,9,20,22,13,6.666666667,24000
2009,3,13,22,13,7.5,28500
2004,10,25,27,14,10,18650
2004,10,16,27,14,10,18450
2006,2,17,22,12,6,27000
2006,9,28,21,12,8.5,23200
2008,4,6,24,13,8.583333333,12500
2007,9,28,22,13,6.616666667,28000
2008,8,13,22,12,7.4,27500
2012,12,23,24,13,5.583333333,22260
2009,4,4,23,13,7.75,28500
2009,4,2,23,13,4.333333333,15500
2007,7,10,22,13,4.166666667,28100
2010,5,14,22,13,7,26500
2010,2,25,22,13,5.666666667,7500
2014,8,23,24,13,5.833333333,22800
2009,4,3,23,13,7.583333333,28500
2007,9,26,22,13,5.916666667,29100
2008,9,6,22,13,6.6,27500
2008,8,14,22,12,7.266666667,28000
2009,3,8,22,12,6.5,27500
2014,9,25,24,13,2.916666667,26400
2014,9,26,24,13,2.916666667,22800
2009,6,5,23,13,7.166666667,28500
2009,1,22,22,13,6,27500
2009,1,23,22,13,5.25,27500
2009,2,19,22,13,6.833333333,28000
2008,5,20,22,12,5.85,27000
2006,9,15,21,12,7,27850
2008,4,23,20,12,8.983333333,29100
2005,12,31,25,13,4.033333333,26250
2014,8,24,24,13,6.333333333,22800
2012,3,17,24,13,6.25,10800
2007,9,21,23,13,5.616666667,28000
2008,4,10,23,13,6.683333333,27500
2007,8,5,23,13,4.366666667,28200
2007,9,15,22,13,5.316666667,28000
2008,9,12,22,13,6.466666667,27000
2012,4,26,22,13,6.766666667,9200
2005,6,3,29,14,7.416666667,18000
2008,12,23,22,12,7.25,27500
2012,12,12,24,13,11.48333333,12600
2012,12,12,24,13,6.666666667,9660
2006,1,10,23,13,6.833333333,25500
2012,12,13,23,13,6,14616
2009,3,16,22,13,7.166666667,28500
2009,3,15,22,13,6.5,28500
2009,3,14,22,13,7.333333333,28000
2005,4,14,29,14,6,12600
2014,8,4,23,13,7.166666667,23500
2008,2,20,22,13,6.983333333,28700
2007,7,1,22,13,4.283333333,28200
2008,9,4,22,13,5.883333333,14000
2007,8,11,23,13,4.8,29500
2006,9,29,21,12,8.5,22100
2007,8,24,24,13,4,20100
2007,9,17,22,13,6.483333333,27300
2008,9,5,22,13,6.783333333,27500
2014,7,16,22,13,12.58333333,12500
2008,4,24,20,12,6.266666667,28500
2012,12,20,24,13,6.75,22260
2014,8,9,23,13,6.333333333,16000
2014,8,27,23,13,6,22800
2005,10,2,24,13,6.166666667,24480
2014,8,29,23,13,6.5,22800
2014,8,28,23,13,6.5,22800
2007,9,7,22,13,5.116666667,28600
2014,7,16,22,13,6.75,12500
2005,1,14,23,13,9.066666667,16132
2014,8,19,24,13,6.833333333,23400
2007,8,25,24,13,4.8,19800
2005,10,1,24,13,7,12240
2006,9,30,22,13,5.25,7500
2012,12,27,24,13,6.666666667,22200
2012,12,21,24,13,13,18881
2006,8,14,22,13,6.5,26000
2014,8,30,22,13,6,14500
2005,11,19,28,14,11.5,24746
2009,4,5,23,13,7.5,28500
2006,6,23,23,13,8.25,21500
2008,11,4,23,13,7.216666667,23000
2005,5,16,25,13,6.833333333,19500
2005,8,11,20,12,8.916666667,24750
2007,5,21,21,12,6.6,26500
2002,6,19,23,13,5.5,14300
2002,6,18,23,13,8.416666667,24400
2002,6,15,24,13,5.833333333,11200
2002,6,17,23,13,10.66666667,11200
2002,6,16,23,13,5.75,22400
2002,7,23,20,12,8,17500
2002,10,24,23,13,8.5,28000
2002,9,4,22,13,8.75,25000
2002,9,3,22,13,9,25000
2004,5,25,24,13,7.25,21000
2004,5,24,24,13,7.833333333,21000
2004,5,26,24,13,8,21000
2004,5,23,24,13,8,21000
2004,6,7,24,13,8.833333333,21000
2004,5,22,24,13,8.666666667,21000
2003,2,8,19,11,8.75,21000
2003,2,9,19,11,9,21000
2003,2,10,19,11,9.833333333,21000
2003,2,11,19,11,10.66666667,22500
2003,11,18,24,13,9,17000
2003,11,17,24,13,9,17000
2003,2,17,29,14,8.5,21000
2003,2,6,19,11,6.5,21000
2005,10,14,19,11,8,21000
2005,8,30,23,13,8,15000
2003,2,7,19,11,9,21000
2005,10,15,19,11,7.833333333,21000
2004,2,1,22,12,7.333333333,21000
2005,9,18,24,13,8,20000
2003,2,20,29,14,8.75,22500
2003,2,21,29,14,9.083333333,22500
2003,2,19,29,14,9.5,22500
2003,12,20,28,14,7,21000
2004,1,4,22,12,8,21000
2003,1,14,20,12,10,21000
2004,6,18,23,13,8.083333333,21000
2005,9,15,24,13,8.5,21000
2005,1,18,24,13,8.916666667,15000
2003,12,8,23,13,8,21000
2002,6,21,23,13,17.5,15000
2004,5,8,24,13,7.5,21000
2004,5,9,24,13,6.75,15000
2004,6,17,23,13,8.416666667,21000
2004,6,16,23,13,7.833333333,21000
2003,9,27,24,13,9,17000
2004,1,3,23,13,8,21000
2004,2,11,22,12,8,21000
2004,6,19,23,13,8.016666667,21000
2003,12,19,27,14,4,21000
2003,1,6,21,12,8.25,20000
2003,1,31,20,12,8,21000
2004,7,22,22,13,8.75,21000
2005,8,10,22,12,10,20000
2005,9,14,24,13,9.5,21000
2005,8,24,24,13,8,22000
2004,5,7,24,13,7.333333333,21000
2004,7,27,23,13,8.333333333,21000
2004,7,15,23,13,8,21000
2004,6,27,23,13,7.166666667,21000
2004,6,20,23,13,7.5,21000
2005,8,29,23,13,8.5,20000
2005,8,28,23,13,8.5,20000
2004,7,21,22,13,8.5,21000
2004,7,24,22,13,8,18000
2005,12,24,28,14,6.666666667,21000
2005,12,23,28,14,8,21000
2005,12,22,27,14,7.75,21000
2003,1,4,21,12,10.66666667,18700
2003,1,30,20,12,8,21000
2003,1,11,20,12,5.666666667,21000
2003,2,18,29,14,9.5,22500
