Year,Month,Day,LAT,LON,DURATION,HOOKS_SET
2001,4,8,22,13,7,18000
2001,4,10,22,13,7,18000
1999,7,31,21,12,6.25,13500
1999,9,20,20,12,6.5,14850
1999,7,29,21,12,5.75,13500
1999,6,23,22,13,1,9500
1999,12,4,22,13,10.5,13500
2002,2,7,23,13,6.5,20000
2001,5,11,22,13,7,18000
2002,3,7,22,13,9.25,2000
1999,7,23,21,12,7.25,13400
2002,1,20,21,12,6.75,20000
2002,3,4,22,13,9,20000
1999,11,21,22,13,7.5,4050
2002,3,10,22,13,8.666666667,20000
2002,3,9,22,13,8.083333333,20000
1999,8,29,21,12,9,24000
2000,4,13,21,12,9.5,25000
2002,11,3,24,13,10.5,37000
2002,11,26,23,13,9.5,32400
2002,11,4,23,13,10,37000
2015,3,13,25,13,7.666666667,22680
2004,10,18,22,12,7,24000
2004,10,13,24,13,8.75,24000
2005,6,22,27,14,9,16600
2005,10,31,28,14,8.666666667,24500
2001,11,16,28,14,7,24000
2006,1,7,26,13,10,15000
2003,11,11,24,13,7.75,29400
2003,11,11,24,13,7.75,29400
2004,5,5,24,13,9.833333333,29000
2004,5,26,24,13,9,27300
2004,5,4,24,13,3.783333333,21600
2006,1,30,24,13,9.666666667,20000
2005,11,1,27,14,9.333333333,24500
2005,10,29,27,14,8.333333333,21000
2004,5,22,24,13,8,25700
2003,11,8,24,13,7.166666667,31800
2003,11,12,24,13,7.75,18000
2003,11,8,24,13,7.166666667,31800
2003,11,12,24,13,7.75,18000
2007,8,3,24,13,9,25392
2006,1,29,24,13,8.75,26000
2005,12,23,24,13,7.25,25000
2005,10,28,27,14,8.75,23000
2008,9,6,27,14,7.083333333,8465
2005,12,19,24,13,8.25,29000
2005,12,24,24,13,7.333333333,25000
2005,12,18,24,13,8,25000
2005,12,15,24,13,9,22000
2007,8,4,24,13,8.983333333,25392
2005,12,26,24,13,7,29000
2005,12,14,24,13,7.833333333,29000
2005,12,17,24,13,8.333333333,26000
2006,1,28,24,13,9.166666667,26000
2003,11,10,24,13,11,31800
2003,11,10,24,13,11,31800
2004,5,18,24,13,8,27600
2004,5,21,24,13,7.75,28800
2012,9,2,24,13,6.483333333,11760
2012,9,2,24,13,6.483333333,11760
2006,2,10,28,14,9,24500
2005,12,16,24,13,9.5,26000
2003,11,9,24,13,8.5,31800
2003,11,9,24,13,8.5,31800
2008,9,8,27,14,7.833333333,26450
2006,6,13,25,13,8,14000
2007,7,28,24,13,8,23276
2005,12,25,24,13,7,25000
2003,11,7,24,13,8.666666667,31800
2003,11,7,24,13,8.666666667,31800
2005,12,13,24,13,6.5,22000
2004,5,17,24,13,7.833333333,28800
2004,5,15,24,13,7.5,28200
2004,5,19,24,13,8,28800
2006,1,22,24,13,5,16000
2005,12,22,24,13,8,14000
2005,6,16,28,14,8,24000
2005,10,30,28,14,9.5,24500
2010,12,13,28,14,14.08333333,7056
2006,8,16,24,13,6,16200
2006,8,30,24,13,7.666666667,14400
2005,6,15,28,14,16,23000
2006,8,17,24,13,8.25,21600
2008,9,19,24,13,6.95,22700
2005,12,3,24,13,8.333333333,24000
2004,5,20,24,13,8.666666667,28800
2004,10,29,23,13,9,24000
2006,2,12,28,14,7.5,26000
2003,12,1,22,12,8.25,28800
2008,9,18,24,13,6.783333333,22700
2010,12,20,24,13,5.633333333,23520
2005,8,10,22,12,2.75,20000
2006,9,6,26,13,7.25,20000
2005,7,16,26,13,7.5,20000
2005,12,27,24,13,9.5,29000
2005,12,4,24,13,8.833333333,28000
2005,12,8,24,13,7.833333333,22500
2006,1,27,24,13,9.25,15000
2006,8,18,24,13,2.5,10800
2005,11,21,28,14,9.833333333,28000
2006,2,11,27,14,9.5,26000
2005,10,27,27,14,2.083333333,21000
2006,2,21,27,14,8.583333333,20000
2006,2,25,27,14,8,21000
2006,6,24,25,13,8,29000
2005,12,5,24,13,8.75,28000
2010,7,4,24,13,6.35,20700
2009,4,4,24,13,12.66666667,10580
2005,12,7,24,13,8,29000
2005,12,6,24,13,8,26000
2006,8,23,24,13,7.583333333,18900
2005,6,9,28,14,11.5,23000
2003,11,26,22,12,6.333333333,25200
2001,9,18,23,13,7,26700
2015,8,1,24,13,6.833333333,21168
2003,11,17,24,13,8,31800
2006,9,21,27,14,9,23000
2006,9,22,27,14,8,20000
2008,7,16,24,13,5.083333333,22700
2008,9,7,27,14,8.416666667,6348
2008,2,11,24,13,4.416666667,9100
2007,7,29,24,13,8,25392
2007,8,6,24,13,9,25392
2007,8,5,24,13,8,21160
2005,12,2,24,13,10,22500
2003,11,20,24,13,9,28800
2004,11,3,24,13,4,24000
2005,12,12,24,13,7.5,16000
2006,2,13,28,14,7,26000
2005,11,20,28,14,8.25,20000
2006,9,20,27,14,10,23000
2001,11,28,27,14,7,27000
2009,7,7,24,13,4.966666667,6210
2003,2,5,28,14,7,32000
2008,2,13,24,13,7.833333333,9204
2009,3,13,24,13,4,14810
2008,7,17,24,13,6.25,22700
2008,9,17,24,13,3,20700
2004,5,9,24,13,9.666666667,28400
2012,9,6,24,13,12.35,11760
2007,7,31,24,13,9,23276
2007,7,30,24,13,9,23276
2008,2,14,24,13,6.166666667,17457
2004,11,4,24,13,7.5,20000
2005,6,1,28,14,9.5,25000
2005,6,11,28,14,7.75,25000
2005,6,2,28,14,8.916666667,25000
2005,6,3,28,14,8.833333333,25000
2005,6,12,28,14,8.5,25000
2005,6,13,28,14,8.25,24000
2006,2,14,27,14,8,26000
2003,3,25,24,13,7.25,30000
2007,9,3,24,13,7,25392
2008,3,20,24,13,4.75,12696
2006,9,10,24,13,7.5,19000
2001,3,9,23,13,7,26700
2005,5,16,28,14,8.333333333,24400
2003,11,21,24,13,9.5,31800
2009,4,4,24,13,7,12695
2003,12,9,24,13,5.333333333,29500
2003,11,22,24,13,8.166666667,26400
2003,11,22,24,13,8.166666667,26400
2003,11,16,24,13,9.166666667,29400
2004,5,16,24,13,9.25,28800
2005,6,4,29,14,8,23400
2005,6,10,28,14,7.5,21000
2003,3,18,24,13,9,30000
2003,2,17,28,14,9,32400
2001,3,10,23,13,5,26700
2008,11,27,24,13,6.833333333,14810
2005,7,6,26,13,8.75,15000
2005,7,7,26,13,8,22000
2005,7,5,26,13,9,15000
2007,4,14,24,13,7.5,25500
2006,11,29,24,13,8,20000
2007,12,29,24,13,7.666666667,22220
2007,12,28,24,13,4.416666667,22220
2003,11,18,24,13,8,30000
2005,6,25,29,14,9.25,23200
2007,9,21,27,14,6,21160
2005,7,26,27,14,9.5,18000
2003,6,26,24,13,8.75,30000
2010,2,5,24,13,7.7,21000
2010,2,4,24,13,6.216666667,19900
2008,9,3,28,14,7.666666667,8464
2008,9,2,27,14,5.583333333,8464
2010,2,16,24,13,7.7,20700
2008,2,12,24,13,6.833333333,12167
2003,12,8,23,13,7,28800
2004,1,8,29,14,9,27600
2005,5,31,28,14,7.5,25000
2007,5,16,24,13,6.483333333,12700
2009,4,5,24,13,10.5,8465
2003,2,25,28,14,5.5,19200
2006,9,18,27,14,7.416666667,23000
2004,11,20,28,14,9.333333333,24000
2004,11,24,27,14,8.833333333,24000
2005,5,19,29,14,7.583333333,23140
2004,11,29,27,14,7.666666667,24000
2003,11,30,22,12,6.166666667,27600
2003,1,29,21,12,11,32400
2006,2,28,26,13,6.5,28000
2003,12,13,24,13,7.5,21600
2003,3,19,24,13,8,30000
2005,5,20,29,14,9.166666667,24400
2005,5,17,29,14,3.416666667,24400
2005,6,14,28,14,9,24000
2005,5,30,28,14,8,24300
2005,4,7,28,14,7.833333333,24000
2005,5,18,28,14,7.5,23140
2006,2,15,27,14,7,26000
2006,2,20,27,14,9,20000
2005,3,18,26,13,4.166666667,21200
2003,11,19,24,13,8,28800
2002,10,2,21,12,6,37000
2005,4,24,28,14,8,24300
1999,10,14,21,12,10,24000
1999,10,13,21,12,10,24000
2003,1,11,21,12,5.5,32400
2006,2,27,26,13,8.083333333,22000
2005,1,12,24,13,8,24000
2005,4,29,29,14,6,24500
2005,4,30,29,14,5.333333333,14500
2007,4,25,28,14,9,24500
2004,11,22,28,14,9.5,24000
2004,11,30,28,14,7.75,24000
2005,1,6,28,14,9.75,24000
2003,12,17,28,14,6,28800
2001,12,5,28,14,7.5,32000
2005,10,20,28,14,8,16000
2004,12,28,28,14,7.583333333,14000
2006,8,26,24,13,8.666666667,21600
2006,8,24,24,13,8.166666667,19800
2004,5,7,24,13,8.5,29000
2009,6,26,24,13,4.25,9315
2009,7,24,24,13,7.166666667,14490
2005,4,16,28,14,8,21960
2003,10,30,24,13,9.95,31800
2003,4,5,23,13,9.5,30000
2003,10,4,22,13,22.8,32400
2001,3,20,22,12,6,26700
1999,10,15,21,12,10,24000
2005,7,4,25,13,5.5,14000
2004,11,10,24,13,6.833333333,24300
2005,4,17,28,14,9.5,23000
2005,4,6,28,14,8.833333333,24000
2005,4,15,28,14,8.666666667,23000
2001,11,18,28,14,2,31000
2001,11,17,28,14,8,31000
2007,9,23,28,14,6,14812
2006,5,19,27,14,7.666666667,28000
2006,5,21,27,14,8.25,25000
2003,1,30,21,12,9,27600
2005,1,18,28,14,10,24000
2006,8,27,24,13,7.833333333,21600
2005,1,7,28,14,9.5,24000
2005,1,17,28,14,10.58333333,24000
2004,12,22,27,14,10.25,24000
2003,11,6,24,13,9.5,31800
2003,11,6,24,13,9.5,31800
2003,10,29,24,13,9.166666667,31800
2003,10,28,24,13,10,31800
2004,5,6,24,13,9,29000
2003,1,28,21,12,9.5,32000
2006,9,16,28,14,9.75,22000
2006,9,17,27,14,9.5,22000
2003,11,29,22,12,8.333333333,31400
2003,10,10,24,13,7.816666667,32400
2003,5,18,23,13,9,30000
2010,9,27,24,13,4.75,15540
1999,9,16,24,12,14,24000
1999,10,17,22,12,8,24000
1999,10,21,21,12,7,24000
1999,10,16,21,12,10,24000
2005,7,9,26,13,9,21500
2005,10,26,26,13,8,21000
2006,8,25,24,13,8.583333333,30600
2006,8,28,24,13,8.333333333,21600
2006,8,29,24,13,8.25,21600
2006,11,25,24,13,9,20000
2006,11,14,24,13,3.75,18000
2005,7,2,24,13,9,17000
2013,2,6,24,13,2.633333333,21168
2003,12,10,24,13,9.5,29400
2003,11,5,24,13,4,18000
2004,2,1,24,13,8.75,28000
2003,11,5,24,13,4,18000
2003,11,1,24,13,5.666666667,14400
2003,10,31,24,13,8.333333333,31800
2005,7,28,24,13,9.5,18000
2012,9,7,24,13,14.6,11760
2005,4,19,28,14,8.833333333,23000
2006,2,4,28,14,8.5,28000
2005,1,8,28,14,8,24000
2004,12,25,28,14,9,24000
2004,12,26,28,14,9.666666667,24000
2004,12,27,28,14,9,24000
2005,1,5,28,14,9.25,24000
2005,1,16,28,14,9.083333333,24000
2005,4,18,28,14,8.25,21960
2005,10,18,28,14,9.5,24000
2007,4,24,28,14,8,12600
2005,5,29,27,14,8.666666667,23000
2001,12,25,27,14,9,37000
2008,9,4,27,14,2.333333333,6350
2001,3,16,19,11,7,26700
2004,5,11,24,13,9,29400
2005,3,19,27,14,3.583333333,14840
2003,1,10,20,12,8,32400
2005,1,9,28,14,7,21000
2002,11,6,23,13,10,34000
2003,9,23,23,13,9.75,26760
2015,9,14,21,12,5.75,23520
1999,9,15,20,12,4,20000
2004,11,12,23,13,8.25,25400
2007,4,26,28,14,8.666666667,23000
2005,4,14,28,14,8.25,21960
2006,5,20,27,14,8.5,26000
2003,9,29,24,13,9,32400
2002,12,31,24,13,9,32400
2004,11,19,28,14,9.5,24000
2004,3,6,25,13,8.916666667,15500
2001,12,26,25,13,9,32000
2008,2,3,24,13,10.58333333,8465
2003,10,1,24,13,8.666666667,26400
2002,12,7,24,13,9.5,32400
2003,10,15,24,13,8.333333333,24000
2005,1,19,29,14,9.75,24000
2007,2,19,28,14,9.733333333,25000
2007,1,31,28,14,7.5,25000
2006,9,19,28,14,9.5,23000
2001,11,22,28,14,9,30000
2001,11,20,28,14,7,30000
2001,11,21,28,14,8,30000
2004,5,28,25,13,7.833333333,28000
2003,4,23,24,13,7.25,30000
2003,1,31,21,12,9,32400
2003,1,27,21,12,8.75,32400
2003,3,3,25,13,8,32000
2003,1,20,25,13,9,32400
2003,4,21,24,13,8.25,30000
2003,3,26,24,13,3,30000
2003,10,11,24,13,7.5,27000
2003,4,18,23,13,8,30000
2003,4,19,23,13,8.5,30000
2003,2,6,28,14,8.5,32400
2001,10,5,21,12,7.5,26700
2001,10,4,21,12,7.5,26700
2006,3,8,26,13,8,18000
2006,3,6,26,13,6,17000
2003,6,10,24,13,10,30000
2003,3,21,25,13,9,33000
2002,12,26,24,13,8.5,32400
2003,11,28,22,12,9.25,31400
2004,6,1,22,12,8.333333333,29200
2004,5,31,22,12,9.416666667,29200
2003,1,9,20,12,8.75,32400
2004,10,20,23,13,7.666666667,21800
2002,11,7,23,13,9,37000
2003,2,19,28,14,8.75,32400
2003,2,15,28,14,7.5,32400
2003,12,2,22,12,10.75,31800
2003,3,15,22,12,8,33000
2004,2,10,22,12,9.5,28200
2004,2,24,22,12,10.08333333,28800
2004,2,8,22,12,8.833333333,28800
2004,5,30,22,12,8.833333333,28400
1999,9,17,21,12,6,24000
1999,8,28,21,12,8,24000
2000,4,15,21,12,11,25000
2000,4,14,21,12,10.5,25000
1900,1,1,21,12,6,26700
2000,4,12,21,12,7,25000
2006,2,26,26,13,6,22000
2006,3,7,26,13,7.5,19500
2003,1,18,25,13,9,32400
2006,9,12,24,13,9,25000
2006,9,11,24,13,7.5,22000
2007,3,21,24,13,7.25,21000
2005,6,29,24,13,7.416666667,19000
2003,3,4,24,13,9,32400
2003,4,24,24,13,8.25,30000
2002,12,30,24,13,8.5,32400
2003,1,21,24,13,7.5,32400
2005,8,3,24,13,8.75,20000
2005,7,30,24,13,10,20000
2005,7,31,24,13,9.5,20000
2002,11,18,23,13,5,37000
1999,8,15,23,13,8,24000
1999,8,13,22,13,5.916666667,19000
2004,12,4,28,14,4.75,24000
2004,12,5,28,14,7.5,24000
2006,2,24,28,14,10,26000
2001,11,19,28,14,6,31000
2003,2,16,28,14,8.5,32400
2008,1,21,27,14,6.666666667,8464
2005,11,14,26,14,9,26000
2001,10,7,21,12,6,26700
2001,10,6,21,12,7,26700
2001,9,27,21,12,6,26700
2002,12,9,24,13,9.5,32400
2003,4,25,24,13,8,30000
2003,4,26,24,13,7.5,30000
2002,11,20,24,13,5,32400
2002,11,19,24,13,9.5,32400
2002,12,29,24,13,7.5,32400
2009,4,5,24,13,6.666666667,8465
2002,5,24,23,13,7.5,37000
2003,2,8,28,14,7.833333333,32400
2003,1,26,22,12,8,32400
2002,12,16,21,12,8.5,32400
2003,1,7,21,12,10,32400
2003,4,15,23,13,7,24200
2013,3,30,23,13,12.78333333,14112
2001,9,30,21,13,3,26700
2003,12,11,24,13,8.5,29400
2002,11,5,24,13,11,37000
2003,6,25,24,13,9.75,30000
2004,5,8,24,13,8.5,29000
2002,11,9,23,13,8,37000
2003,3,30,23,13,9,30000
2004,4,17,23,13,8.666666667,27600
2003,2,21,28,14,7,29000
2001,9,29,21,12,5,31000
2008,2,2,24,13,8,8464
2003,4,22,24,13,9,30000
2002,4,3,24,13,8,37000
2002,5,25,23,13,7.5,37000
2002,5,23,23,13,7,37000
2013,8,30,28,14,6.5,14112
2002,12,15,21,12,8.5,32400
2009,11,17,25,13,4,14490
2009,8,11,25,13,11.41666667,10350
2003,4,2,23,13,8.5,30000
2003,4,4,23,13,8.5,30000
2001,3,8,23,13,7,26700
2004,11,14,22,13,8.5,30000
2001,3,14,20,11,4,26700
1999,8,22,21,12,7,24000
1999,8,12,21,12,6.5,2300
1999,8,21,21,12,7,24000
1999,8,27,21,12,7,24000
2003,1,6,21,12,8.333333333,32400
2004,3,14,21,12,8.083333333,21600
1999,9,18,20,12,9,24000
1999,8,30,20,12,8,24000
2006,3,5,26,13,8.5,28000
2004,3,5,25,13,8,24000
2005,7,15,25,13,9.5,20000
2005,1,11,25,13,4.25,17000
2003,10,7,24,13,8,31800
2003,10,27,24,13,8.333333333,31800
2001,9,13,24,13,6,26700
2005,8,1,24,13,3,20000
2005,8,2,24,13,8.75,20000
2008,2,1,24,13,8.5,7406
2003,5,6,22,13,8,30000
2013,1,7,22,13,10.66666667,12936
2013,1,7,22,13,2.516666667,11760
2005,3,20,29,14,3.333333333,21200
2006,12,24,28,14,9.75,25000
2007,2,21,28,14,9.833333333,25000
2007,4,20,28,14,8.5,23000
2004,12,23,28,14,8.416666667,24000
2006,12,21,28,14,9,22000
2007,2,17,28,14,4.75,16500
2005,6,24,27,14,7.416666667,19660
2002,11,17,24,13,10,37000
2002,11,14,23,13,8,37000
2002,12,28,23,13,9,32400
2003,5,7,22,13,9.5,30000
2004,2,3,24,13,8,28800
2003,6,4,24,13,9.25,30000
2003,6,8,24,13,10.33333333,30000
2004,1,10,29,14,9,28200
2001,9,28,21,12,6,26700
2001,9,15,24,13,5,26700
2003,4,13,23,13,9.5,30000
2003,4,1,23,13,8.666666667,30000
2002,11,16,23,13,8,37000
2004,2,25,22,12,7.75,26400
2004,8,13,21,12,8.833333333,28800
2003,4,20,24,13,8.75,30000
2003,9,28,24,13,10,32400
2003,10,26,24,13,3.25,31800
2001,2,27,23,13,7,26700
2003,4,10,23,13,9,30000
2003,4,11,23,13,9,30000
2003,3,22,25,13,9,30000
2003,6,20,24,13,8.666666667,30000
2003,10,6,24,13,3.166666667,32400
2003,5,10,23,13,8,30000
2002,5,22,23,13,7,37000
2003,5,9,22,13,8.25,30000
2003,2,11,29,14,9.5,32400
2003,2,12,28,14,8,19200
2009,1,5,27,14,8.166666667,14812
2004,1,19,24,13,10,29400
2003,6,18,24,13,10,30000
2003,6,21,24,13,9.166666667,17160
2003,4,14,23,13,8.5,30000
2002,12,8,24,13,9.5,32400
2002,12,20,24,13,8,32400
2002,12,5,24,13,9,32400
2003,4,9,23,13,7,30000
2003,4,3,23,13,10,30000
2003,11,27,22,12,9.5,32400
2004,2,19,22,12,8.333333333,27400
2004,4,11,22,12,6.666666667,24000
2004,8,8,21,12,8.583333333,26400
2001,2,18,21,12,5.5,27600
2009,8,30,25,13,13.91666667,17595
2004,3,4,25,13,7.416666667,28800
2004,1,18,24,13,6.833333333,28000
2002,10,15,23,13,6,37000
2003,4,12,23,13,9,30000
2001,4,13,23,13,6,26700
2001,3,30,23,13,7,26700
2003,5,5,22,13,9.833333333,30000
2003,3,23,25,13,9,30000
2002,11,8,24,13,9,37000
2002,12,27,24,13,7.5,32400
2002,11,25,23,13,9.5,32400
2003,3,31,23,13,8.5,30000
2003,2,18,28,14,9,32400
2003,2,7,28,14,8,32400
2002,3,16,22,12,5,37000
2003,3,14,22,12,9,30000
2004,2,20,22,12,9.166666667,28800
2004,2,9,22,12,9,28800
2004,6,2,22,12,8,29000
2004,8,9,21,12,11.91666667,28000
2004,8,12,21,12,8.916666667,28800
2004,8,11,21,12,9.5,28600
1999,8,19,21,12,7,24000
2004,3,17,21,12,8,19200
2004,3,23,21,12,7.5,28600
2004,3,13,20,12,9.416666667,28800
2004,3,12,20,12,7,28200
2009,8,18,25,13,6.5,20700
2006,1,5,25,13,7.5,26000
2003,10,21,25,13,8,31800
2005,7,17,25,13,11,20000
2005,7,18,25,13,9.5,20000
2014,1,9,25,13,12.5,9410
2004,2,4,24,13,8.083333333,24000
2003,6,24,24,13,2.916666667,30000
2003,9,30,24,13,8.833333333,32400
2002,2,14,24,13,7,37000
2003,9,26,24,13,9.333333333,31800
2004,1,24,23,13,9.333333333,28400
2004,1,27,23,13,7.833333333,28000
1999,8,16,23,13,10,24000
2004,2,15,23,13,8,27600
2004,11,11,23,13,7.666666667,25000
2002,4,20,23,13,7,37000
2003,3,11,22,13,11,33000
2005,1,20,29,14,10.16666667,24000
2005,1,21,29,14,9.833333333,17000
2007,2,18,28,14,10.5,25000
2007,1,26,28,14,7.25,25000
2007,1,25,28,14,8.75,25000
2006,12,26,28,14,8.25,25000
2007,2,20,28,14,7.166666667,25000
2004,12,6,28,14,7.5,24000
2004,12,24,28,14,9.166666667,24000
2009,12,21,28,14,6.666666667,17595
2004,1,9,28,14,9.25,30000
2001,12,1,28,14,7,3200
2001,12,11,28,14,7.5,32000
2001,12,12,28,14,7,32000
2001,11,29,28,14,8,32000
2005,10,13,28,14,6,18000
2006,2,23,28,14,8,20000
2005,4,5,28,14,9.283333333,15000
2001,12,2,28,14,9,32000
2001,12,3,28,14,6.5,30000
2001,12,4,28,14,9,30000
2001,11,30,27,14,8.166666667,3200
2008,1,20,27,14,5.75,16930
2005,10,21,27,14,9,16000
2002,12,6,24,13,8,32400
2002,11,24,23,13,8,32400
2002,11,27,23,13,10,32400
2000,5,8,22,13,10,30000
2002,2,21,22,12,7,3700
2002,5,8,22,12,5.5,37000
2006,8,3,25,13,8.5,16200
2001,6,7,24,13,6,26700
2003,9,27,24,13,10.5,31800
2002,6,16,23,13,6,37000
2002,2,22,22,12,7,37000
2004,2,23,22,12,8.666666667,28800
2001,1,24,21,12,6,17500
2002,11,13,22,13,9,37000
2004,3,16,21,12,7.166666667,28200
2004,3,10,21,12,7.5,28800
2003,6,11,24,13,6.5,30000
2001,9,11,24,13,6,26700
2003,9,25,24,13,9.833333333,31800
2003,5,17,23,13,10.5,30000
2013,3,30,23,13,5.533333333,10584
2001,1,31,22,12,5,27600
2001,2,1,22,12,6,27600
2015,8,13,21,12,6.916666667,21168
2001,2,15,21,12,7,27600
2003,1,17,25,13,9,32400
2003,1,14,24,13,8.5,32000
2001,6,8,24,13,6,26700
2003,1,19,24,13,9,32400
2002,11,28,23,13,9,32400
2015,8,23,23,13,6,11760
2015,8,23,23,13,6,11760
2015,2,27,28,14,22.58333333,25200
2002,3,15,22,12,5.5,37000
2004,3,15,21,12,8.666666667,28200
2004,3,11,21,12,8.833333333,22800
2004,4,6,20,12,5.5,29400
2010,6,2,23,13,5.45,20700
2003,5,14,23,13,9.75,30000
2003,5,15,23,13,9.25,30000
2003,5,16,23,13,9,30000
2003,5,19,23,13,9.666666667,30000
2003,12,3,22,13,6.5,22800
2001,2,16,22,12,7,27600
2002,5,9,22,12,7,37000
2001,2,28,21,12,7,26700
2002,12,19,24,13,8,32400
2002,12,10,24,13,8.5,32400
2001,9,12,24,13,6,26700
2001,10,21,23,13,6,26700
2015,8,22,22,13,4.25,21168
2015,8,22,22,13,4.25,21168
2003,2,27,29,14,9,32000
2009,12,19,28,14,6.916666667,20700
2008,12,13,27,14,7.25,23805
2008,12,7,27,14,7.25,6345
2004,8,10,21,12,8.5,28500
2004,4,5,20,12,5.833333333,29400
2006,8,2,25,13,8,23400
2006,8,1,25,13,7.416666667,22500
2003,3,20,25,13,7.75,30000
2002,11,29,24,13,9,32400
2003,6,23,24,13,6.666666667,28000
2002,4,11,24,13,6,37000
2004,11,13,23,13,8.5,30600
2003,5,4,22,13,10.75,30000
2002,1,22,22,13,7,34000
2003,2,28,29,14,8.666666667,32400
2004,1,11,29,14,8.75,28800
2001,2,3,22,12,6.5,27600
2001,9,26,22,12,6,26700
2002,2,3,24,13,7,37000
2001,10,17,24,13,7,26700
2002,3,30,24,13,8,32000
2015,4,10,23,13,6.5,25200
2001,9,22,23,13,7,26700
2002,12,17,22,13,7.5,32000
2003,3,1,29,14,11,32400
2008,12,16,28,14,7.583333333,12695
2009,12,20,28,14,6.916666667,19665
2009,1,4,27,14,6.5,23275
2005,8,11,22,12,8.5,20000
1999,8,26,21,12,7,24000
1999,8,20,21,12,8,24000
2005,8,8,26,13,9,20000
2014,1,8,26,13,13.75,11760
2006,7,31,25,13,6.5,22500
2010,2,15,25,13,5,20700
2005,7,14,25,13,6.25,20000
2003,5,26,24,13,8,30000
2003,1,4,24,13,7.5,32400
2003,6,7,24,13,9,30000
2006,6,22,23,13,9,23500
2005,7,29,23,13,1.5,18000
2015,8,24,23,13,6.583333333,11760
2015,8,24,23,13,6.583333333,11760
2003,3,13,22,13,9,33000
2005,8,13,22,13,8.5,20000
2003,12,23,29,14,8.5,28000
2007,1,20,28,14,8,25000
2007,1,19,28,14,8.5,25000
2006,12,23,28,14,9.5,25000
2006,12,22,28,14,9,25000
2007,3,3,28,14,5.5,25000
2007,1,29,28,14,6.5,25000
2007,1,27,28,14,7.25,16000
2007,2,24,27,14,8.25,25000
2006,3,29,27,14,7,28000
2008,9,5,27,14,4,12696
2006,4,4,27,14,8,28000
2006,5,18,27,14,7.5,21000
2011,9,7,27,14,21.46666667,11760
2001,9,14,24,13,6,26700
2001,6,15,24,13,6,26700
2001,6,17,24,13,6,26700
2015,4,22,23,13,6.3,12600
2008,12,14,27,14,7.75,24335
2001,2,4,22,12,4,27600
2001,2,10,22,12,4.5,27600
2001,2,14,21,12,7,27600
2003,1,8,20,12,8.5,32400
2004,3,2,25,13,8.5,28800
2002,12,18,24,13,7,32000
2003,1,1,24,13,8.5,31800
2001,6,23,24,13,5.5,26700
2001,6,22,24,13,5,26700
2016,4,11,24,13,5.25,19200
2011,11,28,23,13,6.5,23520
2004,2,11,23,13,7.666666667,28800
2012,3,27,23,13,3.716666667,10584
2004,2,12,22,13,8.916666667,28800
2004,1,6,27,14,7.5,27600
2001,3,24,22,12,7,26700
2001,6,16,24,13,6,26700
2001,10,11,23,13,7,26700
2002,4,16,23,13,8,37000
2001,4,12,22,13,6,27600
2004,3,3,25,13,7.5,27000
2004,1,20,24,13,9.25,29400
2002,12,21,24,13,8.5,32000
2003,6,9,24,13,22.33333333,24000
2004,1,28,23,13,9,28800
2004,1,23,23,13,8.333333333,28400
2004,1,29,23,13,9.25,28800
2003,5,13,23,13,9,30000
2015,8,24,23,13,13.58333333,11760
2003,12,6,22,13,8.5,31800
2004,1,12,29,14,8.75,28200
2003,2,9,28,14,8.5,22800
2002,10,4,22,12,6,37000
2009,8,23,25,13,6.333333333,20700
2007,5,4,25,13,8.666666667,21200
2006,1,3,25,13,9.25,26000
2008,6,25,24,13,8.916666667,22700
2008,6,26,24,13,7.75,22700
2006,9,8,24,13,8.333333333,20000
2005,12,28,24,13,7,25000
2001,9,16,24,13,4,26700
2001,6,10,24,13,4,26700
2002,4,9,24,13,5,32000
2002,4,5,24,13,8,37000
2009,8,3,23,13,14,12420
2011,6,23,22,13,11,11760
2006,12,27,28,14,9.25,25000
2007,1,17,27,14,6.5,25000
2008,1,6,27,14,7.916666667,23800
2009,12,28,27,14,5.5,21217
2009,12,29,27,14,7,20182
2009,12,22,27,14,5.25,17595
2011,9,7,27,14,15.16666667,11760
2011,9,15,26,14,16.25,11760
2001,2,9,22,12,5,27600
2001,3,27,22,12,6,26700
2001,5,18,22,12,6,26700
2001,1,26,21,12,6,27600
2004,3,30,20,12,3.75,24000
2004,3,24,20,12,4.333333333,29200
2003,1,16,25,13,10.33333333,32400
2003,10,16,25,13,7,31800
2008,7,13,24,13,7.083333333,22700
2006,7,21,24,13,8.166666667,16200
2004,1,31,24,13,8.833333333,28800
2002,11,30,24,13,6,32400
2001,3,7,24,13,7,26700
2002,12,25,24,13,9,32400
2001,9,10,24,13,6,26700
2004,3,1,24,13,9,28800
2009,11,14,23,13,5.25,21735
2011,11,27,23,13,6.683333333,23520
2010,6,1,23,13,6.266666667,20700
2010,6,3,23,13,4.333333333,20000
2004,2,13,23,13,8.333333333,28800
2004,10,16,22,13,9,27400
2003,12,7,22,13,8.083333333,31800
2002,11,12,22,13,9,37000
2004,3,20,22,13,7.833333333,24000
2004,6,9,22,13,7.416666667,29200
2008,5,16,29,14,8.166666667,12905
2005,4,4,29,14,9.5,24000
2009,12,9,27,14,5.916666667,22175
2011,12,13,25,13,6.05,23520
2008,9,21,23,13,5.083333333,21500
2002,3,5,23,13,7,37000
2001,2,2,22,12,6,27600
2001,2,8,22,12,6,27600
2001,5,17,22,12,6,26700
2002,4,27,22,12,4,27000
