"Mean","Median","SD","lcl","ucl","Rhat","parameter","Year"
675,675,0,675,675,NA,"Ntot.breed[1]",2000
707.24615,704,65.6187304850834,588,844,1.00488900191388,"Ntot.breed[2]",2001
721.51265,717,68.4422618881373,601,867,1.00359564648853,"Ntot.breed[3]",2002
746.731633333333,746,47.9863924208018,654,842,1.00076578361638,"Ntot.breed[4]",2003
760.449266666667,755,74.5711430361534,631,924,1.00096666177892,"Ntot.breed[5]",2004
715.145433333333,715,47.7480782907741,623,810,1.00019307085746,"Ntot.breed[6]",2005
709.675033333333,705,65.1094525959622,594,851,1.00393061072808,"Ntot.breed[7]",2006
702.8336,696,68.5554707900805,589,851,1.00764553466102,"Ntot.breed[8]",2007
666.886466666667,666,44.3760783619704,582,757,1.00003436512487,"Ntot.breed[9]",2008
706.709583333333,703,63.0059785844329,594,832,1.00022672981204,"Ntot.breed[10]",2009
654.294083333333,654,44.3447280508986,569,743,1.0001703086061,"Ntot.breed[11]",2010
620.594283333333,620,41.9229531746803,540,704,1.00014676551792,"Ntot.breed[12]",2011
592.242333333333,592,42.8170833850156,510,678,1.00129158437775,"Ntot.breed[13]",2012
529.738333333333,529,43.6235377684992,446,617,1.00138802779853,"Ntot.breed[14]",2013
499.777633333333,499,42.8230952099092,418,586,1.00126591858757,"Ntot.breed[15]",2014
540.97365,540,40.0267738485285,465,621,1.00005914129993,"Ntot.breed[16]",2015
588.312583333333,587,43.7333947743601,506,677,1.00031206203152,"Ntot.breed[17]",2016
613.528733333333,613,44.5538893761985,527,702,1.00019339758777,"Ntot.breed[18]",2017
645.941683333333,645,49.092467348249,551,744,1.00045811028532,"Ntot.breed[19]",2018
599.03175,594,98.8903965531858,423,801,1.00035358263008,"Ntot.breed[20]",2019
570.120416666667,564,101.059272868798,390,781,1.00036871344248,"Ntot.breed[21]",2020
552.717233333333,546,106.321454939922,366,777.025000000001,1.00038264023124,"Ntot.breed[22]",2021
534.674383333333,526,112.753961710374,338,777,1.00063698798565,"Ntot.breed[23]",2022
513.656933333333,504,117.707610869574,311,768,1.00087152466741,"Ntot.breed[24]",2023
495.530866666667,485,122.878129588471,288,765,1.00080662825065,"Ntot.breed[25]",2024
479.807333333333,467,128.530982710191,264,766,1.00067802656723,"Ntot.breed[26]",2025
465.431433333333,450,133.878544794744,246,770,1.00081758704477,"Ntot.breed[27]",2026
451.089733333333,435,138.741404421621,226,768,1.00084013140971,"Ntot.breed[28]",2027
437.985816666667,420,144.37225947063,207.975,773,1.00079675220512,"Ntot.breed[29]",2028
0.5282330030807,0.523728277438621,0.102774586833996,0.339523117501948,0.739600507966346,1.00002984855233,"ann.fec[1]",2000
0.605203159091554,0.606041980057982,0.0919519049544076,0.426303785072424,0.775575840889573,1.00000605751868,"ann.fec[2]",2001
0.364503896821207,0.355904957414661,0.0848849066213349,0.224911093626257,0.553321780950043,0.999998646289031,"ann.fec[3]",2002
0.705120677650556,0.715869156166313,0.066022557164184,0.554320640521746,0.795682470610982,1.0002069369336,"ann.fec[4]",2003
0.601664710656123,0.600284873970194,0.0853588121757165,0.439122489579691,0.768250243599885,1.00007447584329,"ann.fec[5]",2004
0.618105402632067,0.618939489115434,0.0907419005752196,0.438677069295445,0.781200499111349,1.00015915188013,"ann.fec[6]",2005
0.606001832020434,0.606297000668539,0.0924393402246642,0.425843310692566,0.777175584169694,1.00024509277317,"ann.fec[7]",2006
0.601281924810216,0.599355086750241,0.0858296541343617,0.438130960976919,0.768106161745331,1.00011349934562,"ann.fec[8]",2007
0.369310104722104,0.364096180659787,0.0740945215064233,0.240099573231927,0.530498051114326,1.00005386519071,"ann.fec[9]",2008
0.668796528644501,0.675026074824709,0.0781028835677498,0.503605033918187,0.791565192488452,0.999995684626916,"ann.fec[10]",2009
0.583090706930203,0.581945835607177,0.0991384853191175,0.394140926976006,0.771842515870509,1.00000175646997,"ann.fec[11]",2010
0.536529739480762,0.534794459805544,0.0527118467795191,0.438461068175868,0.645604043929794,1.00001461115566,"ann.fec[12]",2011
0.639073633990074,0.646358798716466,0.0938480072955727,0.44142460004763,0.788657031508157,1.00014811134478,"ann.fec[13]",2012
0.580807687232687,0.581775375465463,0.110064312455627,0.36504975009392,0.778121998589347,1.00002941956848,"ann.fec[14]",2013
0.520695299840323,0.514747832593635,0.108700996924841,0.321872812365318,0.743932664962098,1.0002326723922,"ann.fec[15]",2014
0.690058629374185,0.701404288423068,0.0753216106561428,0.519210430615834,0.794971159433103,1.00004647533648,"ann.fec[16]",2015
0.568152951642638,0.564923600202185,0.0900817066796678,0.400360042276244,0.75136992537049,1.00004865881058,"ann.fec[17]",2016
0.446152398117513,0.440551321349646,0.082555228386062,0.299740156661275,0.623376047427375,1.0000246266244,"ann.fec[18]",2017
0.500611196136547,0.500952412816696,0.172601460190277,0.215482297617709,0.784304736865452,1.00004471491134,"ann.fec[19]",2018
0.300340667070296,0.300379963964224,0.0866380835478919,0.157734104970004,0.442599531970918,1.0000657372755,"skip.prob[1]",2000
0.300063440040489,0.299779635190498,0.0863716986971977,0.157441999418079,0.442352263969369,1.00000122080848,"skip.prob[2]",2001
0.300453951923905,0.300180340243969,0.0865637266106038,0.157782647122513,0.442530463644653,1.00008025696567,"skip.prob[3]",2002
0.299890781582417,0.299515716196038,0.0864396979304872,0.157688536505448,0.44248700025666,0.99998301966634,"skip.prob[4]",2003
0.299910460756412,0.300203400396276,0.0866030879752169,0.157469096270506,0.442531917986926,0.999991873167732,"skip.prob[5]",2004
