"Mean","Median","SD","lcl","ucl","Rhat","parameter","Year"
675,675,0,675,675,NA,"Ntot.breed[1]",2000
704.991416666667,703,66.1640003141841,583,842,1.00335384573414,"Ntot.breed[2]",2001
718.860983333333,715,68.1717777448097,599,864,1.00168220970881,"Ntot.breed[3]",2002
749.375016666667,748,48.1764388678472,657,846,1.00029643906945,"Ntot.breed[4]",2003
759.831516666667,753,74.6696642286031,632,925,1.00976884080449,"Ntot.breed[5]",2004
715.227633333333,715,47.3662025325153,622,809,1.00117047909734,"Ntot.breed[6]",2005
710.9822,707,62.3336423975281,598,843,1.00141525693175,"Ntot.breed[7]",2006
702.387566666667,697,68.3001493940705,587,849,1.00301485378073,"Ntot.breed[8]",2007
667.519583333333,667,43.6410180770419,584,757,1.00143192730488,"Ntot.breed[9]",2008
708.7417,705,63.2432819329861,595,834,1.00090452483436,"Ntot.breed[10]",2009
654.376983333333,654,43.8614279747113,570,742,1.00212665510001,"Ntot.breed[11]",2010
620.485316666667,620,41.4663334366552,540,703,1.00026928764078,"Ntot.breed[12]",2011
590.7939,590,42.117495028944,509,675,1.00048964138577,"Ntot.breed[13]",2012
535.347366666667,535,43.1735316557435,452,621,1.00123288556784,"Ntot.breed[14]",2013
501.7772,501,42.3612637689726,421,587,1.00094272978379,"Ntot.breed[15]",2014
539.586016666667,539,39.6851867792071,464,620,1.00021256402759,"Ntot.breed[16]",2015
587.312983333333,586,43.0201581083386,505,675,1.00007081279668,"Ntot.breed[17]",2016
613.060933333333,613,44.5770771330473,526,702,1.00028078315439,"Ntot.breed[18]",2017
643.78865,643,49.2100281950615,549,743.025000000001,1.00075434396764,"Ntot.breed[19]",2018
563.132883333333,557,109.210632913614,367,790,1.00057227543841,"Ntot.breed[20]",2019
515.792083333333,508,115.370022498746,312,757,1.00057931272411,"Ntot.breed[21]",2020
478.9785,469,122.27649854647,269,743,1.00040085634096,"Ntot.breed[22]",2021
447.353633333333,435,128.271759054238,234,733,1.00039258273727,"Ntot.breed[23]",2022
416.728133333333,401,132.692088215613,204,719,1.00039853050024,"Ntot.breed[24]",2023
390.3239,372,136.198018416056,178,706,1.00038456058733,"Ntot.breed[25]",2024
367.375816666667,346,140.016572075739,158,702,1.00026106367212,"Ntot.breed[26]",2025
346.2228,322,142.498974707855,139.975,686.025000000001,1.00007997758643,"Ntot.breed[27]",2026
325.842416666667,300,143.771198506928,124,675,1.00011138469227,"Ntot.breed[28]",2027
306.841416666667,280,143.843924049301,111,660,1.00013867947259,"Ntot.breed[29]",2028
0.529032794722703,0.524618615456924,0.103125180880963,0.34046159404099,0.742003647111189,1.00002518399969,"ann.fec[1]",2000
0.604367883421947,0.604006870330307,0.092153725209504,0.424714735712475,0.775664792705593,1.00003559319889,"ann.fec[2]",2001
0.364811595969165,0.357023090180667,0.0844729400471647,0.22496036855246,0.550653658876212,1.0001225701687,"ann.fec[3]",2002
0.705204097015203,0.715856974693859,0.066021996259697,0.554243197706298,0.795820178376946,1.00016217554192,"ann.fec[4]",2003
0.601860461083434,0.600497533607963,0.086163315645505,0.436488582949363,0.76839908786695,1.00005332991673,"ann.fec[5]",2004
0.619406911314074,0.620251150231673,0.0900751763434404,0.441770905331013,0.780878574098396,1.00003824288347,"ann.fec[6]",2005
0.605565485292669,0.605937203294226,0.091778705042956,0.426935796718163,0.775633361809527,1.00006419877219,"ann.fec[7]",2006
0.602346883312404,0.600738063817488,0.0860102378336423,0.438423219855872,0.769529794696161,1.00000263907673,"ann.fec[8]",2007
0.369718131155728,0.363698600955681,0.0745804827522547,0.240470117818903,0.531441311968432,1.00008399575258,"ann.fec[9]",2008
0.668797431212014,0.675469740023755,0.0780540650944569,0.504517635842923,0.791742951334041,1.00006353818459,"ann.fec[10]",2009
0.583375851161453,0.582488835692744,0.0990746582524744,0.392979586263285,0.771038990320375,1.00010674194624,"ann.fec[11]",2010
0.536468802796424,0.534596383069893,0.0530221447577022,0.43727733768136,0.645264553312278,1.00007911748835,"ann.fec[12]",2011
0.639110551205916,0.645255417001938,0.0926979481078642,0.446429013387357,0.788567908717087,1.0000617624076,"ann.fec[13]",2012
0.581177646976482,0.581588208245696,0.109434011702973,0.368149998205834,0.778753537828028,0.999992220482331,"ann.fec[14]",2013
0.52058820197913,0.515719498784248,0.109243329742662,0.32070785504989,0.743368362702101,0.999997538770173,"ann.fec[15]",2014
0.690216129832235,0.701881621625865,0.0753870522421074,0.519101166052873,0.795177771362545,0.999993729488442,"ann.fec[16]",2015
0.567868716854478,0.565014058092765,0.0897179936084852,0.400740966254758,0.750037331515318,1.00010866783962,"ann.fec[17]",2016
0.44567302072367,0.440732900101025,0.0826542845424037,0.298516782631904,0.621212664385096,1.00000148648644,"ann.fec[18]",2017
0.50025861672838,0.500247646751814,0.173180400229288,0.215119494217215,0.7849250882247,1.00001341949987,"ann.fec[19]",2018
0.299640694434579,0.299556759931147,0.0863631591031941,0.157435426074662,0.442328667293186,0.999977531083263,"skip.prob[1]",2000
0.299818498939145,0.300317838904448,0.0866420403131602,0.157353845065227,0.442519627495785,0.999996604649686,"skip.prob[2]",2001
0.300875800388004,0.301532607490662,0.0868679924184127,0.157118444649386,0.442851470878813,0.999981378081467,"skip.prob[3]",2002
0.299783033558751,0.299632231495343,0.0865484992489134,0.157389727886184,0.44271388890571,1.00003212975816,"skip.prob[4]",2003
0.300126569414845,0.300004651711788,0.0868288386535219,0.157527278919588,0.442428069629241,0.999981650015924,"skip.prob[5]",2004
